Iteration	avg_lambda[1]	avg_lambda[2]	avg_lambda[3]	avg_lambda[4]	avg_lambda[5]	avg_lambda[6]	avg_lambda[7]	avg_lambda[8]	avg_lambda[9]	avg_lambda[10]	avg_lambda[11]	avg_lambda[12]	avg_lambda[13]	avg_lambda[14]	avg_lambda[15]	avg_lambda[16]	avg_lambda[17]	avg_lambda[18]	avg_lambda[19]	avg_lambda[20]	avg_lambda[21]	avg_lambda[22]	avg_lambda[23]	avg_lambda[24]	avg_lambda[25]	avg_lambda[26]	avg_lambda[27]	avg_lambda[28]	avg_lambda[29]	avg_lambda[30]	avg_lambda[31]	avg_lambda[32]	avg_lambda[33]	avg_lambda[34]	avg_lambda[35]	avg_lambda[36]	avg_lambda[37]	avg_lambda[38]	avg_lambda[39]	avg_lambda[40]	avg_lambda[41]	avg_lambda[42]	avg_lambda[43]	avg_lambda[44]	avg_lambda[45]	avg_lambda[46]	avg_lambda[47]	avg_lambda[48]	avg_lambda[49]	avg_lambda[50]	avg_lambda[51]	avg_lambda[52]	avg_lambda[53]	avg_lambda[54]	avg_lambda[55]	avg_lambda[56]	avg_lambda[57]	avg_lambda[58]	avg_lambda[59]	avg_lambda[60]	avg_lambda[61]	avg_lambda[62]	avg_lambda[63]	avg_lambda[64]	avg_lambda[65]	avg_lambda[66]	avg_lambda[67]	avg_lambda[68]	avg_lambda[69]	avg_lambda[70]	avg_lambda[71]	avg_lambda[72]	avg_mu[1]	avg_mu[2]	avg_mu[3]	avg_mu[4]	avg_mu[5]	avg_mu[6]	avg_mu[7]	avg_mu[8]	avg_mu[9]	avg_mu[10]	avg_mu[11]	avg_mu[12]	avg_mu[13]	avg_mu[14]	avg_mu[15]	avg_mu[16]	avg_mu[17]	avg_mu[18]	avg_mu[19]	avg_mu[20]	avg_mu[21]	avg_mu[22]	avg_mu[23]	avg_mu[24]	avg_mu[25]	avg_mu[26]	avg_mu[27]	avg_mu[28]	avg_mu[29]	avg_mu[30]	avg_mu[31]	avg_mu[32]	avg_mu[33]	avg_mu[34]	avg_mu[35]	avg_mu[36]	avg_mu[37]	avg_mu[38]	avg_mu[39]	avg_mu[40]	avg_mu[41]	avg_mu[42]	avg_mu[43]	avg_mu[44]	avg_mu[45]	avg_mu[46]	avg_mu[47]	avg_mu[48]	avg_mu[49]	avg_mu[50]	avg_mu[51]	avg_mu[52]	avg_mu[53]	avg_mu[54]	avg_mu[55]	avg_mu[56]	avg_mu[57]	avg_mu[58]	avg_mu[59]	avg_mu[60]	avg_mu[61]	avg_mu[62]	avg_mu[63]	avg_mu[64]	avg_mu[65]	avg_mu[66]	avg_mu[67]	avg_mu[68]	avg_mu[69]	avg_mu[70]	avg_mu[71]	avg_mu[72]	num_shifts[1]	num_shifts[2]	num_shifts[3]	num_shifts[4]	num_shifts[5]	num_shifts[6]	num_shifts[7]	num_shifts[8]	num_shifts[9]	num_shifts[10]	num_shifts[11]	num_shifts[12]	num_shifts[13]	num_shifts[14]	num_shifts[15]	num_shifts[16]	num_shifts[17]	num_shifts[18]	num_shifts[19]	num_shifts[20]	num_shifts[21]	num_shifts[22]	num_shifts[23]	num_shifts[24]	num_shifts[25]	num_shifts[26]	num_shifts[27]	num_shifts[28]	num_shifts[29]	num_shifts[30]	num_shifts[31]	num_shifts[32]	num_shifts[33]	num_shifts[34]	num_shifts[35]	num_shifts[36]	num_shifts[37]	num_shifts[38]	num_shifts[39]	num_shifts[40]	num_shifts[41]	num_shifts[42]	num_shifts[43]	num_shifts[44]	num_shifts[45]	num_shifts[46]	num_shifts[47]	num_shifts[48]	num_shifts[49]	num_shifts[50]	num_shifts[51]	num_shifts[52]	num_shifts[53]	num_shifts[54]	num_shifts[55]	num_shifts[56]	num_shifts[57]	num_shifts[58]	num_shifts[59]	num_shifts[60]	num_shifts[61]	num_shifts[62]	num_shifts[63]	num_shifts[64]	num_shifts[65]	num_shifts[66]	num_shifts[67]	num_shifts[68]	num_shifts[69]	num_shifts[70]	num_shifts[71]	num_shifts[72]
304000	1.628106	1.585492	2.52678	2.562012	2.098209	1.837742	2.562012	2.562012	2.456883	2.562012	2.562012	2.562012	2.562012	2.562012	2.562012	2.562012	1.961169	1.900949	2.273918	1.55026	2.562012	2.562012	2.562012	2.562012	1.55026	1.55026	2.562012	2.562012	1.55026	1.55026	1.962151	1.606776	2.562012	2.417166	1.973237	1.728496	2.562012	2.562012	2.562012	2.521917	2.562012	2.562012	2.276591	2.562012	2.562012	2.562012	2.251459	2.115653	2.562012	2.562012	1.55026	1.55026	1.55026	1.919889	2.562012	2.562012	2.562012	2.562012	2.562012	2.562012	2.562012	2.562012	2.562012	2.562012	1.988975	2.562012	2.562012	2.562012	2.562012	2.268768	1.640391	-nan	0.01278721	0.01249953	0.01885416	0.01909201	0.01596087	0.02365061	0.03179292	0.03179292	0.03061105	0.03179292	0.03179292	0.03179292	0.03179292	0.03179292	0.03179292	0.03179292	0.005860571	0.02988668	0.01704058	0.00353285	0.005500814	0.005500814	0.005500814	0.005500814	0.01218552	0.01218552	0.01897343	0.01897343	0.01218552	0.01218552	0.01494892	0.01256469	0.01897343	0.01800165	0.01502329	0.006534696	0.01897343	0.01897343	0.01897343	0.01870442	0.01897343	0.01897343	0.01705852	0.01897343	0.01897343	0.01897343	0.01688991	0.004632599	0.005500814	0.005500814	0.01075098	0.01218552	0.01218552	0.01466538	0.01897343	0.03179292	0.03179292	0.03179292	0.03179292	0.03179292	0.03179292	0.03179292	0.03179292	0.03179292	0.02535079	0.01909201	0.01909201	0.01909201	0.01909201	0.01504688	0.0166517	-nan	1	1	2	0	3	1	0	0	2	0	0	0	0	0	0	0	4	7	5	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	2	0	0	0	1	0	0	1	0	0	0	3	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	0
305000	3.121947	3.121947	2.179419	3.121947	3.121947	3.121947	1.785385	3.121947	3.121947	1.398659	1.398659	3.121947	2.263946	3.121947	3.121947	3.121947	2.774144	2.131677	1.398659	3.121947	3.121947	3.121947	2.211374	3.121947	3.121947	3.121947	3.121947	3.121947	3.121947	3.121947	3.121947	3.121947	3.121947	2.482019	2.899858	3.121947	3.121947	3.121947	3.121947	3.121947	3.121947	3.121947	3.121947	3.121947	3.121947	3.121947	2.012259	3.121947	3.121947	3.121947	1.773893	1.398659	2.572958	1.398659	2.235446	3.121947	3.121947	3.121947	3.121947	1.398659	2.575876	3.121947	3.121947	3.121947	3.121947	3.121947	3.121947	3.121947	3.121947	3.121947	2.374503	-nan	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.0658914	0.077504	0.2840591	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.04363373	0.06358186	0.04363373	-nan	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	5	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	3	0
306000	2.45592	2.840699	2.840699	2.840699	2.840699	2.840699	2.840699	2.201667	2.840699	1.474923	2.840699	2.840699	2.840699	1.048407	2.840699	2.840699	1.170573	1.418097	0.78114	2.840699	2.840699	2.840699	0.78114	1.678636	2.4849	1.766994	2.840699	2.840699	2.840699	2.840699	2.840699	2.840699	2.840699	2.840699	2.840699	2.602575	2.840699	2.840699	2.840699	2.173959	2.840699	2.840699	2.840699	2.840699	2.840699	2.840699	2.107441	0.78114	2.840699	1.536713	0.78114	0.78114	0.78114	2.840699	2.840699	2.840699	2.840699	2.840699	2.840699	2.840699	2.840699	2.840699	2.840699	2.840699	2.840699	2.840699	2.840699	2.840699	2.840699	2.840699	2.31156	-nan	0.05697014	0.05697014	0.05697014	0.05697014	0.05697014	0.01310625	0.01310625	0.01310625	0.01310625	0.01310625	0.01310625	0.01310625	0.01310625	0.01310625	0.01310625	0.01310625	0.06220863	0.01617824	0.0187291	0.07593288	0.07593288	0.07593288	0.07593288	0.07593288	0.0187291	0.0187291	0.0187291	0.0187291	0.0187291	0.0187291	0.0187291	0.0187291	0.0187291	0.0187291	0.0187291	0.02438293	0.0187291	0.0187291	0.0187291	0.0187291	0.0187291	0.0187291	0.0187291	0.0187291	0.0187291	0.0187291	0.0187291	0.07317345	0.07593288	0.07112458	0.0187291	0.0187291	0.0187291	0.0187291	0.0187291	0.01310625	0.01310625	0.01310625	0.01310625	0.01310625	0.01310625	0.01310625	0.01310625	0.01310625	0.02124288	0.05697014	0.05697014	0.05697014	0.05697014	0.05071063	0.02020325	-nan	1	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	3	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0
307000	1.69481	1.597179	1.69481	1.69481	1.69481	1.142007	1.142007	1.544484	1.231688	1.142007	1.142007	1.69481	1.601834	1.142007	1.142007	1.142007	1.223842	1.270974	1.69481	1.69481	1.69481	1.69481	1.142007	1.142007	1.142007	1.142007	1.142007	1.214458	1.142007	1.142007	1.142007	1.142007	1.142007	1.142007	1.142007	1.142007	1.142007	1.142007	1.142007	1.142007	1.142007	1.142007	1.142007	1.142007	1.142007	1.142007	1.270198	1.142007	1.69481	1.542932	1.45897	1.69481	1.69481	1.69481	1.168772	1.142007	1.142007	1.69481	1.142007	1.142007	1.142007	1.142007	1.142007	1.142007	1.142007	1.69481	1.69481	1.69481	1.69481	1.496784	1.142007	-nan	0.2246813	0.2107328	0.2246813	0.2246813	0.2246813	0.1457031	0.1457031	0.2032045	0.1585158	0.1457031	0.1457031	0.2246813	0.2113979	0.1457031	0.1457031	0.1457031	0.4822107	1.926264	0.2246813	0.2246813	0.2246813	0.2246813	0.1457031	0.1457031	0.1457031	0.1457031	0.1457031	0.1560541	0.1457031	0.1457031	0.1457031	0.1457031	0.1457031	0.1457031	0.1457031	0.1457031	0.1457031	0.1457031	0.1457031	0.1457031	0.1457031	0.1457031	0.1457031	0.1457031	0.1457031	0.1457031	0.1640175	0.1457031	0.2246813	0.2029828	0.1909871	0.2246813	1.015154	2.636931	1.754896	0.1457031	0.1457031	0.2246813	0.1457031	0.1457031	0.1457031	0.1457031	0.1457031	0.1457031	1.126531	0.2246813	0.2246813	0.2246813	0.2246813	1.233532	1.704735	-nan	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	1	0
308000	2.458245	2.458245	2.201651	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	0.3719352	2.458245	1.222144	2.458245	2.458245	1.896742	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	2.458245	-nan	0.0554641	0.0554641	0.05461418	0.0554641	0.0554641	0.186571	0.186571	0.186571	0.186571	0.186571	0.186571	0.186571	0.186571	0.186571	0.186571	0.186571	0.5250188	1.532916	0.9771426	0.3830059	0.3830059	0.3701627	0.3830059	0.3830059	0.1147941	0.1147941	0.1147941	0.1147941	0.1147941	0.1147941	0.1147941	0.1147941	0.1147941	0.1147941	0.1147941	0.3638315	0.1147941	0.1147941	0.1147941	0.1147941	0.1147941	0.1147941	0.1147941	0.1147941	0.1147941	0.1147941	0.2833071	0.3830059	0.3830059	0.3830059	1.29888	1.532916	1.532916	1.532916	1.532916	0.186571	0.186571	0.186571	0.186571	0.186571	0.186571	0.186571	0.186571	0.186571	0.2103112	0.0554641	0.0554641	0.0554641	0.0554641	0.0554641	0.9301372	-nan	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
309000	2.499131	2.499131	2.499131	1.222583	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	0.7947027	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	0.4882106	0.4882106	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	1.563111	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	2.499131	-nan	0.3711104	0.3711104	0.3711104	0.2394579	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.1953299	2.269624	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.1637208	0.1637208	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.2745772	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	0.3711104	1.5199	0.3711104	-nan	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0
310000	3.065768	3.065768	3.065768	0.8832146	0.8832146	1.260977	0.9145488	3.065768	3.065768	3.065768	3.065768	3.065768	3.065768	3.065768	3.065768	3.065768	1.158078	1.506115	2.396207	3.065768	3.065768	3.065768	0.8832146	0.8832146	3.065768	3.065768	3.065768	3.065768	0.8832146	0.8832146	3.065768	2.34336	2.390745	3.065768	3.065768	3.065768	3.065768	3.065768	3.065768	0.9211258	3.065768	3.065768	3.065768	3.065768	3.065768	3.065768	1.221178	0.8832146	3.065768	1.989862	0.8832146	0.8832146	0.8832146	0.8832146	0.8832146	3.065768	3.065768	3.065768	3.065768	3.065768	3.065768	3.065768	3.065768	3.065768	2.220041	2.347695	3.065768	3.065768	3.065768	3.065768	1.256595	-nan	0.5238341	0.5238341	0.5238341	0.317169	0.317169	0.3529392	0.320136	0.5238341	0.5238341	0.5238341	0.5238341	0.5238341	0.5238341	0.5238341	0.5238341	0.5238341	0.3431957	1.285192	0.4604337	0.5238341	0.5238341	0.5238341	0.317169	0.317169	0.5238341	0.5238341	0.5238341	0.5238341	0.317169	0.317169	0.5238341	0.4554296	0.4599164	0.5238341	0.5238341	0.5238341	0.5238341	0.5238341	0.5238341	0.3207588	0.5238341	0.5238341	0.5238341	0.5238341	0.5238341	0.5238341	0.3491706	0.317169	0.5238341	0.421957	0.317169	0.317169	0.317169	0.317169	0.317169	0.5238341	0.5238341	0.5238341	0.5238341	0.5238341	0.5238341	0.5238341	0.5238341	0.5238341	0.4437526	0.4558401	0.5238341	0.5238341	0.5238341	1.978518	0.3525243	-nan	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	2	0
311000	2.249179	3.625182	3.625182	3.625182	3.625182	2.493321	3.625182	2.922461	3.625182	3.625182	3.625182	3.625182	3.625182	3.625182	0.5087298	3.625182	1.338425	2.085252	1.507111	3.625182	3.625182	0.9690369	3.625182	3.625182	3.625182	0.7501678	3.625182	3.625182	3.625182	3.625182	2.873781	3.625182	1.837377	3.589326	3.625182	3.625182	3.625182	3.625182	3.625182	3.625182	3.625182	3.625182	3.625182	3.625182	3.625182	3.625182	3.625182	3.247224	3.625182	3.625182	3.625182	3.625182	3.625182	3.017718	3.625182	3.625182	3.625182	3.625182	3.625182	3.625182	3.625182	3.625182	3.625182	3.625182	2.182732	3.625182	3.625182	3.625182	3.625182	1.906112	0.9300968	-nan	1.23379	1.287615	1.287615	1.287615	1.287615	0.1156897	0.1198094	0.1172517	0.1198094	0.1198094	0.1198094	0.1198094	0.1198094	0.1198094	0.1084663	0.1198094	0.588179	0.1411278	0.7005055	0.01568729	0.01568729	0.01442145	0.01568729	0.01568729	0.74868	0.6832892	0.74868	0.74868	0.74868	0.74868	0.7315898	0.74868	0.7080173	0.7478645	0.74868	0.2604056	0.74868	0.74868	0.74868	0.74868	0.74868	0.74868	0.74868	0.74868	0.74868	0.74868	0.74868	0.01550717	0.01568729	0.01568729	0.689017	0.74868	0.74868	0.7348635	0.74868	0.1198094	0.1198094	0.1198094	0.1198094	0.1198094	0.1198094	0.1198094	0.1198094	0.1198094	0.2087935	1.287615	1.287615	1.287615	1.287615	0.619478	0.6873816	-nan	1	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	4	4	4	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	1	0
312000	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	1.383816	-nan	0.08889265	0.107318	0.1064637	0.08368074	0.08368074	0.07724331	0.06886962	0.06310585	0.08027824	0.0618435	0.0618435	0.0618435	0.0618435	0.0618435	0.07296444	0.06444502	0.138442	0.2297979	0.01589262	0.1591904	0.1716667	0.1716667	0.1430536	0.1376543	0.01510734	0.01456069	0.01598777	0.01708425	0.01316109	0.01316109	0.01336765	0.01524547	0.01576243	0.01584446	0.01708425	0.03259101	0.01545959	0.01708425	0.01708425	0.01462005	0.01708425	0.01708425	0.01585446	0.01708425	0.01708425	0.01708425	0.01519945	0.1657764	0.1716667	0.1691407	0.03261893	0.01428103	0.01708425	0.01708425	0.01708425	0.06742627	0.0618435	0.06755172	0.0618435	0.07880123	0.08027824	0.0618435	0.0618435	0.0618435	0.1100344	0.09573633	0.09448414	0.08368074	0.1086249	0.127307	0.2124819	-nan	2	2	2	0	0	2	2	2	0	0	0	0	0	0	1	1	9	8	3	1	0	0	2	2	1	1	1	0	0	0	3	3	3	2	0	1	2	0	0	1	0	0	1	0	0	0	1	2	0	1	5	1	0	0	0	1	0	2	0	1	1	0	0	0	1	1	1	1	0	2	6	0
313000	0.8274997	2.665351	1.64584	1.448501	0.6301041	1.559635	1.885385	2.555792	1.377325	2.01828	2.795915	2.795915	2.795915	1.432399	2.795915	2.795915	2.145226	0.7934812	1.98111	2.795915	2.795915	2.795915	2.795915	2.795915	2.795915	2.795915	2.708959	1.313997	2.795915	2.795915	0.6977126	2.795915	2.795915	2.795915	2.795915	1.057522	2.795915	2.795915	2.795915	2.795915	2.795915	2.795915	2.795915	2.795915	2.795915	2.795915	2.237119	2.795915	2.795915	2.795915	1.974617	2.795915	2.795915	2.795915	2.795915	2.795915	2.795915	2.795915	2.795915	2.795915	2.795915	2.795915	2.795915	2.795915	2.795915	1.101079	2.795915	2.795915	2.795915	2.795915	2.774785	-nan	0.02009166	0.02498766	0.0222717	0.021746	0.0195658	0.02204205	0.02290984	0.0246958	0.02155638	0.02326388	0.02533548	0.02533548	0.02533548	0.0217031	0.02533548	0.02533548	0.02360206	0.1147452	0.02316486	0.02533548	0.02533548	0.02533548	0.02533548	0.02533548	0.02533548	0.02533548	0.02510383	0.02138768	0.02533548	0.02533548	0.01974591	0.02533548	0.02533548	0.02533548	0.02533548	0.02070443	0.02533548	0.02533548	0.02533548	0.02533548	0.02533548	0.02533548	0.02533548	0.02533548	0.02533548	0.02533548	0.02384686	0.02533548	0.02533548	0.02533548	0.02314756	0.02533548	0.02533548	0.02533548	0.02533548	0.02533548	0.02533548	0.02533548	0.02533548	0.02533548	0.02533548	0.02533548	0.02533548	0.02533548	0.02533548	0.02082047	0.02533548	0.02533548	0.02533548	0.07744405	0.02527919	-nan	1	1	1	2	0	2	1	2	1	1	0	0	0	2	0	0	5	2	3	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3	0
314000	1.154931	2.107092	1.074433	1.108713	2.065466	1.33315	1.751928	1.823983	1.876504	1.348025	2.107092	2.107092	1.91911	1.712336	1.05293	1.05293	1.211163	1.491917	1.820309	2.107092	2.107092	1.146108	1.05293	1.05293	2.107092	1.345834	2.092372	2.107092	2.107092	2.107092	1.421725	2.107092	1.522248	2.107092	2.107092	2.107092	2.107092	2.107092	2.107092	2.107092	2.107092	2.107092	2.082066	2.107092	2.107092	2.107092	1.225767	1.202452	2.107092	2.050954	1.901954	2.107092	1.568114	1.05293	1.05293	1.165812	2.107092	2.107092	2.107092	2.107092	2.107092	2.107092	2.107092	2.107092	2.025959	2.107092	2.107092	2.107092	2.107092	1.295881	1.478128	-nan	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.06399552	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.0757953	0.05387912	0.0757953	-nan	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	5	7	2	0	0	1	0	0	0	1	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	4	1	0	2	3	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	5	0
315000	2.728897	2.728897	2.728897	2.728897	2.194555	2.728897	2.728897	0.9096906	2.728897	2.728897	1.586979	2.728897	2.728897	2.728897	2.728897	2.728897	0.743664	1.088656	1.287445	2.728897	2.728897	2.728897	2.728897	2.728897	2.728897	2.728897	2.728897	2.399019	2.728897	2.728897	2.728897	2.728897	2.728897	0.721502	0.721502	2.728897	1.917558	2.728897	2.728897	2.728897	2.728897	2.728897	2.728897	2.728897	2.728897	2.728897	2.520646	1.73136	2.728897	2.728897	2.147723	2.728897	2.728897	2.728897	2.728897	2.728897	2.728897	2.728897	2.728897	2.728897	2.728897	2.728897	2.728897	2.728897	2.728897	2.623685	2.728897	2.728897	2.728897	2.728897	2.728897	-nan	0.01917624	0.01917624	0.01917624	0.01917624	0.01581379	0.1650049	0.1650049	0.06650121	0.1650049	0.1650049	0.103174	0.1650049	0.1650049	0.1650049	0.1650049	0.1650049	0.03172499	0.04555337	0.06352004	0.06831294	0.06831294	0.06831294	0.06831294	0.06831294	0.1205346	0.1205346	0.1205346	0.1074867	0.1205346	0.1205346	0.1205346	0.1205346	0.1205346	0.041135	0.041135	0.08359612	0.08844325	0.1205346	0.1205346	0.1205346	0.1205346	0.1205346	0.1205346	0.1205346	0.1205346	0.1205346	0.1122975	0.0459512	0.06831294	0.06831294	0.07297893	0.1205346	0.1205346	0.1205346	0.1205346	0.1650049	0.1650049	0.1650049	0.1650049	0.1650049	0.1650049	0.1650049	0.1650049	0.1650049	0.03977335	0.01851418	0.01917624	0.01917624	0.01917624	0.01141704	0.09853559	-nan	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0
