Iteration	avg_lambda[1]	avg_lambda[2]	avg_lambda[3]	avg_lambda[4]	avg_lambda[5]	avg_lambda[6]	avg_lambda[7]	avg_lambda[8]	avg_lambda[9]	avg_lambda[10]	avg_lambda[11]	avg_lambda[12]	avg_lambda[13]	avg_lambda[14]	avg_lambda[15]	avg_lambda[16]	avg_lambda[17]	avg_lambda[18]	avg_lambda[19]	avg_lambda[20]	avg_lambda[21]	avg_lambda[22]	avg_lambda[23]	avg_lambda[24]	avg_lambda[25]	avg_lambda[26]	avg_lambda[27]	avg_lambda[28]	avg_lambda[29]	avg_lambda[30]	avg_lambda[31]	avg_lambda[32]	avg_lambda[33]	avg_lambda[34]	avg_lambda[35]	avg_lambda[36]	avg_lambda[37]	avg_lambda[38]	avg_lambda[39]	avg_lambda[40]	avg_lambda[41]	avg_lambda[42]	avg_lambda[43]	avg_lambda[44]	avg_lambda[45]	avg_lambda[46]	avg_lambda[47]	avg_lambda[48]	avg_lambda[49]	avg_lambda[50]	avg_lambda[51]	avg_lambda[52]	avg_lambda[53]	avg_lambda[54]	avg_lambda[55]	avg_lambda[56]	avg_lambda[57]	avg_lambda[58]	avg_lambda[59]	avg_lambda[60]	avg_lambda[61]	avg_lambda[62]	avg_lambda[63]	avg_lambda[64]	avg_lambda[65]	avg_lambda[66]	avg_lambda[67]	avg_lambda[68]	avg_lambda[69]	avg_lambda[70]	avg_lambda[71]	avg_lambda[72]	avg_mu[1]	avg_mu[2]	avg_mu[3]	avg_mu[4]	avg_mu[5]	avg_mu[6]	avg_mu[7]	avg_mu[8]	avg_mu[9]	avg_mu[10]	avg_mu[11]	avg_mu[12]	avg_mu[13]	avg_mu[14]	avg_mu[15]	avg_mu[16]	avg_mu[17]	avg_mu[18]	avg_mu[19]	avg_mu[20]	avg_mu[21]	avg_mu[22]	avg_mu[23]	avg_mu[24]	avg_mu[25]	avg_mu[26]	avg_mu[27]	avg_mu[28]	avg_mu[29]	avg_mu[30]	avg_mu[31]	avg_mu[32]	avg_mu[33]	avg_mu[34]	avg_mu[35]	avg_mu[36]	avg_mu[37]	avg_mu[38]	avg_mu[39]	avg_mu[40]	avg_mu[41]	avg_mu[42]	avg_mu[43]	avg_mu[44]	avg_mu[45]	avg_mu[46]	avg_mu[47]	avg_mu[48]	avg_mu[49]	avg_mu[50]	avg_mu[51]	avg_mu[52]	avg_mu[53]	avg_mu[54]	avg_mu[55]	avg_mu[56]	avg_mu[57]	avg_mu[58]	avg_mu[59]	avg_mu[60]	avg_mu[61]	avg_mu[62]	avg_mu[63]	avg_mu[64]	avg_mu[65]	avg_mu[66]	avg_mu[67]	avg_mu[68]	avg_mu[69]	avg_mu[70]	avg_mu[71]	avg_mu[72]	num_shifts[1]	num_shifts[2]	num_shifts[3]	num_shifts[4]	num_shifts[5]	num_shifts[6]	num_shifts[7]	num_shifts[8]	num_shifts[9]	num_shifts[10]	num_shifts[11]	num_shifts[12]	num_shifts[13]	num_shifts[14]	num_shifts[15]	num_shifts[16]	num_shifts[17]	num_shifts[18]	num_shifts[19]	num_shifts[20]	num_shifts[21]	num_shifts[22]	num_shifts[23]	num_shifts[24]	num_shifts[25]	num_shifts[26]	num_shifts[27]	num_shifts[28]	num_shifts[29]	num_shifts[30]	num_shifts[31]	num_shifts[32]	num_shifts[33]	num_shifts[34]	num_shifts[35]	num_shifts[36]	num_shifts[37]	num_shifts[38]	num_shifts[39]	num_shifts[40]	num_shifts[41]	num_shifts[42]	num_shifts[43]	num_shifts[44]	num_shifts[45]	num_shifts[46]	num_shifts[47]	num_shifts[48]	num_shifts[49]	num_shifts[50]	num_shifts[51]	num_shifts[52]	num_shifts[53]	num_shifts[54]	num_shifts[55]	num_shifts[56]	num_shifts[57]	num_shifts[58]	num_shifts[59]	num_shifts[60]	num_shifts[61]	num_shifts[62]	num_shifts[63]	num_shifts[64]	num_shifts[65]	num_shifts[66]	num_shifts[67]	num_shifts[68]	num_shifts[69]	num_shifts[70]	num_shifts[71]	num_shifts[72]
161000	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	2.00278	-nan	0.08923996	0.08923996	0.08923996	0.08923996	0.08923996	0.2770494	0.2770494	0.2770494	0.2770494	0.2770494	0.2770494	0.2770494	0.2770494	0.2770494	0.2770494	0.2770494	0.3371022	0.4570826	0.5946948	0.08642173	0.08642173	0.08642173	0.08642173	0.08642173	0.5946948	0.5946948	0.5946948	0.5946948	0.5946948	0.5946948	0.5946948	0.5946948	0.5946948	0.5946948	0.5946948	0.08642173	0.5946948	0.5946948	0.5946948	0.5946948	0.5946948	0.5946948	0.5946948	0.5946948	0.5946948	0.5946948	0.5946948	0.08642173	0.08642173	0.08642173	0.2873884	0.5946948	0.5946948	0.5946948	0.5946948	0.2770494	0.2770494	0.2770494	0.2770494	0.2770494	0.2770494	0.2770494	0.2770494	0.2770494	0.2770494	0.08923996	0.08923996	0.08923996	0.08923996	0.1768558	0.3613977	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
162000	1.198041	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	0.7882868	2.122087	2.122087	2.122087	2.122087	2.122087	1.595506	2.122087	2.122087	1.564009	1.117916	0.570375	2.122087	2.122087	2.122087	2.122087	2.122087	0.6706133	2.122087	0.6519898	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	0.9430845	2.122087	2.122087	2.122087	1.295897	0.570375	0.570375	0.570375	0.570375	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	2.122087	1.744352	-nan	0.04934735	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.03630727	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.06199638	0.07875439	0.07875439	0.06099401	0.07162699	0.0293724	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.0325624	0.07875439	0.03196972	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.04123358	0.07875439	0.07875439	0.07875439	0.05246155	0.0293724	0.0293724	0.0293724	0.0293724	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	0.07875439	1.717136	0.07875439	0.07875439	0.07875439	0.07875439	1.098722	0.1415509	-nan	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0
163000	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	1.552536	-nan	0.003986853	0.003986853	0.003986853	0.004133691	0.003986853	0.004576903	0.004576903	0.004576903	0.003986853	0.004252255	0.003986853	0.003986853	0.004576903	0.004057129	0.003986853	0.003986853	0.004371014	0.1871714	0.004395224	0.004576903	0.004576903	0.003986853	0.003986853	0.003986853	0.004576903	0.004576903	0.004576903	0.004576903	0.003986853	0.003986853	0.004576903	0.004576903	0.004576903	0.004479793	0.004576903	0.004576903	0.004576903	0.004576903	0.004576903	0.004404065	0.004576903	0.004576903	0.004576903	0.004576903	0.004576903	0.004576903	0.004576903	0.003986853	0.004020612	0.003986853	0.003986853	0.003986853	0.003986853	0.003986853	0.01458218	0.003986853	0.003986853	0.004409123	0.003986853	0.003986853	0.003986853	0.004146405	0.004576903	0.004576903	0.01169937	0.003986853	0.003986853	0.003986853	0.003986853	0.01868816	0.03602626	-nan	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0
164000	2.114886	2.087814	2.107721	2.114886	2.114886	2.085997	2.085997	2.102966	2.094675	2.114886	2.114886	2.114886	2.114886	2.114886	2.114886	2.114886	2.114886	2.114886	2.114886	2.114886	2.114886	2.08939	2.085997	2.085997	2.085997	2.085997	2.085997	2.085997	2.085997	2.085997	2.085997	2.095124	2.085997	2.085997	2.085997	2.085997	2.085997	2.085997	2.085997	2.085997	2.085997	2.085997	2.085997	2.085997	2.085997	2.085997	2.09515	2.090232	2.114886	2.108902	2.114886	2.114886	2.114886	2.114886	2.114886	2.114886	2.114886	2.114886	2.114886	2.114886	2.114886	2.114886	2.093829	2.114886	2.114886	2.113696	2.114886	2.114886	2.114886	2.108873	2.114886	-nan	0.260477	0.260477	0.260477	0.260477	0.260477	0.2328474	0.2328474	0.2328474	0.2328474	0.2328474	0.2328474	0.2328474	0.2328474	0.2328474	0.2328474	0.2328474	0.8549023	0.7544939	0.8557429	0.7668424	0.7668424	0.7668424	0.7668424	0.7668424	0.8557429	0.8557429	0.8557429	0.8557429	0.8557429	0.8557429	0.8557429	0.8557429	0.8557429	0.8557429	0.8557429	0.8494695	0.8557429	0.8557429	0.8557429	0.8557429	0.8557429	0.8557429	0.8557429	0.8557429	0.8557429	0.8557429	0.8557429	0.7668424	0.7668424	0.7668424	0.8198576	0.8557429	0.8557429	0.8557429	0.8557429	0.2328474	0.2328474	0.2328474	0.2328474	0.2328474	0.2328474	0.2328474	0.2328474	0.2328474	0.7328809	0.260477	0.260477	0.260477	0.260477	0.4138595	0.8557429	-nan	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	4	0	0
165000	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	2.14542	-nan	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	0.00703887	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	6.27108e-13	0.1940098	6.27108e-13	-nan	0	0	0	0	1	0	1	0	0	3	0	0	1	1	1	1	9	6	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0
166000	2.918274	2.918274	2.918274	1.707459	2.640697	2.918274	2.918274	2.918274	2.918274	2.918274	0.8977555	2.918274	2.918274	2.918274	2.918274	2.918274	1.044844	0.8525002	1.004175	2.918274	2.918274	2.292618	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	1.939939	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	0.80213	2.918274	2.918274	2.918274	2.15471	0.7542873	0.7542873	0.7542873	0.7542873	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	2.918274	0.9712422	-nan	0.1137676	0.1137676	0.1137676	0.07168042	0.1041192	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.04353558	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.04864828	0.108387	0.04723467	0.1137676	0.1137676	0.0920202	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.07976129	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.04021169	0.1137676	0.1137676	0.1137676	0.08722661	0.0385487	0.0385487	0.0385487	0.0385487	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.1137676	0.8586661	0.04608993	-nan	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
167000	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	1.732255	1.687264	1.233252	1.233252	1.233252	1.233252	1.233252	1.233252	1.233252	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	1.492429	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	1.247721	1.623416	1.233252	1.233252	1.233252	1.233252	1.233252	1.233252	1.233252	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	2.968913	1.585278	-nan	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01343353	0.01323822	0.01418655	0.01126725	0.01126725	0.01126725	0.01126725	0.01126725	0.01126725	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01239239	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01133006	0.01296104	0.01126725	0.01126725	0.01126725	0.01126725	0.01126725	0.01126725	0.01126725	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01880213	0.01893843	0.01279547	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
168000	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	2.117699	-nan	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.5793268	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	0.1857199	1.117307	0.1857199	-nan	1	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	4	5	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	2	2	1	0	0	1	0	0	0	0	0	0	1	3	0	2	2	0	0	0	0	1	0	2	0	0	1	0	0	0	1	0	0	0	0	4	4	0
169000	3.032867	3.531105	1.586237	1.948049	2.526356	3.531105	0.7894501	2.130156	3.531105	3.531105	3.531105	3.531105	3.531105	3.531105	3.531105	3.531105	2.731728	1.109294	3.531105	0.393933	3.531105	3.531105	3.531105	1.828065	3.531105	3.531105	0.393933	2.493475	3.531105	3.531105	3.531105	3.531105	1.844844	0.8099034	2.961004	3.531105	3.531105	3.531105	3.531105	3.531105	3.531105	3.531105	3.531105	3.531105	3.531105	3.531105	3.356924	1.877117	3.531105	3.531105	3.531105	3.531105	3.531105	3.531105	3.531105	3.531105	3.531105	3.531105	3.531105	3.531105	3.531105	3.531105	3.531105	3.531105	1.929603	3.531105	3.531105	3.531105	3.531105	1.08881	3.152249	-nan	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.2821377	0.3095035	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.3368271	0.4178305	0.3368271	0.3368271	0.3368271	0.3368271	0.6143094	0.5184972	-nan	1	0	1	1	1	0	1	3	0	0	0	0	0	0	0	0	6	2	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0
170000	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	2.330276	-nan	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.8124877	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	0.0280084	1.556361	0.0280084	-nan	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	4	4	4	0	0	1	0	0	1	0	1	0	1	0	2	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	3	0	1	2	1	0	1	3	2	0	0	1	0	1	0	1	0	0	0	1	1	0	0	3	2	0
171000	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	1.554313	-nan	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06012698	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.3289839	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.06110312	0.104207	0.06110312	0.06110312	0.06110312	0.06110312	0.211793	0.3856152	-nan	0	0	3	0	0	2	1	2	0	0	0	0	0	1	0	0	3	2	2	0	0	0	1	1	0	2	0	3	0	0	1	0	0	2	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	2	0	0	0	0	1	0	1	0	1	0	0	0	0	2	2	0
172000	2.994718	0.6122433	2.994718	2.994718	2.190898	0.7218819	1.114388	1.717211	2.451699	2.994718	1.922114	2.994718	2.994718	2.325591	2.994718	2.994718	1.765912	2.009217	1.871001	2.994718	2.994718	2.994718	2.994718	1.169685	2.994718	2.994718	2.239457	2.457444	2.994718	2.994718	1.783624	2.994718	2.994718	2.591777	2.994718	2.994718	2.994718	2.994718	2.994718	2.994718	2.994718	2.994718	2.994718	2.994718	2.994718	2.994718	2.15207	2.247752	2.994718	2.976793	1.551228	2.994718	2.994718	2.994718	2.994718	2.994718	2.994718	1.158467	2.994718	2.994718	2.994718	2.994718	2.994718	2.994718	2.994718	2.994718	2.994718	2.994718	2.994718	2.427751	0.9101634	-nan	0.2019666	0.0845183	0.2019666	0.2019666	0.1623409	0.08992313	0.1092724	0.1389897	0.1751975	0.2019666	0.1490907	0.2019666	0.2019666	0.1689808	0.2019666	0.2019666	0.1413905	0.4815296	0.146571	0.2019666	0.2019666	0.2019666	0.2019666	0.1119984	0.2019666	0.2019666	0.1647347	0.1754807	0.2019666	0.2019666	0.1422636	0.2019666	0.2019666	0.1821029	0.2019666	0.2019666	0.2019666	0.2019666	0.2019666	0.2019666	0.2019666	0.2019666	0.2019666	0.2019666	0.2019666	0.2019666	0.1604268	0.1651436	0.2019666	0.201083	0.1308072	0.2019666	0.2019666	0.2019666	0.2851997	0.2019666	0.2019666	0.1114454	0.2019666	0.2019666	0.2019666	0.2019666	0.2019666	0.2019666	0.3555407	0.2019666	0.2019666	0.2019666	0.2019666	0.2915477	0.2297513	-nan	0	1	0	0	1	1	1	2	2	0	1	0	0	1	0	0	4	6	8	0	0	0	0	1	0	0	2	1	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	2	2	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	3	4	0
