Iteration	Posterior	Likelihood	Prior	birth	ef[1]	ef[2]	ef[3]	em[1]	em[2]	em[3]	extinction_eic	extinction_key	extinction_nig	extinction_per	extinction_rates[1]	extinction_rates[2]	extinction_rates[3]	extinction_rates[4]	extinction_rates[5]	extinction_rates[6]	extinction_rates[7]	extinction_rates[8]	extinction_rates[9]	female_relative[1]	female_relative[2]	female_relative[3]	global_female_extirp	global_male_extirp	is_extinction_eic_nig_different	is_extinction_key_per_different	male_relative[1]	male_relative[2]	male_relative[3]	root_state_freq[1]	root_state_freq[2]	root_state_freq[3]	root_state_freq[4]	root_state_freq[5]	root_state_freq[6]	root_state_freq[7]	root_state_freq[8]	root_state_freq[9]	sampling_fraction	stateBirths[1]	stateBirths[2]	stateBirths[3]	stateBirths[4]	stateBirths[5]	stateBirths[6]	stateBirths[7]	stateBirths[8]	stateBirths[9]
827000	-132.3639	-125.7369	-6.627017	11.94368	0.0322046	0.0898765	0.0656057	0.114227	0.126739	0.0966581	0.5122608	0.01712939	0.0948847	0.01712939	0.0171294	2.69421	0.930277	0.00548989	0.512261	0.0948847	1.01162	0.482795	0.0171294	0.171587	0.478864	0.349549	0.1876868	0.3376244	1	0	0.338326	0.375385	0.286289	0.0483035	0.0660832	0.252709	0.0894087	0.178255	0.0205877	0.0566252	0.024949	0.263078	0.6332006	1.32708	1.32708	1.32708	1.32708	1.32708	1.32708	1.32708	1.32708	1.32708
828000	-134.2883	-120.8311	-13.45715	17.9916	0.0354647	0.0276022	0.161704	0.0149632	0.034521	0.0888158	0.7252777	0.09694775	0.7252777	0.09694775	0.0969477	1.85457	1.92594	1.31252	0.725278	0.725278	0.87591	1.36211	0.0969477	0.157782	0.122801	0.719417	0.224771	0.1383001	0	0	0.108194	0.24961	0.642197	0.0445091	0.0403933	0.317892	0.043577	0.0676286	0.330033	0.0107291	0.0833308	0.0619068	0.5392462	1.99907	1.99907	1.99907	1.99907	1.99907	1.99907	1.99907	1.99907	1.99907
829000	-133.0004	-123.1569	-9.843519	13.54206	0.211142	0.072722	0.187153	0.00167407	0.0797399	0.18973	0.1117833	0.322238	0.1117833	0.322238	0.322238	0.658624	0.81145	1.04578	0.111783	0.111783	0.0247969	2.22361	0.322238	0.448268	0.154394	0.397339	0.4710173	0.271144	0	0	0.0061741	0.294087	0.699739	0.102311	0.00976686	0.0879708	0.010126	0.0870784	0.415367	0.146938	0.00364571	0.136796	0.6578736	1.50467	1.50467	1.50467	1.50467	1.50467	1.50467	1.50467	1.50467	1.50467
830000	-131.843	-122.4661	-9.376949	15.61588	0.00580697	0.050021	0.0702664	0.0178266	0.275802	0.132219	0.1113166	0.1779463	0.2638716	0.1779463	0.177946	0.214088	0.559339	0.823167	0.111317	0.263872	1.49921	0.911149	0.177946	0.0460526	0.396695	0.557252	0.1260944	0.4258472	1	0	0.0418615	0.647655	0.310484	0.0897415	0.0246531	0.304989	0.0650795	0.0871871	0.287039	0.0522442	0.019081	0.0699858	0.6174621	1.7351	1.7351	1.7351	1.7351	1.7351	1.7351	1.7351	1.7351	1.7351
831000	-131.1348	-126.3033	-4.831476	11.38893	0.115933	0.00254024	0.0151302	0.0205542	0.244312	0.0677472	0.1377171	0.1863353	0.1377171	0.1863353	0.186335	0.101215	0.121282	3.07271	0.137717	0.137717	1.12166	0.3579	0.186335	0.867739	0.0190134	0.113247	0.133603	0.3326137	0	0	0.061796	0.734523	0.203681	0.00162535	0.164255	0.175231	0.0741543	0.431281	0.0146254	0.00187079	0.121472	0.0154853	0.5960165	1.26544	1.26544	1.26544	1.26544	1.26544	1.26544	1.26544	1.26544	1.26544
832000	-130.9222	-125.3086	-5.613611	16.10248	0.0186896	0.0286487	0.0611342	0.0865545	0.0285712	0.0341296	0.3809395	0.4504351	0.3809395	0.01931524	0.0193152	1.07168	0.105282	0.558175	0.380939	0.380939	0.400963	0.265492	0.450435	0.172298	0.26411	0.563592	0.1084725	0.1492553	0	1	0.579909	0.191425	0.228666	0.0209775	0.15262	0.154565	0.165301	0.0424139	0.0544477	0.292337	0.0410764	0.0762605	0.5944835	1.78916	1.78916	1.78916	1.78916	1.78916	1.78916	1.78916	1.78916	1.78916
833000	-131.0188	-126.4397	-4.579098	13.1823	0.00636578	0.000369066	0.111694	0.0956728	0.0405081	0.0035165	1.178571	0.05490252	0.07131622	0.05490252	0.0549025	1.47895	0.119842	1.15544	1.17857	0.0713162	0.675317	0.39963	0.0549025	0.0537519	0.00311635	0.943132	0.118429	0.1396974	1	0	0.684857	0.289971	0.0251723	0.0698823	0.0160472	0.0494996	0.00594081	0.0297849	0.016497	0.142821	0.558757	0.11077	0.585479	1.4647	1.4647	1.4647	1.4647	1.4647	1.4647	1.4647	1.4647	1.4647
834000	-136.122	-128.4714	-7.650658	12.29679	0.0268766	0.0334818	0.233143	0.155934	0.0121998	0.0523965	0.5359778	0.2367529	0.8488271	0.0390488	0.0390488	0.400757	0.487303	0.584742	0.535978	0.848827	0.618851	2.77973	0.236753	0.0915724	0.114077	0.79435	0.2935014	0.2205302	1	1	0.707087	0.0553201	0.237593	0.00975071	0.195998	0.0324601	0.0167125	0.0755527	0.25518	0.151415	0.101107	0.161824	0.5597426	1.36631	1.36631	1.36631	1.36631	1.36631	1.36631	1.36631	1.36631	1.36631
835000	-138.5564	-128.4514	-10.10498	13.91123	0.189056	0.0687564	0.000953957	0.0147935	0.0826621	0.00328777	0.2766553	0.4155301	0.2766553	0.4155301	0.41553	1.81815	0.501892	0.711583	0.276655	0.276655	2.22687	2.96641	0.41553	0.730605	0.265709	0.00368656	0.2587664	0.1007434	0	0	0.146843	0.820521	0.0326351	0.0112888	0.240501	0.0865532	0.170211	0.0454517	0.0046091	0.257723	0.0353884	0.148274	0.5238157	1.54569	1.54569	1.54569	1.54569	1.54569	1.54569	1.54569	1.54569	1.54569
836000	-133.6274	-129.803	-3.824466	9.976963	0.0286412	0.00526932	0.00274964	0.0113324	0.0145002	0.19321	0.0591724	0.01810262	0.0591724	0.01810262	0.0181026	2.56224	0.16916	2.04849	0.0591724	0.0591724	0.350597	2.40114	0.0181026	0.781262	0.143734	0.0750035	0.03666017	0.219043	0	0	0.0517361	0.0661981	0.882066	0.174669	0.00202221	0.172314	0.212335	0.0205579	0.150687	0.15894	0.0767554	0.0317205	0.5558832	1.10855	1.10855	1.10855	1.10855	1.10855	1.10855	1.10855	1.10855	1.10855
837000	-129.0257	-128.2348	-0.7909014	12.68898	0.00852498	0.00131365	0.0205674	0.0181954	0.0369583	0.0603611	0.2363435	0.2386639	0.2363435	0.2386639	0.238664	0.824552	0.352841	0.474641	0.236343	0.236343	0.268466	0.565643	0.238664	0.280372	0.0432037	0.676425	0.03040598	0.1155147	0	0	0.157516	0.319944	0.52254	0.113735	0.202559	0.0961439	0.0809902	0.0482926	0.414433	0.0242184	0.00813384	0.0114929	0.6346621	1.40989	1.40989	1.40989	1.40989	1.40989	1.40989	1.40989	1.40989	1.40989
838000	-134.7893	-126.5996	-8.189696	14.6457	0.0884078	0.0500531	0.144854	0.0701255	0.064874	0.201417	0.9676053	0.1790305	0.9676053	0.1790305	0.179031	0.338456	0.0777751	0.144548	0.967605	0.967605	1.1129	0.84481	0.179031	0.312048	0.176669	0.511283	0.2833151	0.3364162	0	0	0.208449	0.192839	0.598713	0.533338	0.0231057	0.00404416	0.0714824	0.0515952	0.0467353	0.0270455	0.0132436	0.22941	0.6147586	1.6273	1.6273	1.6273	1.6273	1.6273	1.6273	1.6273	1.6273	1.6273
839000	-133.1998	-124.4484	-8.751375	16.69661	0.0525041	0.0496072	0.0044546	0.18798	0.0780902	0.0245192	0.2170101	0.2646978	0.3262583	0.2646978	0.264698	0.279305	1.08246	1.44388	0.21701	0.326258	0.0523158	0.73571	0.264698	0.492691	0.465507	0.0418013	0.106566	0.2905894	1	0	0.646892	0.26873	0.0843775	0.123078	0.0588932	0.0193254	0.108186	0.186865	0.185667	0.0115764	0.271	0.0354098	0.5617718	1.85518	1.85518	1.85518	1.85518	1.85518	1.85518	1.85518	1.85518	1.85518
840000	-131.9935	-125.6222	-6.371352	13.71694	0.00995328	0.0923875	0.0475544	0.00842349	0.00365371	0.0598491	0.4611635	0.256506	0.1087699	0.613792	0.613792	1.32777	2.73563	0.127658	0.461164	0.10877	0.388181	0.735162	0.256506	0.0664016	0.616348	0.317251	0.1498951	0.07192626	1	1	0.117113	0.050798	0.832089	0.0811496	0.0133034	0.032035	0.0104725	0.212687	0.4937	0.119417	0.0274315	0.00980377	0.5838988	1.5241	1.5241	1.5241	1.5241	1.5241	1.5241	1.5241	1.5241	1.5241
841000	-131.9212	-127.8255	-4.095654	10.94274	0.00416544	0.000641751	0.0967255	0.102128	0.00956043	0.156199	0.2669222	0.0847357	0.2669222	0.0847357	0.0847357	0.0394504	0.489249	0.98568	0.266922	0.266922	1.68524	2.22586	0.0847357	0.0410256	0.00632064	0.952654	0.1015327	0.2678875	0	0	0.381234	0.0356882	0.583077	0.0194371	0.0353228	0.125041	0.116835	0.165819	0.0924153	0.295906	0.11889	0.0303344	0.6500852	1.21586	1.21586	1.21586	1.21586	1.21586	1.21586	1.21586	1.21586	1.21586
842000	-126.175	-125.1633	-1.011739	11.80342	0.0465837	0.0417532	0.0185556	0.0533333	0.00576824	0.10262	0.05390959	0.00188254	0.05390959	0.00188254	0.00188254	0.631162	0.544254	0.936858	0.0539096	0.0539096	0.545265	0.12728	0.00188254	0.4358	0.390609	0.173591	0.1068925	0.1617218	0	0	0.329784	0.0356677	0.634548	0.284095	0.116566	0.0516746	0.0088675	0.182505	0.080209	0.072257	0.0223436	0.181482	0.6586477	1.31149	1.31149	1.31149	1.31149	1.31149	1.31149	1.31149	1.31149	1.31149
843000	-133.2642	-123.6241	-9.640137	16.01135	0.0275187	0.0866675	0.00598117	0.00739451	0.018316	0.132115	0.4308976	0.0108031	0.2463275	0.0108031	0.0108031	0.649456	1.57316	0.926598	0.430898	0.246327	0.312989	3.01706	0.0108031	0.229003	0.721223	0.0497737	0.1201674	0.1578259	1	0	0.0468523	0.116052	0.837096	0.00211298	0.115076	0.451599	0.00139633	0.0637029	0.0209603	0.0580037	0.107659	0.17949	0.6350427	1.77904	1.77904	1.77904	1.77904	1.77904	1.77904	1.77904	1.77904	1.77904
844000	-136.5358	-123.5694	-12.96638	15.71984	0.135257	0.0252703	0.0117195	0.301352	0.0323905	0.142083	0.7837225	0.01984538	0.7837225	0.01984538	0.0198454	1.87704	1.95494	1.20498	0.783722	0.783722	0.543133	0.700588	0.0198454	0.785252	0.14671	0.0680387	0.1722469	0.4758247	0	0	0.633325	0.0680723	0.298603	0.00508413	0.43656	0.151077	0.00239138	0.0870934	0.0514806	0.113523	0.00200959	0.150781	0.6462148	1.74665	1.74665	1.74665	1.74665	1.74665	1.74665	1.74665	1.74665	1.74665
845000	-131.7828	-127.8068	-3.975952	14.8169	0.0222888	0.00279604	0.0222324	0.00619462	0.150033	0.103723	0.264605	0.4615474	0.264605	0.4615474	0.461547	0.700684	0.221006	0.172198	0.264605	0.264605	0.23672	0.34805	0.461547	0.47105	0.0590913	0.469859	0.04731731	0.2599506	0	0	0.02383	0.577161	0.399009	0.0264066	0.0802666	0.0757466	0.143411	0.195535	0.0717282	0.084548	0.265162	0.0571959	0.468011	1.64632	1.64632	1.64632	1.64632	1.64632	1.64632	1.64632	1.64632	1.64632
846000	-132.1713	-124.0546	-8.116731	16.91631	0.0896813	0.0134623	0.000129333	0.164767	0.00189088	0.0466432	0.3944417	0.2026749	0.3944417	0.2026749	0.202675	0.46263	0.847957	0.605663	0.394442	0.394442	0.174472	1.66528	0.202675	0.868391	0.130357	0.00125234	0.1032729	0.2133012	0	0	0.772462	0.00886484	0.218673	0.1391	0.343199	0.024345	0.0253151	0.173432	0.141852	0.0415678	0.0523827	0.0588055	0.5950793	1.87959	1.87959	1.87959	1.87959	1.87959	1.87959	1.87959	1.87959	1.87959
847000	-129.2055	-127.0854	-2.120003	12.45956	0.00784331	0.00224172	0.0396566	0.0232083	0.159821	0.00424091	0.1815402	0.08532777	0.2643903	0.1463472	0.146347	0.509161	0.396681	0.288599	0.18154	0.26439	0.912457	0.824263	0.0853278	0.157681	0.0450674	0.797252	0.04974158	0.1872699	1	1	0.12393	0.853424	0.022646	0.164153	0.15765	0.0637255	0.0647162	0.126351	0.0478793	0.0574558	0.0609402	0.257129	0.6285318	1.3844	1.3844	1.3844	1.3844	1.3844	1.3844	1.3844	1.3844	1.3844
848000	-130.7042	-122.5134	-8.190756	16.48154	0.143932	0.0412813	0.00519755	0.0320638	0.0268081	0.179884	0.06272892	0.08758417	0.06272892	0.08758417	0.0875842	0.55355	0.129556	0.514276	0.0627289	0.0627289	2.35389	0.0343977	0.0875842	0.755903	0.216801	0.0272964	0.1904113	0.2387559	0	0	0.134295	0.112283	0.753422	0.158213	0.0686943	0.0842852	0.133575	0.158561	0.132328	0.0243195	0.00917658	0.230847	0.6206526	1.83128	1.83128	1.83128	1.83128	1.83128	1.83128	1.83128	1.83128	1.83128
849000	-132.697	-123.6581	-9.038919	13.88525	0.0612576	0.0105075	0.00431018	0.020499	0.028729	0.165976	0.09868026	0.4034804	0.09868026	0.1986186	0.198619	0.891922	0.671726	0.802893	0.0986803	0.0986803	4.0023	1.48969	0.40348	0.805224	0.138119	0.0566569	0.07607521	0.2152045	0	1	0.0952537	0.133496	0.77125	0.0213487	0.0841221	0.00273515	0.0689375	0.235669	0.296705	0.0304294	0.137608	0.122445	0.6506382	1.54281	1.54281	1.54281	1.54281	1.54281	1.54281	1.54281	1.54281	1.54281
850000	-132.3744	-130.6719	-1.702483	9.140352	0.0248793	0.0221746	0.0662638	0.000800251	0.0651662	0.190324	0.001937004	0.1286419	0.001937004	0.1286419	0.128642	0.177206	1.19749	2.40395	0.001937	0.001937	0.785517	0.489735	0.128642	0.219554	0.195685	0.584761	0.1133177	0.2562909	0	0	0.00312243	0.254267	0.742611	0.0837103	0.0652414	0.00326177	0.0320134	0.274957	0.0834067	0.121528	0.109238	0.226644	0.5758279	1.01559	1.01559	1.01559	1.01559	1.01559	1.01559	1.01559	1.01559	1.01559
851000	-135.8896	-124.7972	-11.09238	15.48096	0.0382524	0.0148429	0.00810605	0.00452184	0.102338	0.120685	1.231884	0.1596443	0.4488271	0.1596443	0.159644	2.70584	1.25763	0.188046	1.23188	0.448827	0.489764	2.56076	0.159644	0.625025	0.242526	0.132449	0.06120132	0.2275441	1	0	0.0198723	0.449749	0.530379	0.148146	0.320445	0.0959913	0.0058268	0.200884	0.0861371	0.0160345	0.125063	0.00147271	0.5548177	1.72011	1.72011	1.72011	1.72011	1.72011	1.72011	1.72011	1.72011	1.72011
852000	-130.9708	-125.4664	-5.504359	13.73756	0.0222852	0.0202046	0.00162082	0.0462506	0.0162138	0.091126	0.04435284	0.04489765	0.04435284	0.04489765	0.0448977	1.30045	0.433037	2.64158	0.0443528	0.0443528	0.293492	1.35042	0.0448977	0.505211	0.458044	0.0367444	0.04411066	0.1535904	0	0	0.30113	0.105565	0.593305	0.312484	0.0246967	0.0966962	0.302637	0.111198	0.0652239	0.0262967	0.0144	0.0463679	0.647274	1.5264	1.5264	1.5264	1.5264	1.5264	1.5264	1.5264	1.5264	1.5264
853000	-143.0925	-121.8998	-21.19272	19.19211	0.0148169	0.0544106	0.238968	0.0141197	0.02874	0.0765513	0.7691258	0.135501	0.7691258	0.135501	0.135501	1.11985	1.14241	1.25231	0.769126	0.769126	8.18702	1.43675	0.135501	0.0480761	0.176546	0.775378	0.308196	0.1194111	0	0	0.118245	0.240681	0.641074	0.153045	0.0199435	0.292218	0.129917	0.0359686	0.225871	0.0268698	0.0800354	0.0361309	0.5182074	2.13246	2.13246	2.13246	2.13246	2.13246	2.13246	2.13246	2.13246	2.13246
854000	-133.5213	-124.6258	-8.895512	13.53591	0.0336259	0.00878273	0.0108342	0.030461	0.0060258	0.150728	0.2072899	0.08724474	0.2935081	0.08724474	0.0872447	1.57926	0.591054	3.37175	0.20729	0.293508	0.687657	2.45571	0.0872447	0.631558	0.164956	0.203486	0.05324285	0.1872144	1	0	0.162707	0.0321866	0.805107	0.230533	0.0882686	0.0201086	0.165681	0.0539065	0.124398	0.0450159	0.124453	0.147635	0.6343714	1.50399	1.50399	1.50399	1.50399	1.50399	1.50399	1.50399	1.50399	1.50399
855000	-135.018	-123.93	-11.08799	16.21532	0.111657	0.00513374	0.0084133	0.0219537	0.0126365	0.150955	0.3298385	0.08286368	1.258361	0.1350265	0.135027	0.60036	1.07234	0.0276963	0.329838	1.25836	0.725596	3.85154	0.0828637	0.8918	0.0410031	0.0671968	0.1252038	0.1855447	1	1	0.11832	0.0681049	0.813575	0.0541051	0.136083	0.107502	0.129367	0.118683	0.160876	0.218064	0.0231277	0.0521919	0.6008954	1.8017	1.8017	1.8017	1.8017	1.8017	1.8017	1.8017	1.8017	1.8017
856000	-132.6965	-124.0661	-8.630326	16.3223	0.00635809	0.0337754	0.0316071	0.0250631	0.00203425	0.0957763	0.9163657	0.3992599	0.9163657	0.3992599	0.39926	0.705829	2.50101	0.972689	0.916366	0.916366	0.271797	0.913369	0.39926	0.0886261	0.470799	0.440575	0.07174063	0.1228736	0	0	0.203974	0.0165556	0.77947	0.176703	0.0227676	0.171189	0.180614	0.0283039	0.120369	0.0907772	0.0737392	0.135537	0.6532306	1.81359	1.81359	1.81359	1.81359	1.81359	1.81359	1.81359	1.81359	1.81359
857000	-133.3091	-130.3493	-2.959787	11.40339	0.0097271	0.00653135	0.051611	0.0760701	0.0887955	0.0320942	0.0917904	0.5511073	0.0917904	0.9356021	0.935602	0.169513	0.541773	1.46733	0.0917904	0.0917904	0.648991	0.820432	0.551107	0.143321	0.0962341	0.760445	0.06786943	0.1969599	0	1	0.386222	0.45083	0.162948	0.133342	0.157873	0.168292	0.0779344	0.14875	0.0594433	0.160513	0.0607265	0.0331251	0.6355826	1.26704	1.26704	1.26704	1.26704	1.26704	1.26704	1.26704	1.26704	1.26704
858000	-142.6871	-127.1252	-15.56189	12.40209	0.0218013	0.0958583	0.0735649	0.140925	0.0170776	0.19117	1.68408	0.3601427	0.05683436	0.7495184	0.749518	0.553846	5.29907	2.08759	1.68408	0.0568344	0.117073	3.16613	0.360143	0.114009	0.501287	0.384704	0.1912245	0.349172	1	1	0.403597	0.0489088	0.547494	0.0445691	0.0452211	0.141777	0.142917	0.136202	0.288114	0.0244826	0.168755	0.00796282	0.6584433	1.37801	1.37801	1.37801	1.37801	1.37801	1.37801	1.37801	1.37801	1.37801
859000	-133.9645	-128.2846	-5.679916	11.77299	0.0275876	0.0414478	0.0063707	0.00580097	0.0522988	0.106481	0.07938747	0.05689314	0.4509586	0.05689314	0.0568931	0.863472	1.79142	1.52278	0.0793875	0.450959	1.50739	1.55319	0.0568931	0.365854	0.549661	0.0844851	0.0754061	0.1645811	1	0	0.0352469	0.317769	0.646984	0.0274469	0.298523	0.244604	0.197334	0.0155963	0.0786029	0.00966379	0.0984806	0.0297489	0.5366172	1.30811	1.30811	1.30811	1.30811	1.30811	1.30811	1.30811	1.30811	1.30811
860000	-133.2227	-127.1089	-6.113811	15.02416	0.0259051	0.034828	0.0183972	0.0143413	0.0170252	0.0565304	0.4664261	0.7069193	0.4664261	0.6911457	0.691146	0.439874	0.162365	0.560338	0.466426	0.466426	1.34665	1.3641	0.706919	0.327372	0.440135	0.232493	0.07913025	0.08789692	0	1	0.16316	0.193695	0.643145	0.0589053	0.0030243	0.103234	0.148496	0.0961859	0.11923	0.0556633	0.276274	0.138988	0.6331099	1.66935	1.66935	1.66935	1.66935	1.66935	1.66935	1.66935	1.66935	1.66935
861000	-135.1285	-128.4162	-6.71224	11.41842	0.113727	0.0099819	0.00291608	0.0475559	0.179609	0.115774	0.7295697	0.2447886	0.7295697	0.2447886	0.244789	0.0398273	0.137849	0.224281	0.72957	0.72957	4.23258	1.30771	0.244789	0.898141	0.0788302	0.0230292	0.1266254	0.3429389	0	0	0.138672	0.523734	0.337594	0.154812	0.0675762	0.255495	0.0597089	0.1114	0.031096	0.0990621	0.0430749	0.177775	0.6561781	1.26871	1.26871	1.26871	1.26871	1.26871	1.26871	1.26871	1.26871	1.26871
862000	-134.4497	-120.9456	-13.50407	17.97916	0.129051	0.00617241	0.00958123	0.217437	0.0240662	0.0430333	0.5027486	0.2709754	0.06150163	0.2709754	0.270975	1.57574	2.09212	1.96575	0.502749	0.0615016	0.582181	0.498918	0.270975	0.891207	0.0426259	0.0661668	0.1448042	0.2845363	1	0	0.764179	0.0845804	0.15124	0.459338	0.0175496	0.0844005	0.173798	0.11951	0.0279297	0.00296243	0.0666749	0.0478368	0.6021056	1.99768	1.99768	1.99768	1.99768	1.99768	1.99768	1.99768	1.99768	1.99768
863000	-134.7591	-130.8391	-3.919974	13.40693	0.0644417	0.022986	0.00351534	0.0810719	0.0447692	0.00344843	0.1136076	0.7166555	0.1136076	0.0722892	0.0722892	0.992921	0.654542	1.4633	0.113608	0.113608	0.404267	0.211574	0.716655	0.708594	0.252752	0.0386543	0.09094302	0.1292896	0	1	0.627057	0.346271	0.0266721	0.213714	0.108213	0.0489291	0.161683	0.0276408	0.177476	0.156521	0.102059	0.00376459	0.4838699	1.48966	1.48966	1.48966	1.48966	1.48966	1.48966	1.48966	1.48966	1.48966
864000	-139.4807	-125.3139	-14.16673	21.69945	0.0218263	0.0535791	0.0583921	0.0794376	0.035933	0.0998686	0.4019707	0.1136194	0.4019707	2.098388	2.09839	0.170784	0.75307	1.46228	0.401971	0.401971	0.0257618	0.269469	0.113619	0.16313	0.400449	0.436422	0.1337975	0.2152392	0	1	0.369067	0.166945	0.463989	0.0133228	0.0453753	0.0700476	0.193875	0.0125134	0.0561152	0.278388	0.0212672	0.309096	0.4176139	2.41105	2.41105	2.41105	2.41105	2.41105	2.41105	2.41105	2.41105	2.41105
865000	-136.7191	-123.6537	-13.06548	15.18305	0.124343	0.0115283	0.288964	0.065553	0.0683975	0.0203004	0.220101	0.006699248	0.220101	0.006699248	0.00669925	0.506501	1.37632	2.47388	0.220101	0.220101	0.716959	3.10953	0.00669925	0.292686	0.027136	0.680178	0.4248357	0.154251	0	0	0.424976	0.443417	0.131607	0.0208442	0.116081	0.00762588	0.185564	0.0947655	0.0698386	0.293572	0.179762	0.0319463	0.6359439	1.68701	1.68701	1.68701	1.68701	1.68701	1.68701	1.68701	1.68701	1.68701
866000	-134.1743	-125.291	-8.88335	15.20293	0.120796	0.156415	0.0810732	0.0804366	0.0833987	0.130847	0.04185225	0.008391197	0.04185225	0.008391197	0.0083912	1.60273	1.19363	0.120318	0.0418522	0.0418522	0.323621	0.178662	0.0083912	0.337151	0.436567	0.226282	0.3582839	0.2946821	0	0	0.27296	0.283012	0.444027	0.240484	0.329956	0.0955359	0.0773017	0.0337509	0.0144616	0.0699973	0.0261089	0.112403	0.6595116	1.68921	1.68921	1.68921	1.68921	1.68921	1.68921	1.68921	1.68921	1.68921
867000	-133.9595	-125.7621	-8.197376	12.90574	0.156688	0.0458422	0.109388	0.0575396	0.0416208	0.164478	0.3065616	0.1411474	0.3065616	0.1411474	0.141147	0.428338	2.6263	0.252135	0.306562	0.306562	0.915173	1.18485	0.141147	0.502337	0.146968	0.350695	0.3119186	0.2636383	0	0	0.218252	0.157871	0.623877	0.0924662	0.155507	0.273102	0.0473815	0.14498	0.130106	0.0977529	0.0434391	0.015265	0.5311338	1.43397	1.43397	1.43397	1.43397	1.43397	1.43397	1.43397	1.43397	1.43397
868000	-135.5198	-124.2636	-11.25619	13.20425	0.00737387	0.0332876	0.134704	0.0375201	0.128119	0.291486	0.4012741	0.06763751	0.4012741	0.3066803	0.30668	2.20967	0.573186	1.05312	0.401274	0.401274	2.57994	0.853963	0.0676375	0.0420485	0.189818	0.768134	0.1753659	0.4571245	0	1	0.0820786	0.280271	0.637651	0.083364	0.146378	0.00494918	0.00107273	0.0700642	0.299924	0.311269	0.0746152	0.00836333	0.610236	1.46714	1.46714	1.46714	1.46714	1.46714	1.46714	1.46714	1.46714	1.46714
869000	-136.6907	-127.9838	-8.706897	12.84049	0.138288	0.0640537	0.0344857	0.0134543	0.092274	0.0645558	0.100784	0.4096517	0.100784	0.945031	0.945031	1.1982	0.380633	3.72685	0.100784	0.100784	1.02114	0.331438	0.409652	0.58392	0.270465	0.145615	0.2368278	0.1702841	0	1	0.0790109	0.541882	0.379107	0.00538264	0.0371149	0.226488	0.352354	0.0576562	0.0300188	0.157993	0.0546996	0.0782931	0.65527	1.42672	1.42672	1.42672	1.42672	1.42672	1.42672	1.42672	1.42672	1.42672
870000	-137.9238	-129.865	-8.05877	12.64329	0.00733407	0.0500474	0.0683413	0.0635085	0.00466011	0.146387	0.1568031	0.04080356	0.7788167	0.04080356	0.0408036	1.64787	0.107501	1.05621	0.156803	0.778817	1.98325	2.55986	0.0408036	0.0583353	0.398077	0.543587	0.1257227	0.2145559	1	0	0.296	0.0217198	0.68228	0.0435297	0.0468747	0.175688	0.0477128	0.0899791	0.0507976	0.348898	0.146827	0.0496932	0.4287799	1.40481	1.40481	1.40481	1.40481	1.40481	1.40481	1.40481	1.40481	1.40481
871000	-136.0658	-128.6285	-7.437339	12.69438	0.0114142	0.0153441	0.0104432	0.0379163	0.244242	0.03129	0.3269749	0.2495293	0.3269749	1.111307	1.11131	1.38958	3.07499	0.790909	0.326975	0.326975	0.0901767	0.521439	0.249529	0.306821	0.412459	0.28072	0.03720141	0.3134482	0	1	0.120965	0.77921	0.0998252	0.240406	0.0206943	0.0784256	0.118118	0.070857	0.00316087	0.305037	0.0799965	0.0833043	0.6329853	1.41049	1.41049	1.41049	1.41049	1.41049	1.41049	1.41049	1.41049	1.41049
872000	-133.6386	-124.6747	-8.963908	13.51913	0.00300177	0.0780961	0.0147081	0.00146443	0.0106096	0.103555	0.4806603	0.07263111	0.0385902	0.07263111	0.0726311	1.24817	0.529799	5.71698	0.48066	0.0385902	1.41785	0.144185	0.0726311	0.0313318	0.815149	0.153519	0.09580594	0.1156289	1	0	0.0126649	0.0917555	0.89558	0.0812444	0.00785401	0.0850731	0.103267	0.230426	0.324146	0.0834887	0.000223183	0.084278	0.6233583	1.50213	1.50213	1.50213	1.50213	1.50213	1.50213	1.50213	1.50213	1.50213
873000	-141.4233	-129.4641	-11.95916	14.64652	0.0712378	0.11003	0.129293	0.000799225	0.0811199	0.022688	0.7061526	0.9134873	0.7061526	1.181928	1.18193	0.671136	2.32066	0.160821	0.706153	0.706153	0.435517	3.08969	0.913487	0.229384	0.354294	0.416322	0.3105615	0.1046072	0	1	0.00764025	0.775472	0.216888	0.164924	0.00558997	0.187251	0.160936	0.314664	0.0270698	0.045636	0.0740317	0.0198975	0.6351083	1.62739	1.62739	1.62739	1.62739	1.62739	1.62739	1.62739	1.62739	1.62739
874000	-128.8343	-124.8746	-3.959721	13.32406	0.00561885	0.0644506	0.0296368	0.035962	0.0528418	0.0710626	0.09072291	0.2034641	0.09072291	0.000550952	0.000550952	0.0538845	0.373407	0.327298	0.0907229	0.0907229	1.94561	1.36343	0.203464	0.0563541	0.646405	0.297241	0.09970628	0.1598664	0	1	0.22495	0.330537	0.444513	0.285656	0.0760939	0.10817	0.0451008	0.122641	0.283524	0.0181689	0.00250548	0.0581397	0.6145087	1.48045	1.48045	1.48045	1.48045	1.48045	1.48045	1.48045	1.48045	1.48045
