Iteration	Posterior	Likelihood	Prior	birth	ef[1]	ef[2]	ef[3]	em[1]	em[2]	em[3]	extinction_eic	extinction_key	extinction_nig	extinction_per	extinction_rates[1]	extinction_rates[2]	extinction_rates[3]	extinction_rates[4]	extinction_rates[5]	extinction_rates[6]	extinction_rates[7]	extinction_rates[8]	extinction_rates[9]	female_relative[1]	female_relative[2]	female_relative[3]	global_female_extirp	global_male_extirp	is_extinction_eic_nig_different	is_extinction_key_per_different	male_relative[1]	male_relative[2]	male_relative[3]	root_state_freq[1]	root_state_freq[2]	root_state_freq[3]	root_state_freq[4]	root_state_freq[5]	root_state_freq[6]	root_state_freq[7]	root_state_freq[8]	root_state_freq[9]	sampling_fraction	stateBirths[1]	stateBirths[2]	stateBirths[3]	stateBirths[4]	stateBirths[5]	stateBirths[6]	stateBirths[7]	stateBirths[8]	stateBirths[9]
227000	-134.1794	-127.3935	-6.785832	13.33264	0.0781224	0.00885031	0.00949949	0.162287	0.0138862	0.100891	1.200373	0.3008378	0.1973612	0.3008378	0.300838	1.02798	1.54696	0.53103	1.20037	0.197361	0.128263	1.10346	0.300838	0.809792	0.0917394	0.0984687	0.0964722	0.2770647	1	0	0.585737	0.0501189	0.364144	0.111312	0.130061	0.138067	0.00546284	0.0222291	0.172953	0.281324	0.130328	0.00826202	0.5299968	1.4814	1.4814	1.4814	1.4814	1.4814	1.4814	1.4814	1.4814	1.4814
228000	-132.4581	-129.2606	-3.197443	11.53224	0.0878521	0.00696736	0.0807742	0.113904	0.0313106	0.0496112	0.2414401	0.309924	0.2414401	0.309924	0.309924	1.12515	0.443885	1.39375	0.24144	0.24144	0.0834056	0.681894	0.309924	0.500315	0.0396789	0.460006	0.1755937	0.1948262	0	0	0.584646	0.160711	0.254643	0.306958	0.172924	0.107881	0.0222071	0.0280974	0.114194	0.139836	0.0361121	0.0717901	0.5663099	1.28136	1.28136	1.28136	1.28136	1.28136	1.28136	1.28136	1.28136	1.28136
229000	-129.1064	-126.0797	-3.026672	10.28941	0.0216228	0.0415404	0.119178	0.0154632	0.00533667	0.108154	0.04446137	0.1312394	0.04446137	0.1312394	0.131239	0.9156	1.37613	0.945325	0.0444614	0.0444614	0.359376	2.17061	0.131239	0.118584	0.227817	0.653599	0.182341	0.1289541	0	0	0.119913	0.0413842	0.838703	0.183732	0.0335376	0.0677477	0.165264	0.058937	0.200413	0.0951786	0.0919725	0.103217	0.6364496	1.14327	1.14327	1.14327	1.14327	1.14327	1.14327	1.14327	1.14327	1.14327
230000	-133.0119	-126.2133	-6.798634	12.50527	0.0292033	0.0522236	0.037378	0.00115934	0.052573	0.144766	1.166928	0.3174383	0.03042286	0.3174383	0.317438	0.173259	3.5997	0.151397	1.16693	0.0304229	0.0760722	1.92355	0.317438	0.245809	0.439575	0.314616	0.1188049	0.1984978	1	0	0.00584058	0.264854	0.729305	0.0549399	0.23554	0.189636	0.108627	0.0138936	0.216146	0.0332419	0.00336254	0.144613	0.6212048	1.38947	1.38947	1.38947	1.38947	1.38947	1.38947	1.38947	1.38947	1.38947
231000	-129.8704	-129.3515	-0.518893	9.866611	0.0144204	0.0561622	0.0327207	0.0784069	0.0969153	0.0298699	0.1102554	0.190695	0.06376118	0.4993253	0.499325	2.09799	0.322593	0.221542	0.110255	0.0637612	0.0939574	0.285647	0.190695	0.139593	0.543663	0.316744	0.1033033	0.2051921	1	1	0.382115	0.472315	0.14557	0.0648501	0.0336115	0.0348263	0.105279	0.554763	0.017057	0.145775	0.00228068	0.0415569	0.6356238	1.09629	1.09629	1.09629	1.09629	1.09629	1.09629	1.09629	1.09629	1.09629
232000	-131.0082	-122.7758	-8.232492	15.82725	0.0251236	0.00181444	0.133367	0.0124332	0.21616	0.102002	0.09173926	0.6783734	0.09173926	0.6783734	0.678373	0.231145	0.83778	1.35724	0.0917393	0.0917393	0.570541	0.047867	0.678373	0.156724	0.0113187	0.831958	0.160305	0.3305947	0	0	0.0376086	0.653851	0.30854	0.0472367	0.0640389	0.0704432	0.0078474	0.0178985	0.181811	0.0344032	0.315159	0.261163	0.6486217	1.75858	1.75858	1.75858	1.75858	1.75858	1.75858	1.75858	1.75858	1.75858
233000	-138.9919	-129.4259	-9.565952	13.02025	0.049208	0.00914932	0.0246997	0.167358	0.0124463	0.0492338	0.04134502	0.5569311	0.04134502	0.5351489	0.535149	0.284634	3.16461	0.805148	0.041345	0.041345	0.169252	4.18612	0.556931	0.59246	0.110157	0.297383	0.08305707	0.2290381	0	1	0.730699	0.0543418	0.214959	0.0568927	0.13824	0.0554193	0.0412824	0.050173	0.0160898	0.0235735	0.107416	0.510914	0.5058453	1.44669	1.44669	1.44669	1.44669	1.44669	1.44669	1.44669	1.44669	1.44669
234000	-136.9767	-122.2866	-14.69013	14.1822	0.0467401	0.0308451	0.0430428	0.0691863	0.140499	0.0875827	0.3220125	0.01961694	0.3220125	0.01961694	0.0196169	3.48093	2.57642	2.22477	0.322013	0.322013	1.37419	2.64948	0.0196169	0.387473	0.255704	0.356822	0.120628	0.2972681	0	0	0.23274	0.472634	0.294625	0.0402445	0.0193233	0.22607	0.119467	0.183618	0.244565	0.0853219	0.0351359	0.0462546	0.6581124	1.5758	1.5758	1.5758	1.5758	1.5758	1.5758	1.5758	1.5758	1.5758
235000	-135.8453	-127.8446	-8.000654	16.36918	0.0529586	0.00787024	0.0247574	0.00702851	0.00354367	0.0335328	1.676144	0.1070078	0.3726184	0.2040769	0.204077	0.184793	0.225796	2.80032	1.67614	0.372618	0.791794	0.290442	0.107008	0.618775	0.0919569	0.289268	0.08558619	0.04410499	1	1	0.159359	0.0803461	0.760295	0.0093409	0.0213668	0.528128	0.132953	0.00517265	0.0674897	0.103134	0.0270245	0.10539	0.629288	1.8188	1.8188	1.8188	1.8188	1.8188	1.8188	1.8188	1.8188	1.8188
236000	-133.335	-122.4039	-10.93114	14.70688	0.0769776	0.0314791	0.0943185	0.084844	0.137425	0.116884	0.00356919	0.003935083	0.00356919	0.04734281	0.0473428	3.1118	0.503089	0.920252	0.00356919	0.00356919	1.7399	0.793527	0.00393508	0.37962	0.155241	0.465138	0.2027752	0.3391533	0	1	0.250164	0.4052	0.344636	0.0772934	0.185695	0.0265821	0.274597	0.178995	0.098444	0.0753562	0.00142533	0.0816119	0.546205	1.6341	1.6341	1.6341	1.6341	1.6341	1.6341	1.6341	1.6341	1.6341
237000	-132.3547	-123.8765	-8.478222	15.1789	0.0558411	0.00748189	0.0413447	0.0566996	0.00139526	0.143263	0.05237693	0.2210006	0.09401554	0.1603361	0.160336	2.17229	0.269018	0.127785	0.0523769	0.0940155	0.366157	3.09453	0.221001	0.533508	0.0714824	0.395009	0.1046677	0.2013575	1	1	0.281587	0.00692926	0.711484	0.0541777	0.0511963	0.150057	0.144254	0.254446	0.1592	0.0779752	0.0113944	0.0972987	0.502566	1.68654	1.68654	1.68654	1.68654	1.68654	1.68654	1.68654	1.68654	1.68654
238000	-127.2988	-126.2966	-1.002198	12.41705	0.126204	0.00697364	0.00409078	0.044703	0.0770024	0.0789415	0.08092396	0.318382	0.08092396	0.05848348	0.0584835	0.539995	0.120463	0.0263481	0.080924	0.080924	0.2566	0.123232	0.318382	0.919396	0.0508029	0.0298013	0.1372687	0.200647	0	1	0.222794	0.383771	0.393435	0.240689	0.029942	0.208878	0.100363	0.0513717	0.204178	0.0271474	0.0228744	0.114557	0.5684499	1.37967	1.37967	1.37967	1.37967	1.37967	1.37967	1.37967	1.37967	1.37967
239000	-131.0553	-129.6887	-1.366608	11.6411	0.0174961	0.00740554	0.0232661	0.0499544	0.0611516	0.00568497	0.124402	0.2175291	0.124402	0.02527708	0.0252771	0.940685	1.52509	0.448296	0.124402	0.124402	0.27828	0.834794	0.217529	0.363233	0.153745	0.483022	0.04816778	0.116791	0	1	0.427725	0.523599	0.0486764	0.0477227	0.0637688	0.31601	0.213344	0.106719	0.00370126	0.0700231	0.17011	0.00860159	0.6027562	1.29346	1.29346	1.29346	1.29346	1.29346	1.29346	1.29346	1.29346	1.29346
240000	-142.9138	-126.9357	-15.97811	13.6069	0.0390801	0.0962562	0.183898	0.0124946	0.0190144	0.0749812	0.4042456	0.1254991	0.4042456	0.1254991	0.125499	2.63772	0.342774	1.03634	0.404246	0.404246	0.854066	9.03175	0.125499	0.122418	0.301522	0.57606	0.3192344	0.1064902	0	0	0.117331	0.178555	0.704114	0.014665	0.14108	0.243457	0.0333043	0.283606	0.0365397	0.0396925	0.100863	0.106792	0.536412	1.51188	1.51188	1.51188	1.51188	1.51188	1.51188	1.51188	1.51188	1.51188
241000	-139.0706	-128.6418	-10.42881	13.81663	0.0708022	0.0239681	0.014448	0.02642	0.029397	0.183338	1.306263	0.7043718	0.0125939	0.5349407	0.534941	2.32235	1.30743	0.21979	1.30626	0.0125939	0.0713595	2.96778	0.704372	0.648263	0.219452	0.132285	0.1092183	0.2391553	1	1	0.110472	0.12292	0.766608	0.149934	0.0273779	0.0237831	0.0910924	0.108857	0.188551	0.159565	0.0874102	0.16343	0.4713527	1.53518	1.53518	1.53518	1.53518	1.53518	1.53518	1.53518	1.53518	1.53518
242000	-134.4609	-125.5928	-8.868173	14.57151	0.059358	0.012131	0.0199427	0.0180151	0.000991098	0.123339	0.5844738	0.7245211	0.7754164	0.00544305	0.00544305	0.702877	1.13355	2.05558	0.584474	0.775416	1.10927	1.18619	0.724521	0.649206	0.132678	0.218116	0.09143179	0.1423456	1	1	0.126559	0.00696262	0.866479	0.209158	0.087697	0.0525046	0.247943	0.0127702	0.099285	0.174384	0.0425617	0.0736958	0.6047069	1.61906	1.61906	1.61906	1.61906	1.61906	1.61906	1.61906	1.61906	1.61906
243000	-133.2523	-128.11	-5.142358	13.6457	0.0089296	0.0310202	0.019331	0.0305456	0.0373996	0.0533968	0.0763373	0.4528671	0.0763373	0.7186918	0.718692	0.0345838	2.99039	0.379787	0.0763373	0.0763373	0.594785	0.76142	0.452867	0.150632	0.523275	0.326092	0.05928075	0.121342	0	1	0.251731	0.308217	0.440052	0.0614732	0.281978	0.0790424	0.182327	0.136825	0.0595783	0.0183835	0.164414	0.0159792	0.6526943	1.51619	1.51619	1.51619	1.51619	1.51619	1.51619	1.51619	1.51619	1.51619
244000	-129.7831	-126.0184	-3.764719	11.43199	0.0189517	0.0483565	0.0630753	0.0236091	0.0233585	0.0631738	0.1311707	0.03081846	0.0008763841	0.03081846	0.0308185	0.89252	2.70774	0.384672	0.131171	0.000876384	0.478972	1.61914	0.0308185	0.145354	0.370879	0.483767	0.1303835	0.1101415	1	0	0.214353	0.212078	0.57357	0.0383132	0.00696314	0.0617408	0.0576112	0.0791489	0.130281	0.206113	0.167183	0.252645	0.632503	1.27022	1.27022	1.27022	1.27022	1.27022	1.27022	1.27022	1.27022	1.27022
245000	-134.7071	-123.4615	-11.24558	15.9987	0.0432965	0.0439011	0.196812	0.00456231	0.215169	0.079753	0.3900401	0.825516	0.3900401	0.3109335	0.310933	0.119165	1.52797	0.360354	0.39004	0.39004	1.84766	0.348733	0.825516	0.152447	0.154576	0.692976	0.2840096	0.2994846	0	1	0.0152339	0.718465	0.266301	0.0417588	0.0874218	0.0214637	0.0288232	0.574761	0.177703	0.0344685	0.0179081	0.015692	0.582615	1.77763	1.77763	1.77763	1.77763	1.77763	1.77763	1.77763	1.77763	1.77763
246000	-134.1851	-126.0178	-8.167364	15.36449	0.0367693	0.0262235	0.00254273	0.0636242	0.047065	0.129484	0.1537552	0.3650265	0.1537552	0.5063502	0.50635	0.337954	0.554196	0.89987	0.153755	0.153755	2.79541	0.451655	0.365027	0.561059	0.400142	0.0387992	0.06553557	0.2401736	0	1	0.264909	0.195962	0.539129	0.0545239	0.178268	0.0125131	0.000293631	0.0364835	0.0665643	0.0349719	0.0782818	0.538099	0.5012876	1.70717	1.70717	1.70717	1.70717	1.70717	1.70717	1.70717	1.70717	1.70717
247000	-132.6372	-125.42	-7.217267	14.16086	0.00691255	0.00510337	0.177645	0.053418	0.0404824	0.123276	0.7582469	0.4469773	0.3827908	0.4469773	0.446977	0.486457	1.07326	0.0641254	0.758247	0.382791	0.798982	1.29563	0.446977	0.0364468	0.0269078	0.936645	0.1896611	0.2171763	1	0	0.245966	0.186403	0.56763	0.102186	0.0408533	0.394683	0.000110144	0.135758	0.164797	0.0879394	0.0470426	0.0266308	0.6490118	1.57343	1.57343	1.57343	1.57343	1.57343	1.57343	1.57343	1.57343	1.57343
248000	-136.6879	-127.4767	-9.211226	12.29077	0.0203996	0.011467	0.0309955	0.0309097	0.39314	0.0504456	0.6542003	0.1611796	0.2912755	0.1611796	0.16118	1.20027	0.951132	4.05105	0.6542	0.291275	0.300911	0.255299	0.16118	0.324513	0.182415	0.493071	0.06286218	0.4744955	1	0	0.0651422	0.828544	0.106314	0.0780577	0.0691141	0.0980075	0.0304522	0.353575	0.121555	0.0444711	0.0579984	0.14677	0.5580649	1.36564	1.36564	1.36564	1.36564	1.36564	1.36564	1.36564	1.36564	1.36564
249000	-131.6501	-124.9349	-6.715177	16.48543	0.0285843	0.0117534	0.00176485	0.0342665	0.0231542	0.1431	0.3276408	0.09802786	0.3276408	0.09802786	0.0980279	0.467334	0.341465	0.287109	0.327641	0.327641	0.768875	1.8315	0.0980279	0.678921	0.279162	0.0419178	0.04210256	0.2005207	0	0	0.170887	0.11547	0.713642	0.0474269	0.0743332	0.254427	0.0458448	0.336345	0.0638183	0.0453104	0.11841	0.0140849	0.4388368	1.83171	1.83171	1.83171	1.83171	1.83171	1.83171	1.83171	1.83171	1.83171
250000	-133.7086	-123.367	-10.34165	16.81328	0.0012039	0.00922166	0.250234	0.0101964	0.121805	0.0195089	0.6082984	0.06402584	0.6082984	0.6393365	0.639336	0.407571	1.25746	0.244398	0.608298	0.608298	2.01699	0.487024	0.0640258	0.00461867	0.0353782	0.960003	0.2606591	0.1515107	0	1	0.0672985	0.803939	0.128762	0.314113	0.0432795	0.0180772	0.0557661	0.125507	0.0984529	0.101839	0.157242	0.085724	0.5514734	1.86814	1.86814	1.86814	1.86814	1.86814	1.86814	1.86814	1.86814	1.86814
251000	-137.267	-127.7959	-9.471152	14.23518	0.00489177	0.0162303	0.0147923	0.0549359	0.000948227	0.0629222	0.07728994	0.5237409	0.009623631	0.5237409	0.523741	2.24411	0.215282	1.13973	0.0772899	0.00962363	0.249945	5.54749	0.523741	0.136206	0.451917	0.411877	0.03591439	0.1188063	1	0	0.462399	0.00798129	0.52962	0.12657	0.195702	0.136103	0.18954	0.0759489	0.0551931	0.0450889	0.114188	0.0616666	0.5597051	1.58169	1.58169	1.58169	1.58169	1.58169	1.58169	1.58169	1.58169	1.58169
252000	-137.3467	-129.5061	-7.840689	11.35671	0.0981165	0.0380811	0.0910383	0.0370362	0.0546232	0.174999	0.8580952	0.1864952	0.8580952	0.1864952	0.186495	0.3904	4.19881	1.10829	0.858095	0.858095	0.106339	1.01503	0.186495	0.431783	0.167584	0.400633	0.2272359	0.2666588	0	0	0.13889	0.204843	0.656267	0.0934049	0.137439	0.0549039	0.0628283	0.172325	0.0687601	0.0244806	0.267979	0.117879	0.6443936	1.26186	1.26186	1.26186	1.26186	1.26186	1.26186	1.26186	1.26186	1.26186
253000	-130.0053	-128.2382	-1.767044	12.45581	0.00929032	0.0326515	0.020073	0.00176931	0.0322198	0.0514285	0.2747839	0.4741863	0.04761766	0.4083636	0.408364	0.530436	0.103779	0.526717	0.274784	0.0476177	0.925656	0.863811	0.474186	0.149808	0.526511	0.32368	0.06201475	0.08541753	1	1	0.0207136	0.377203	0.602083	0.229606	0.273337	0.0116013	0.118353	0.0716858	0.159428	0.0354708	0.0323882	0.0681313	0.6387386	1.38398	1.38398	1.38398	1.38398	1.38398	1.38398	1.38398	1.38398	1.38398
254000	-132.1403	-124.2677	-7.872618	14.30869	0.0348084	0.0487136	0.0213737	0.00688629	0.0167918	0.179462	0.07206952	0.2968906	0.07206952	0.08095311	0.0809531	0.438681	1.30476	0.655284	0.0720695	0.0720695	0.51647	3.4369	0.296891	0.331838	0.4644	0.203761	0.1048957	0.2031402	0	1	0.0338992	0.082661	0.88344	0.0687071	0.114951	0.154608	0.10414	0.090338	0.0226561	0.116133	0.278993	0.0494735	0.6485143	1.58985	1.58985	1.58985	1.58985	1.58985	1.58985	1.58985	1.58985	1.58985
255000	-136.5118	-128.0072	-8.504531	14.79587	0.143639	0.0206997	0.03193	0.0440482	0.0454264	0.0450131	0.3265425	0.5769774	0.3265425	0.5769774	0.576977	0.311724	0.373253	4.22028	0.326542	0.326542	0.276848	0.633903	0.576977	0.731849	0.105466	0.162685	0.1962688	0.1344878	0	0	0.327526	0.337774	0.3347	0.0145916	0.0395643	0.164206	0.0509363	0.18695	0.113902	0.0902256	0.305994	0.033629	0.5663465	1.64399	1.64399	1.64399	1.64399	1.64399	1.64399	1.64399	1.64399	1.64399
256000	-132.2919	-128.8501	-3.441783	12.48618	0.0835428	0.0200498	0.0226755	0.106082	0.0220822	0.0333423	0.6887073	0.3047105	0.5493166	0.3047105	0.304711	1.09717	0.0526227	1.43655	0.688707	0.549317	0.0147919	0.252434	0.304711	0.661631	0.158787	0.179582	0.1262681	0.1615063	1	0	0.656828	0.136726	0.206446	0.0581643	0.0266885	0.248032	0.111735	0.0843949	0.30189	0.0412186	0.069375	0.0585021	0.6536983	1.38735	1.38735	1.38735	1.38735	1.38735	1.38735	1.38735	1.38735	1.38735
257000	-139.6932	-127.9185	-11.77466	15.64109	0.0496665	0.0402366	0.148363	0.170917	0.00844435	0.0229348	0.4074437	1.116147	0.4074437	1.116147	1.11615	1.87213	1.63114	0.961738	0.407444	0.407444	1.80617	0.251628	1.11615	0.20845	0.168873	0.622678	0.2382658	0.2022957	0	0	0.844885	0.0417426	0.113373	0.287476	0.0328401	0.314489	0.118788	0.0203096	0.0143112	0.0434503	0.117391	0.0509458	0.5390846	1.7379	1.7379	1.7379	1.7379	1.7379	1.7379	1.7379	1.7379	1.7379
258000	-134.4648	-126.1836	-8.281198	15.45876	0.0191488	0.0569426	0.0213746	0.0104858	0.0947416	0.108213	0.2257261	0.2656168	0.48696	0.2656168	0.265617	2.4486	0.128518	0.181055	0.225726	0.48696	1.12802	1.16731	0.265617	0.196467	0.584231	0.219303	0.09746598	0.2134408	1	0	0.0491275	0.443878	0.506995	0.125562	0.164966	0.160164	0.0301353	0.0897155	0.19483	0.0143944	0.203098	0.0171347	0.4182046	1.71764	1.71764	1.71764	1.71764	1.71764	1.71764	1.71764	1.71764	1.71764
259000	-133.4508	-123.7956	-9.655204	15.86751	0.0061351	0.0417719	0.0323498	0.0576344	0.0943237	0.21988	0.1839947	0.02844763	0.3566671	0.02844763	0.0284476	0.470365	0.969312	0.223414	0.183995	0.356667	1.22156	2.13142	0.0284476	0.0764433	0.520478	0.403079	0.08025689	0.3718379	1	0	0.154999	0.253669	0.591332	0.00918229	0.193968	0.126086	0.172093	0.0464825	0.0790645	0.229806	0.0448552	0.0984624	0.5503746	1.76306	1.76306	1.76306	1.76306	1.76306	1.76306	1.76306	1.76306	1.76306
260000	-134.3047	-123.2256	-11.07909	14.93473	0.142141	0.00844432	0.0317539	0.00744601	0.213972	0.0892054	0.1067358	0.01796749	0.1067358	0.01796749	0.0179675	1.85562	1.79154	1.40703	0.106736	0.106736	1.92193	0.43236	0.0179675	0.779542	0.0463111	0.174147	0.182339	0.3106235	0	0	0.0239712	0.688847	0.287182	0.179746	0.279281	0.0479692	0.0469705	0.136166	0.0936992	0.0757096	0.0135519	0.126907	0.4441616	1.65941	1.65941	1.65941	1.65941	1.65941	1.65941	1.65941	1.65941	1.65941
261000	-133.4599	-128.2452	-5.214702	12.80468	0.327411	0.00960681	0.00791366	0.0325035	0.081802	0.0147809	0.02247522	0.80585	0.02247522	0.80585	0.80585	0.0557137	0.170141	0.332625	0.0224752	0.0224752	1.10684	1.49463	0.80585	0.949206	0.0278514	0.0229427	0.3449311	0.1290864	0	0	0.251796	0.6337	0.114504	0.0529533	0.340881	0.00638913	0.0845181	0.0177347	0.0428122	0.183047	0.156325	0.115339	0.6116728	1.42274	1.42274	1.42274	1.42274	1.42274	1.42274	1.42274	1.42274	1.42274
262000	-133.178	-130.706	-2.472051	13.31595	0.0159895	0.00547966	0.0155111	0.0158946	0.00582545	0.0964106	0.7147753	0.2162009	0.7147753	1.32776	1.32776	0.0037044	0.366072	0.811675	0.714775	0.714775	0.26218	0.221058	0.216201	0.432378	0.148178	0.419444	0.03698028	0.1181306	0	1	0.134551	0.0493137	0.816135	0.389754	0.179571	0.0964041	0.020663	0.132309	0.0498177	0.0709872	0.0143985	0.0460953	0.5697164	1.47955	1.47955	1.47955	1.47955	1.47955	1.47955	1.47955	1.47955	1.47955
263000	-133.7405	-125.4565	-8.284077	14.84195	0.0513745	0.0369355	0.0169281	0.0964104	0.0541786	0.112362	0.05970938	0.2152178	0.05970938	1.338005	1.338	0.218684	0.296853	1.32558	0.0597094	0.0597094	1.90123	0.723391	0.215218	0.488175	0.350971	0.160855	0.1052381	0.2629506	0	1	0.366648	0.206041	0.427311	0.297699	0.134667	0.00407672	0.143161	0.161459	0.0701243	0.0357206	0.0503683	0.102725	0.640704	1.64911	1.64911	1.64911	1.64911	1.64911	1.64911	1.64911	1.64911	1.64911
264000	-129.7332	-129.0712	-0.6620293	10.30179	0.00253936	0.0474423	0.0582016	0.0157022	0.120573	0.0684064	0.2575212	0.0445933	0.5183499	0.0445933	0.0445933	0.922716	0.455957	0.394672	0.257521	0.51835	0.135979	0.820243	0.0445933	0.0234727	0.438536	0.537991	0.1081833	0.2046814	1	0	0.0767153	0.589076	0.334209	0.220477	0.124968	0.00721263	0.161965	0.0349313	0.270832	0.00300458	0.153509	0.0231016	0.6222739	1.14464	1.14464	1.14464	1.14464	1.14464	1.14464	1.14464	1.14464	1.14464
265000	-132.3438	-126.8853	-5.458465	14.48233	0.0127102	0.0295912	0.0114393	0.0222048	0.0292893	0.0455702	0.2762504	0.1901195	0.06365108	0.05605997	0.05606	0.906256	0.3111	1.21556	0.27625	0.0636511	0.0593026	2.70822	0.190119	0.23651	0.550629	0.212861	0.05374068	0.09706433	1	1	0.228764	0.301751	0.469484	0.244541	0.187768	0.0306618	0.0400616	0.119719	0.210056	0.00128026	0.0969498	0.0689617	0.5212908	1.60915	1.60915	1.60915	1.60915	1.60915	1.60915	1.60915	1.60915	1.60915
266000	-137.3018	-123.4417	-13.86007	18.66562	0.118844	0.0209771	0.0213434	0.0145746	0.0285295	0.0910275	0.5606712	0.6371479	1.588704	0.01439004	0.01439	0.395699	0.904345	3.125	0.560671	1.5887	0.592224	0.741741	0.637148	0.737408	0.13016	0.132433	0.1611643	0.1341315	1	1	0.108659	0.212698	0.678644	0.0609102	0.0254807	0.158195	0.11025	0.000859069	0.493323	0.00191746	0.120275	0.0287901	0.509545	2.07396	2.07396	2.07396	2.07396	2.07396	2.07396	2.07396	2.07396	2.07396
267000	-138.739	-131.3836	-7.355341	12.60029	0.0158732	0.01639	0.00732098	0.0151085	0.00934412	0.048407	0.7138504	1.015015	0.5989777	0.01213942	0.0121394	0.165431	2.46386	0.303307	0.71385	0.598978	0.107648	4.56882	1.01501	0.400997	0.414055	0.184947	0.03958419	0.07285958	1	1	0.207364	0.128248	0.664387	0.0779348	0.267529	0.112761	0.0459019	0.107537	0.201468	0.116406	0.0274054	0.0430561	0.5959619	1.40003	1.40003	1.40003	1.40003	1.40003	1.40003	1.40003	1.40003	1.40003
268000	-129.4516	-123.1161	-6.335576	16.28663	0.010391	0.0259812	0.0557151	0.0086376	0.0123284	0.0955537	0.201123	0.1154808	0.5319434	0.1154808	0.115481	0.476897	0.0643634	0.877211	0.201123	0.531943	0.203188	1.81111	0.115481	0.112839	0.282136	0.605025	0.09208734	0.1165197	1	0	0.07413	0.105805	0.820065	0.225965	0.203957	0.123326	0.112197	0.00449544	0.133809	0.0300368	0.0141592	0.152056	0.5149028	1.80963	1.80963	1.80963	1.80963	1.80963	1.80963	1.80963	1.80963	1.80963
269000	-133.0868	-124.8498	-8.237007	14.6504	0.00969481	0.0509486	0.0094381	0.0211563	0.0699746	0.1359	0.2105038	0.09418116	0.2105038	0.8507845	0.850785	0.989651	2.24143	0.695284	0.210504	0.210504	1.50254	0.349546	0.0941812	0.138336	0.726991	0.134673	0.07008155	0.2270308	0	1	0.0931871	0.308216	0.598596	0.365873	0.0281085	0.125612	0.0528961	0.236023	0.0939013	0.0595087	0.00787991	0.0301972	0.6436116	1.62782	1.62782	1.62782	1.62782	1.62782	1.62782	1.62782	1.62782	1.62782
270000	-132.0069	-126.0056	-6.001292	11.09622	0.00944883	0.0276346	0.155674	0.0433144	0.00699384	0.177169	0.01297515	0.03946638	0.01297515	0.6752599	0.67526	0.102853	3.23163	0.225904	0.0129752	0.0129752	1.27056	1.46251	0.0394664	0.0490193	0.143365	0.807616	0.1927574	0.2274768	0	1	0.190412	0.0307453	0.778842	0.00972969	0.12853	0.112559	0.103969	0.00921368	0.079033	0.131265	0.151834	0.273867	0.6171935	1.23291	1.23291	1.23291	1.23291	1.23291	1.23291	1.23291	1.23291	1.23291
271000	-128.1542	-124.4505	-3.703633	13.98304	0.11911	0.0694254	0.0272077	0.0227229	0.00388283	0.105827	0.2045702	0.2681832	0.2045702	0.2681832	0.268183	0.977677	0.0260846	0.106045	0.20457	0.20457	0.820935	0.153773	0.268183	0.552092	0.321797	0.126112	0.215743	0.1324329	0	0	0.171581	0.0293192	0.7991	0.0285759	0.0512391	0.0815259	0.0669719	0.121552	0.216282	0.390982	0.0212058	0.021665	0.6096803	1.55367	1.55367	1.55367	1.55367	1.55367	1.55367	1.55367	1.55367	1.55367
272000	-138.0765	-127.7382	-10.33823	14.07077	0.120055	0.0417481	0.120395	0.117622	0.0456708	0.0809072	0.8772671	0.5183772	0.8772671	0.5183772	0.518377	0.424347	3.48703	0.723017	0.877267	0.877267	0.41074	0.881139	0.518377	0.425429	0.147939	0.426632	0.2821979	0.2442001	0	0	0.481663	0.187022	0.331315	0.286273	0.09842	0.227223	0.0135079	0.0969441	0.0863228	0.0666939	0.0532217	0.0713939	0.5860091	1.56342	1.56342	1.56342	1.56342	1.56342	1.56342	1.56342	1.56342	1.56342
273000	-143.4585	-132.0302	-11.42833	14.0879	0.155375	0.0484588	0.0210652	0.0616336	0.00176633	0.088174	1.516865	0.09508127	1.516865	0.09508127	0.0950813	1.21025	1.73076	1.49272	1.51687	1.51687	1.59837	2.25009	0.0950813	0.690866	0.215469	0.0936653	0.2248992	0.1515739	0	0	0.406624	0.0116533	0.581723	0.0984335	0.0463585	0.00556052	0.0579968	0.207417	0.227406	0.19521	0.0610208	0.100597	0.4466038	1.56532	1.56532	1.56532	1.56532	1.56532	1.56532	1.56532	1.56532	1.56532
274000	-129.8855	-123.6701	-6.215406	14.04592	0.0227209	0.0119483	0.0627708	0.0703423	0.149851	0.109094	0.3847973	0.05212657	0.3847973	0.05212657	0.0521266	1.20093	0.174747	0.934796	0.384797	0.384797	0.792679	0.680572	0.0521266	0.233179	0.122622	0.644199	0.09744	0.3292872	0	0	0.21362	0.455077	0.331303	0.291175	0.214274	0.064142	0.0489945	0.194508	0.132336	0.00182705	0.0209882	0.031755	0.5943186	1.56066	1.56066	1.56066	1.56066	1.56066	1.56066	1.56066	1.56066	1.56066
