Iteration	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	simmap
0	{9,0.533557}	{9,0.412817}	{0,0.210047:9,0.124525}	{9,0.334572}	{9,0.266388}	{9,0.266388}	{17,0.480352}	{17,0.480352}	{17,0.261824:8,0.0616405:17,0.431484}	{17,0.347976}	{17,0.270677}	{17,0.270677}	{17,0.154027}	{17,0.154027}	{8,0.329273:17,0.061074}	{17,0.148177}	{17,0.148177}	{13,1.6486:14,0.552371}	{12,0.535909:14,1.37237}	{14,1.67967}	{4,0.058759}	{4,0.058759}	{4,0.168054}	{4,0.37094}	{13,0.189344:4,0.181596}	{5,0.229738:14,2.77556e-17}	{5,0.0485793:14,0.181159}	{14,0.457773}	{14,0.457773}	{14,0.058414}	{14,0.058414}	{14,0.400486}	{14,0.353162}	{14,0.353162}	{14,0.460523}	{14,0.460523}	{13,0.172489:14,0.420592}	{14,0.084382}	{14,0.047324}	{14,0.041557}	{14,0.383629}	{14,0.088111}	{14,0.052296}	{14,0.280331}	{14,0.020085}	{14,0.014751}	{14,0.048176}	{14,1.05403}	{4,0.458933}	{4,0.109295}	{4,0.661819}	{4,0.496521:5,0.092551:14,0.228171}	{14,0.032552}	{14,0.228615}	{14,0.292688}	{14,0.0223082:11,0.0596894:17,0.116788}	{17,0.24217}	{17,0.077241}	{17,0.313561}	{17,0.075282}	{17,0.077299}	{17,0.194894}	{17,0.224082}	{17,0.274596}	{17,0.012004}	{17,0.267861}	{9,0.249015}	{9,0.078245}	{9,0.102586}	{9,0.018154}	{9,0.501256:17,2.22045e-16}	{17,1.36494}	{17,0}	((((((Peic_ARARA:{13,0.172489:14,0.420592},((Pnig_BELOH:{14,0.460523},Pnig_CRIST:{14,0.460523}):{14,0.084382},((((Pnig_GOEST:{14,0.353162},Pnig_GONOR:{14,0.353162}):{14,0.047324},Pnig_TRIAN:{14,0.400486}):{14,0.041557},(Pnig_POARS:{14,0.058414},Pnig_TURVO:{14,0.058414}):{14,0.383629}):{14,0.088111},((Pnig_ITATI:{14,0.457773},Pnig_SOROC:{14,0.457773}):{14,0.052296},(Pnig_LAVRA:{5,0.0485793:14,0.181159},Pnig_SJCAM:{5,0.229738:14,2.77556e-17}):{14,0.280331}):{14,0.020085}):{14,0.014751}):{14,0.048176}):{14,1.05403},((Peic_CHADI:{13,0.189344:4,0.181596},Peic_PNPER:{4,0.37094}):{4,0.458933},(Peic_DISFE:{4,0.168054},(Peic_GOCEN:{4,0.058759},Peic_TRIAN:{4,0.058759}):{4,0.109295}):{4,0.661819}):{4,0.496521:5,0.092551:14,0.228171}):{14,0.032552},Pnig_IBITI:{14,1.67967}):{14,0.228615},Peic_HYPER:{12,0.535909:14,1.37237}):{14,0.292688},Peic_BAHIA:{13,1.6486:14,0.552371}):{14,0.0223082:11,0.0596894:17,0.116788},((((((Pkey_ESCEN:{17,0.148177},Pkey_RIORJ:{17,0.148177}):{17,0.24217},Pkey_PARSO:{8,0.329273:17,0.061074}):{17,0.077241},(Pkey_ESSOU:{17,0.154027},Pkey_LAGOS:{17,0.154027}):{17,0.313561}):{17,0.075282},((Pkey_JUREI:{17,0.270677},Pkey_UBATU:{17,0.270677}):{17,0.077299},Pkey_MOELA:{17,0.347976}):{17,0.194894}):{17,0.224082},(Pkey_ITATI:{17,0.261824:8,0.0616405:17,0.431484},(Pkey_SCNOR:{17,0.480352},Pkey_SCSOU:{17,0.480352}):{17,0.274596}):{17,0.012004}):{17,0.267861},(((Pper_BELOH:{9,0.266388},Pper_SIMON:{9,0.266388}):{9,0.249015},((Pper_JUIZF:{9,0.334572},Pper_SANTE:{0,0.210047:9,0.124525}):{9,0.078245},Pper_PARSO:{9,0.412817}):{9,0.102586}):{9,0.018154},Pper_LINHA:{9,0.533557}):{9,0.501256:17,2.22045e-16}):{17,1.36494});
1000	{9,0.533557}	{9,0.412817}	{0,0.0515914:9,0.282981}	{9,0.334572}	{9,0.266388}	{9,0.266388}	{17,0.480352}	{8,0.260182:17,0.22017}	{8,0.429057:17,0.325891}	{17,0.347976}	{17,0.270677}	{17,0.270677}	{17,0.154027}	{17,0.154027}	{17,0.390347}	{17,0.148177}	{17,0.0285278:8,0.0904221:17,0.0292271}	{13,2.20097}	{15,0.171131:6,0.706309:7,0.664531:16,0.133135:13,0.233177}	{14,0.159:13,0.415671:4,0.274041:13,0.830956}	{13,0.058759}	{13,0.058759}	{13,0.168054}	{4,0.0497926:13,0.321147}	{13,0.37094}	{14,0.229738}	{14,0.229738}	{5,0.207839:14,0.249934}	{14,0.457773}	{14,0.058414}	{14,0.058414}	{14,0.400486}	{14,0.353162}	{5,0.0437692:14,0.309393}	{14,0.460523}	{14,0.460523}	{13,0.593081}	{14,0.084382}	{14,0.047324}	{14,0.041557}	{14,0.383629}	{14,0.088111}	{14,0.052296}	{14,0.280331}	{14,0.020085}	{14,0.014751}	{14,0.0343933:13,0.0137827}	{13,1.05403}	{13,0.458933}	{13,0.109295}	{13,0.661819}	{13,0.00787023:4,0.714843:13,0.0945302}	{13,0.032552}	{13,0.228615}	{13,0.292688}	{13,0.164148:12,0.034638}	{17,0.24217}	{17,0.077241}	{17,0.313561}	{17,0.075282}	{17,0.077299}	{17,0.194894}	{17,0.224082}	{17,0.274596}	{17,0.012004}	{17,0.104212:15,0.163649}	{9,0.249015}	{9,0.078245}	{9,0.102586}	{9,0.018154}	{9,0.113105:0,0.0808448:9,0.0276897:15,0.279616}	{15,0.0175286:6,0.26838:3,0.981007:12,0.0980288}	{12,0}	((((((Peic_ARARA:{13,0.593081},((Pnig_BELOH:{14,0.460523},Pnig_CRIST:{14,0.460523}):{14,0.084382},((((Pnig_GOEST:{5,0.0437692:14,0.309393},Pnig_GONOR:{14,0.353162}):{14,0.047324},Pnig_TRIAN:{14,0.400486}):{14,0.041557},(Pnig_POARS:{14,0.058414},Pnig_TURVO:{14,0.058414}):{14,0.383629}):{14,0.088111},((Pnig_ITATI:{14,0.457773},Pnig_SOROC:{5,0.207839:14,0.249934}):{14,0.052296},(Pnig_LAVRA:{14,0.229738},Pnig_SJCAM:{14,0.229738}):{14,0.280331}):{14,0.020085}):{14,0.014751}):{14,0.0343933:13,0.0137827}):{13,1.05403},((Peic_CHADI:{13,0.37094},Peic_PNPER:{4,0.0497926:13,0.321147}):{13,0.458933},(Peic_DISFE:{13,0.168054},(Peic_GOCEN:{13,0.058759},Peic_TRIAN:{13,0.058759}):{13,0.109295}):{13,0.661819}):{13,0.00787023:4,0.714843:13,0.0945302}):{13,0.032552},Pnig_IBITI:{14,0.159:13,0.415671:4,0.274041:13,0.830956}):{13,0.228615},Peic_HYPER:{15,0.171131:6,0.706309:7,0.664531:16,0.133135:13,0.233177}):{13,0.292688},Peic_BAHIA:{13,2.20097}):{13,0.164148:12,0.034638},((((((Pkey_ESCEN:{17,0.0285278:8,0.0904221:17,0.0292271},Pkey_RIORJ:{17,0.148177}):{17,0.24217},Pkey_PARSO:{17,0.390347}):{17,0.077241},(Pkey_ESSOU:{17,0.154027},Pkey_LAGOS:{17,0.154027}):{17,0.313561}):{17,0.075282},((Pkey_JUREI:{17,0.270677},Pkey_UBATU:{17,0.270677}):{17,0.077299},Pkey_MOELA:{17,0.347976}):{17,0.194894}):{17,0.224082},(Pkey_ITATI:{8,0.429057:17,0.325891},(Pkey_SCNOR:{8,0.260182:17,0.22017},Pkey_SCSOU:{17,0.480352}):{17,0.274596}):{17,0.012004}):{17,0.104212:15,0.163649},(((Pper_BELOH:{9,0.266388},Pper_SIMON:{9,0.266388}):{9,0.249015},((Pper_JUIZF:{9,0.334572},Pper_SANTE:{0,0.0515914:9,0.282981}):{9,0.078245},Pper_PARSO:{9,0.412817}):{9,0.102586}):{9,0.018154},Pper_LINHA:{9,0.533557}):{9,0.113105:0,0.0808448:9,0.0276897:15,0.279616}):{15,0.0175286:6,0.26838:3,0.981007:12,0.0980288});
2000	{0,0.428949:9,0.104608}	{0,0.412817:9,5.55112e-17}	{9,0.334572}	{9,0.334572}	{9,0.266388}	{0,0.189208:9,0.0771798}	{17,0.480352}	{8,0.220106:17,0.260246}	{8,0.120308:17,0.63464}	{17,0.347976}	{17,0.270677}	{17,0.270677}	{17,0.154027}	{17,0.154027}	{17,0.390347}	{17,0.148177}	{17,0.148177}	{13,0.0241868:12,0.778611:3,0.666378:12,0.731795}	{3,0.434918:12,0.59445:3,0.662661:12,0.216254}	{14,1.10543:5,0.327847:14,0.0623194:12,0.184071}	{13,0.058759}	{13,0.058759}	{13,0.168054}	{13,0.37094}	{13,0.37094}	{5,0.229738}	{5,0.229738}	{14,0.457773}	{14,0.457773}	{14,0.058414}	{14,0.058414}	{5,0.301365:14,0.0991213}	{14,0.353162}	{5,0.124791:14,0.228371}	{14,0.460523}	{5,0.388876:14,0.0716466}	{4,0.0660137:13,0.0169706:14,0.510097}	{14,0.084382}	{14,0.047324}	{14,0.041557}	{14,0.383629}	{14,0.088111}	{14,0.052296}	{5,0.0109174:14,0.269414}	{14,0.020085}	{14,0.014751}	{14,0.048176}	{14,0.539939:12,0.514096}	{13,0.458933}	{13,0.109295}	{13,0.661819}	{13,0.717969:12,0.099274}	{12,0.032552}	{12,0.228615}	{12,0.292688}	{12,0.198786}	{17,0.24217}	{17,0.077241}	{17,0.313561}	{17,0.075282}	{17,0.077299}	{17,0.194894}	{17,0.224082}	{17,0.274596}	{17,0.012004}	{17,0.267861}	{9,0.249015}	{9,0.078245}	{9,0.102586}	{9,0.018154}	{9,0.00470575:15,0.192773:17,0.303777}	{17,0.192895:14,0.0860275:12,1.08602}	{12,0}	((((((Peic_ARARA:{4,0.0660137:13,0.0169706:14,0.510097},((Pnig_BELOH:{5,0.388876:14,0.0716466},Pnig_CRIST:{14,0.460523}):{14,0.084382},((((Pnig_GOEST:{5,0.124791:14,0.228371},Pnig_GONOR:{14,0.353162}):{14,0.047324},Pnig_TRIAN:{5,0.301365:14,0.0991213}):{14,0.041557},(Pnig_POARS:{14,0.058414},Pnig_TURVO:{14,0.058414}):{14,0.383629}):{14,0.088111},((Pnig_ITATI:{14,0.457773},Pnig_SOROC:{14,0.457773}):{14,0.052296},(Pnig_LAVRA:{5,0.229738},Pnig_SJCAM:{5,0.229738}):{5,0.0109174:14,0.269414}):{14,0.020085}):{14,0.014751}):{14,0.048176}):{14,0.539939:12,0.514096},((Peic_CHADI:{13,0.37094},Peic_PNPER:{13,0.37094}):{13,0.458933},(Peic_DISFE:{13,0.168054},(Peic_GOCEN:{13,0.058759},Peic_TRIAN:{13,0.058759}):{13,0.109295}):{13,0.661819}):{13,0.717969:12,0.099274}):{12,0.032552},Pnig_IBITI:{14,1.10543:5,0.327847:14,0.0623194:12,0.184071}):{12,0.228615},Peic_HYPER:{3,0.434918:12,0.59445:3,0.662661:12,0.216254}):{12,0.292688},Peic_BAHIA:{13,0.0241868:12,0.778611:3,0.666378:12,0.731795}):{12,0.198786},((((((Pkey_ESCEN:{17,0.148177},Pkey_RIORJ:{17,0.148177}):{17,0.24217},Pkey_PARSO:{17,0.390347}):{17,0.077241},(Pkey_ESSOU:{17,0.154027},Pkey_LAGOS:{17,0.154027}):{17,0.313561}):{17,0.075282},((Pkey_JUREI:{17,0.270677},Pkey_UBATU:{17,0.270677}):{17,0.077299},Pkey_MOELA:{17,0.347976}):{17,0.194894}):{17,0.224082},(Pkey_ITATI:{8,0.120308:17,0.63464},(Pkey_SCNOR:{8,0.220106:17,0.260246},Pkey_SCSOU:{17,0.480352}):{17,0.274596}):{17,0.012004}):{17,0.267861},(((Pper_BELOH:{0,0.189208:9,0.0771798},Pper_SIMON:{9,0.266388}):{9,0.249015},((Pper_JUIZF:{9,0.334572},Pper_SANTE:{9,0.334572}):{9,0.078245},Pper_PARSO:{0,0.412817:9,5.55112e-17}):{9,0.102586}):{9,0.018154},Pper_LINHA:{0,0.428949:9,0.104608}):{9,0.00470575:15,0.192773:17,0.303777}):{17,0.192895:14,0.0860275:12,1.08602});
3000	{0,0.0206463:9,0.512911}	{9,0.412817}	{9,0.334572}	{9,0.334572}	{9,0.266388}	{9,0.266388}	{17,0.480352}	{17,0.480352}	{17,0.754948}	{17,0.347976}	{17,0.270677}	{17,0.270677}	{17,0.154027}	{17,0.154027}	{17,0.390347}	{17,0.148177}	{17,0.148177}	{13,0.191963:4,1.13829:13,0.52505:4,0.020056:5,0.224709:14,0.100904}	{3,1.54912:5,0.310913:14,0.0482528}	{14,1.67967}	{13,0.058759}	{13,0.058759}	{13,0.168054}	{4,0.153664:13,0.217276}	{4,0.189671:13,0.181269}	{14,0.229738}	{14,0.229738}	{14,0.457773}	{5,0.337153:14,0.12062}	{14,0.058414}	{14,0.058414}	{5,0.231462:14,0.169024}	{14,0.050706:5,0.172102:14,0.130354}	{5,0.222811:14,0.130351}	{14,0.460523}	{14,0.460523}	{13,0.193789:14,0.399292}	{14,0.084382}	{14,0.047324}	{14,0.041557}	{14,0.383629}	{14,0.088111}	{14,0.052296}	{14,0.280331}	{14,0.020085}	{14,0.014751}	{14,0.048176}	{14,1.05403}	{13,0.458933}	{13,0.109295}	{13,0.661819}	{13,0.0673544:14,0.749889}	{14,0.032552}	{14,0.228615}	{14,0.292688}	{14,0.198786}	{17,0.24217}	{17,0.077241}	{17,0.313561}	{17,0.075282}	{17,0.077299}	{17,0.194894}	{17,0.224082}	{17,0.274596}	{17,0.012004}	{17,0.267861:14,2.22045e-16}	{9,0.249015}	{9,0.078245}	{9,0.102586}	{9,0.018154}	{9,0.174616:12,0.122824:14,0.203815}	{14,0.296597:5,1.01521:14,0.0531402}	{14,0}	((((((Peic_ARARA:{13,0.193789:14,0.399292},((Pnig_BELOH:{14,0.460523},Pnig_CRIST:{14,0.460523}):{14,0.084382},((((Pnig_GOEST:{5,0.222811:14,0.130351},Pnig_GONOR:{14,0.050706:5,0.172102:14,0.130354}):{14,0.047324},Pnig_TRIAN:{5,0.231462:14,0.169024}):{14,0.041557},(Pnig_POARS:{14,0.058414},Pnig_TURVO:{14,0.058414}):{14,0.383629}):{14,0.088111},((Pnig_ITATI:{5,0.337153:14,0.12062},Pnig_SOROC:{14,0.457773}):{14,0.052296},(Pnig_LAVRA:{14,0.229738},Pnig_SJCAM:{14,0.229738}):{14,0.280331}):{14,0.020085}):{14,0.014751}):{14,0.048176}):{14,1.05403},((Peic_CHADI:{4,0.189671:13,0.181269},Peic_PNPER:{4,0.153664:13,0.217276}):{13,0.458933},(Peic_DISFE:{13,0.168054},(Peic_GOCEN:{13,0.058759},Peic_TRIAN:{13,0.058759}):{13,0.109295}):{13,0.661819}):{13,0.0673544:14,0.749889}):{14,0.032552},Pnig_IBITI:{14,1.67967}):{14,0.228615},Peic_HYPER:{3,1.54912:5,0.310913:14,0.0482528}):{14,0.292688},Peic_BAHIA:{13,0.191963:4,1.13829:13,0.52505:4,0.020056:5,0.224709:14,0.100904}):{14,0.198786},((((((Pkey_ESCEN:{17,0.148177},Pkey_RIORJ:{17,0.148177}):{17,0.24217},Pkey_PARSO:{17,0.390347}):{17,0.077241},(Pkey_ESSOU:{17,0.154027},Pkey_LAGOS:{17,0.154027}):{17,0.313561}):{17,0.075282},((Pkey_JUREI:{17,0.270677},Pkey_UBATU:{17,0.270677}):{17,0.077299},Pkey_MOELA:{17,0.347976}):{17,0.194894}):{17,0.224082},(Pkey_ITATI:{17,0.754948},(Pkey_SCNOR:{17,0.480352},Pkey_SCSOU:{17,0.480352}):{17,0.274596}):{17,0.012004}):{17,0.267861:14,2.22045e-16},(((Pper_BELOH:{9,0.266388},Pper_SIMON:{9,0.266388}):{9,0.249015},((Pper_JUIZF:{9,0.334572},Pper_SANTE:{9,0.334572}):{9,0.078245},Pper_PARSO:{9,0.412817}):{9,0.102586}):{9,0.018154},Pper_LINHA:{0,0.0206463:9,0.512911}):{9,0.174616:12,0.122824:14,0.203815}):{14,0.296597:5,1.01521:14,0.0531402});
4000	{9,0.533557}	{9,0.412817}	{9,0.334572}	{9,0.334572}	{9,0.266388}	{9,0.266388}	{8,0.111941:17,0.368411}	{8,0.214436:17,0.265916}	{17,0.754948}	{17,0.347976}	{17,0.270677}	{17,0.270677}	{17,0.154027}	{17,0.154027}	{8,0.138232:17,0.252115}	{17,0.148177}	{17,0.148177}	{4,1.3449:5,0.50623:14,0.349843}	{3,1.22516:5,0.651907:14,0.0312175}	{5,1.23337:14,0.446293}	{13,0.058759}	{13,0.058759}	{13,0.168054}	{13,0.37094}	{13,0.37094}	{14,0.229738}	{14,0.229738}	{14,0.457773}	{14,0.457773}	{14,0.058414}	{14,0.058414}	{5,0.334109:14,0.0663767}	{14,0.353162}	{14,0.353162}	{14,0.460523}	{5,0.224012:14,0.236511}	{4,0.419083:5,0.0550873:14,0.118911}	{14,0.084382}	{14,0.047324}	{14,0.041557}	{14,0.383629}	{14,0.088111}	{14,0.052296}	{14,0.280331}	{14,0.020085}	{14,0.014751}	{14,0.048176}	{14,0.191278:5,0.787175:14,0.0755821}	{13,0.120544:4,0.00808883:13,0.330301}	{13,0.109295}	{13,0.353886:4,0.106206:13,0.201727}	{13,0.0161677:4,0.120538:5,0.423926:14,0.256612}	{14,0.032552}	{14,0.228615}	{14,0.292688}	{14,0.198786}	{17,0.24217}	{17,0.077241}	{17,0.313561}	{17,0.075282}	{17,0.077299}	{17,0.194894}	{17,0.224082}	{17,0.274596}	{17,0.012004}	{17,0.111381:14,0.15648}	{9,0.249015}	{9,0.078245}	{9,0.102586}	{9,0.018154}	{9,0.130416:12,0.0952768:14,0.275564}	{14,0.12399:5,1.05337:14,0.18758}	{14,0}	((((((Peic_ARARA:{4,0.419083:5,0.0550873:14,0.118911},((Pnig_BELOH:{5,0.224012:14,0.236511},Pnig_CRIST:{14,0.460523}):{14,0.084382},((((Pnig_GOEST:{14,0.353162},Pnig_GONOR:{14,0.353162}):{14,0.047324},Pnig_TRIAN:{5,0.334109:14,0.0663767}):{14,0.041557},(Pnig_POARS:{14,0.058414},Pnig_TURVO:{14,0.058414}):{14,0.383629}):{14,0.088111},((Pnig_ITATI:{14,0.457773},Pnig_SOROC:{14,0.457773}):{14,0.052296},(Pnig_LAVRA:{14,0.229738},Pnig_SJCAM:{14,0.229738}):{14,0.280331}):{14,0.020085}):{14,0.014751}):{14,0.048176}):{14,0.191278:5,0.787175:14,0.0755821},((Peic_CHADI:{13,0.37094},Peic_PNPER:{13,0.37094}):{13,0.120544:4,0.00808883:13,0.330301},(Peic_DISFE:{13,0.168054},(Peic_GOCEN:{13,0.058759},Peic_TRIAN:{13,0.058759}):{13,0.109295}):{13,0.353886:4,0.106206:13,0.201727}):{13,0.0161677:4,0.120538:5,0.423926:14,0.256612}):{14,0.032552},Pnig_IBITI:{5,1.23337:14,0.446293}):{14,0.228615},Peic_HYPER:{3,1.22516:5,0.651907:14,0.0312175}):{14,0.292688},Peic_BAHIA:{4,1.3449:5,0.50623:14,0.349843}):{14,0.198786},((((((Pkey_ESCEN:{17,0.148177},Pkey_RIORJ:{17,0.148177}):{17,0.24217},Pkey_PARSO:{8,0.138232:17,0.252115}):{17,0.077241},(Pkey_ESSOU:{17,0.154027},Pkey_LAGOS:{17,0.154027}):{17,0.313561}):{17,0.075282},((Pkey_JUREI:{17,0.270677},Pkey_UBATU:{17,0.270677}):{17,0.077299},Pkey_MOELA:{17,0.347976}):{17,0.194894}):{17,0.224082},(Pkey_ITATI:{17,0.754948},(Pkey_SCNOR:{8,0.214436:17,0.265916},Pkey_SCSOU:{8,0.111941:17,0.368411}):{17,0.274596}):{17,0.012004}):{17,0.111381:14,0.15648},(((Pper_BELOH:{9,0.266388},Pper_SIMON:{9,0.266388}):{9,0.249015},((Pper_JUIZF:{9,0.334572},Pper_SANTE:{9,0.334572}):{9,0.078245},Pper_PARSO:{9,0.412817}):{9,0.102586}):{9,0.018154},Pper_LINHA:{9,0.533557}):{9,0.130416:12,0.0952768:14,0.275564}):{14,0.12399:5,1.05337:14,0.18758});
5000	{9,0.533557}	{9,0.412817}	{9,0.334572}	{9,0.334572}	{9,0.266388}	{9,0.266388}	{17,0.480352}	{17,0.480352}	{17,0.754948}	{17,0.347976}	{17,0.270677}	{17,0.270677}	{17,0.154027}	{17,0.154027}	{17,0.390347}	{17,0.148177}	{17,0.148177}	{13,0.663913:14,1.53706}	{12,1.46907:14,0.439215}	{14,1.67967}	{13,0.058759}	{13,0.058759}	{13,0.168054}	{13,0.37094}	{13,0.37094}	{14,0.229738}	{14,0.229738}	{14,0.457773}	{14,0.457773}	{14,0.058414}	{14,0.058414}	{14,0.400486}	{14,0.353162}	{14,0.353162}	{14,0.460523}	{14,0.460523}	{13,0.0976401:14,0.495441}	{14,0.084382}	{14,0.047324}	{14,0.041557}	{14,0.383629}	{14,0.088111}	{14,0.052296}	{14,0.280331}	{14,0.020085}	{14,0.014751}	{14,0.048176}	{14,1.05403}	{13,0.458933}	{13,0.109295}	{13,0.661819}	{13,0.135551:14,0.681692}	{14,0.032552}	{14,0.228615}	{14,0.292688}	{14,0.198786}	{17,0.24217}	{17,0.077241}	{17,0.313561}	{17,0.075282}	{17,0.077299}	{17,0.194894}	{17,0.224082}	{17,0.274596}	{17,0.012004}	{17,0.267861}	{9,0.249015}	{9,0.078245}	{9,0.102586}	{9,0.018154}	{9,0.013642:11,0.445101:17,0.0425134}	{17,0.186114:14,1.17883}	{14,0}	((((((Peic_ARARA:{13,0.0976401:14,0.495441},((Pnig_BELOH:{14,0.460523},Pnig_CRIST:{14,0.460523}):{14,0.084382},((((Pnig_GOEST:{14,0.353162},Pnig_GONOR:{14,0.353162}):{14,0.047324},Pnig_TRIAN:{14,0.400486}):{14,0.041557},(Pnig_POARS:{14,0.058414},Pnig_TURVO:{14,0.058414}):{14,0.383629}):{14,0.088111},((Pnig_ITATI:{14,0.457773},Pnig_SOROC:{14,0.457773}):{14,0.052296},(Pnig_LAVRA:{14,0.229738},Pnig_SJCAM:{14,0.229738}):{14,0.280331}):{14,0.020085}):{14,0.014751}):{14,0.048176}):{14,1.05403},((Peic_CHADI:{13,0.37094},Peic_PNPER:{13,0.37094}):{13,0.458933},(Peic_DISFE:{13,0.168054},(Peic_GOCEN:{13,0.058759},Peic_TRIAN:{13,0.058759}):{13,0.109295}):{13,0.661819}):{13,0.135551:14,0.681692}):{14,0.032552},Pnig_IBITI:{14,1.67967}):{14,0.228615},Peic_HYPER:{12,1.46907:14,0.439215}):{14,0.292688},Peic_BAHIA:{13,0.663913:14,1.53706}):{14,0.198786},((((((Pkey_ESCEN:{17,0.148177},Pkey_RIORJ:{17,0.148177}):{17,0.24217},Pkey_PARSO:{17,0.390347}):{17,0.077241},(Pkey_ESSOU:{17,0.154027},Pkey_LAGOS:{17,0.154027}):{17,0.313561}):{17,0.075282},((Pkey_JUREI:{17,0.270677},Pkey_UBATU:{17,0.270677}):{17,0.077299},Pkey_MOELA:{17,0.347976}):{17,0.194894}):{17,0.224082},(Pkey_ITATI:{17,0.754948},(Pkey_SCNOR:{17,0.480352},Pkey_SCSOU:{17,0.480352}):{17,0.274596}):{17,0.012004}):{17,0.267861},(((Pper_BELOH:{9,0.266388},Pper_SIMON:{9,0.266388}):{9,0.249015},((Pper_JUIZF:{9,0.334572},Pper_SANTE:{9,0.334572}):{9,0.078245},Pper_PARSO:{9,0.412817}):{9,0.102586}):{9,0.018154},Pper_LINHA:{9,0.533557}):{9,0.013642:11,0.445101:17,0.0425134}):{17,0.186114:14,1.17883});
