Iteration	Posterior	Likelihood	Prior	eta	extinction_eic	extinction_key	extinction_nig	extinction_per	HR[1]	HR[2]	is_all_transition_different	is_focal_death_equal	is_red_male_different	is_there_different_birth_regimes	is_there_different_death_regimes	is_transition_equal	lambda_global	lambda_hidden[1]	lambda_hidden[2]	lambda_hidden_sigma	lambda_hidden_unormalized[1]	lambda_hidden_unormalized[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	lambda_obs[7]	lambda_obs[8]	lambda_obs[9]	lambda_state_dependent[1]	lambda_state_dependent[2]	lambda_state_dependent[3]	lambda_state_dependent[4]	lambda_state_dependent[5]	lambda_state_dependent[6]	lambda_state_dependent[7]	lambda_state_dependent[8]	lambda_state_dependent[9]	lambda_state_dependent[10]	lambda_state_dependent[11]	lambda_state_dependent[12]	lambda_state_dependent[13]	lambda_state_dependent[14]	lambda_state_dependent[15]	lambda_state_dependent[16]	lambda_state_dependent[17]	lambda_state_dependent[18]	mu_global	mu_hidden[1]	mu_hidden[2]	mu_hidden_sigma	mu_hidden_unormalized[1]	mu_hidden_unormalized[2]	mu_m1_weigths[1]	mu_m1_weigths[2]	mu_m1_weigths[3]	mu_m1_weigths[4]	mu_m1_weigths[5]	mu_m1_weigths[6]	mu_obs[1]	mu_obs[2]	mu_obs[3]	mu_obs[4]	mu_obs[5]	mu_obs[6]	mu_obs[7]	mu_obs[8]	mu_obs[9]	mu_obs_prportional[1]	mu_obs_prportional[2]	mu_obs_prportional[3]	mu_obs_prportional[4]	mu_obs_prportional[5]	mu_obs_prportional[6]	mu_obs_prportional[7]	mu_obs_prportional[8]	mu_obs_prportional[9]	mu_prop_model_indicator	mu_proportional_m1[1]	mu_proportional_m1[2]	mu_proportional_m1[3]	mu_proportional_m1[4]	mu_proportional_m1[5]	mu_proportional_m1[6]	mu_proportional_m1[7]	mu_proportional_m1[8]	mu_proportional_m1[9]	mu_proportional_m2[1]	mu_proportional_m2[2]	mu_proportional_m2[3]	mu_proportional_m2[4]	mu_proportional_m2[5]	mu_proportional_m2[6]	mu_proportional_m2[7]	mu_proportional_m2[8]	mu_proportional_m2[9]	mu_state_dependent[1]	mu_state_dependent[2]	mu_state_dependent[3]	mu_state_dependent[4]	mu_state_dependent[5]	mu_state_dependent[6]	mu_state_dependent[7]	mu_state_dependent[8]	mu_state_dependent[9]	mu_state_dependent[10]	mu_state_dependent[11]	mu_state_dependent[12]	mu_state_dependent[13]	mu_state_dependent[14]	mu_state_dependent[15]	mu_state_dependent[16]	mu_state_dependent[17]	mu_state_dependent[18]	r[1][2]	r[1][3]	r[1][4]	r[1][7]	r[2][1]	r[2][3]	r[2][5]	r[2][8]	r[3][1]	r[3][2]	r[3][6]	r[3][9]	r[4][1]	r[4][5]	r[4][6]	r[4][7]	r[5][2]	r[5][4]	r[5][6]	r[5][8]	r[6][3]	r[6][4]	r[6][5]	r[6][9]	r[7][1]	r[7][4]	r[7][8]	r[7][9]	r[8][2]	r[8][5]	r[8][7]	r[8][9]	r[9][3]	r[9][6]	r[9][7]	r[9][8]	root_state_freq[1]	root_state_freq[2]	root_state_freq[3]	root_state_freq[4]	root_state_freq[5]	root_state_freq[6]	root_state_freq[7]	root_state_freq[8]	root_state_freq[9]	root_state_freq[10]	root_state_freq[11]	root_state_freq[12]	root_state_freq[13]	root_state_freq[14]	root_state_freq[15]	root_state_freq[16]	root_state_freq[17]	root_state_freq[18]	sampling_fraction	substitution_of_black_female	substitution_of_black_male	substitution_of_brown_female	substitution_of_brown_male	substitution_of_red_female	substitution_of_red_male	thau_f[1]	thau_f[2]	thau_f[3]	thau_m[1]	thau_m[2]	thau_m[3]	zeta	zeta_model_indicator	zeta_prop_female_m2[1]	zeta_prop_female_m2[2]	zeta_prop_female_m2[3]	zeta_prop_female_m3[1]	zeta_prop_female_m3[2]	zeta_prop_female_m3[3]	zeta_prop_male_m2[1]	zeta_prop_male_m2[2]	zeta_prop_male_m2[3]	zeta_prop_male_m3[1]	zeta_prop_male_m3[2]	zeta_prop_male_m3[3]	zeta_proportional_m2[1]	zeta_proportional_m2[2]	zeta_proportional_m2[3]	zeta_proportional_m2[4]	zeta_proportional_m2[5]	zeta_proportional_m2[6]	zeta_proportional_m3[1]	zeta_proportional_m3[2]
10000	-87.07946	-122.9262	35.84674	3.286286	0.09871083	0.2143573	0.1625229	0.3410253	3.28629	3.28629	0	0	1	1	1	0	29.12365	0.092007	0.907993	1.697114	0.318324	3.14146	3.23596	3.23596	3.23596	3.23596	3.23596	3.23596	3.23596	3.23596	3.23596	0.297731	0.297731	0.297731	0.297731	0.297731	0.297731	0.297731	0.297731	0.297731	2.93823	2.93823	2.93823	2.93823	2.93823	2.93823	2.93823	2.93823	2.93823	2.824325	0.0982479	0.901752	1.64335	0.330079	3.02958	0.00496196	0.435458	0.0149925	0.177137	0.349069	0.0183817	0.341025	0.0182088	0.263608	1.16678	0.0987108	0.162523	0.242674	0.316439	0.214357	0.120746	0.00644715	0.0933348	0.413118	0.0349502	0.057544	0.0859229	0.112041	0.0758968	2	0.00459544	0.00496196	0.435458	0.0149925	0.00459544	0.00459544	0.177137	0.349069	0.00459544	0.120746	0.00644715	0.0933348	0.413118	0.0349502	0.057544	0.0859229	0.112041	0.0758968	0.033505	0.00178898	0.0258989	0.114633	0.00969813	0.0159675	0.0238422	0.0310895	0.0210602	0.30752	0.0164199	0.237709	1.05214	0.0890127	0.146555	0.218832	0.28535	0.193297	0.01646094	0.01646094	0.01646094	0.01646094	0.01646094	0.01646094	0.01646094	0.01646094	0.1539075	0.1539075	0.01646094	0.01646094	0.01646094	0.01646094	0.01646094	0.01646094	0.01646094	0.01646094	0.01646094	0.01646094	0.01646094	0.1539075	0.1539075	0.01646094	0.01646094	0.01646094	0.01646094	0.01646094	0.01646094	0.01646094	0.01646094	0.01646094	0.01646094	0.01646094	0.1539075	0.1539075	0.0272532	0.0581366	0.019109	0.169532	0.0410326	0.000966837	0.031464	0.00851814	0.0560541	0.075643	0.104057	0.032125	0.0528304	0.0900535	0.0525087	0.1148	0.0196844	0.0462314	0.3615389	0.01646094	0.01646094	0.01646094	0.01646094	0.01646094	0.1539075	0.0164609	0.0164609	0.0164609	0.0164609	0.0164609	0.153908	0.2362122	3	0.0835353	0.0392902	0.125639	0.0696871	0.0696871	0.0696871	0.0286511	0.484436	0.238448	0.0696871	0.0696871	0.651565	0.0286511	0.484436	0.238448	0.0835353	0.0392902	0.125639	0.348435	0.651565
11000	-80.65101	-122.8794	42.22841	0.3542808	0.3507608	0.3507608	0.3507608	0.3507608	0.354281	0.354281	0	1	1	0	0	0	35.70361	0.5	0.5	0	1	1	3.96707	3.96707	3.96707	3.96707	3.96707	3.96707	3.96707	3.96707	3.96707	1.98353	1.98353	1.98353	1.98353	1.98353	1.98353	1.98353	1.98353	1.98353	1.98353	1.98353	1.98353	1.98353	1.98353	1.98353	1.98353	1.98353	1.98353	6.284667	0.5	0.5	0	1	1	0.0613819	0.0560008	0.407736	0.135278	0.116355	0.223249	0.350761	0.385765	0.351947	2.56249	0.350761	0.350761	0.850177	0.73125	0.350761	0.0558122	0.0613819	0.0560008	0.407736	0.0558122	0.0558122	0.135278	0.116355	0.0558122	1	0.0558122	0.0613819	0.0560008	0.407736	0.0558122	0.0558122	0.135278	0.116355	0.0558122	0.0608704	0.146306	0.0151397	0.00444869	0.0535344	0.0701115	0.0359604	0.486116	0.127513	0.17538	0.192882	0.175973	1.28124	0.17538	0.17538	0.425088	0.365625	0.17538	0.17538	0.192882	0.175973	1.28124	0.17538	0.17538	0.425088	0.365625	0.17538	0.03213423	0.03213423	0.03213423	0.03213423	0.03213423	0.03213423	0.03213423	0.03213423	0.09244557	0.09244557	0.03213423	0.03213423	0.03213423	0.03213423	0.03213423	0.03213423	0.03213423	0.03213423	0.03213423	0.03213423	0.03213423	0.09244557	0.09244557	0.03213423	0.03213423	0.03213423	0.03213423	0.03213423	0.03213423	0.03213423	0.03213423	0.03213423	0.03213423	0.03213423	0.09244557	0.09244557	0.056596	0.0536761	0.0542586	0.0404983	0.0329033	0.000838706	0.0689164	0.114737	0.00231812	0.0275367	0.0199044	0.0371455	0.045829	0.0954471	0.18779	0.0276608	0.0170757	0.116868	0.5578992	0.03213423	0.03213423	0.03213423	0.03213423	0.03213423	0.09244557	0.0321342	0.0321342	0.0321342	0.0321342	0.0321342	0.0924456	0.2531167	3	0.249872	0.0821955	0.122598	0.126954	0.126954	0.126954	0.0393532	0.0978624	0.408119	0.126954	0.126954	0.365229	0.0393532	0.0978624	0.408119	0.249872	0.0821955	0.122598	0.634771	0.365229
12000	-84.02206	-122.0862	38.06414	3.720127	0.2016219	0.2016219	0.2016219	0.2016219	3.72013	3.72013	0	1	1	0	1	0	40.76774	0.5	0.5	0	1	1	4.52975	4.52975	4.52975	4.52975	4.52975	4.52975	4.52975	4.52975	4.52975	2.26487	2.26487	2.26487	2.26487	2.26487	2.26487	2.26487	2.26487	2.26487	2.26487	2.26487	2.26487	2.26487	2.26487	2.26487	2.26487	2.26487	2.26487	13.28528	0.486133	0.513867	0.04112995	0.97264	1.02813	0.272966	0.225316	0.298665	0.0132671	0.12908	0.0607054	0.201622	3.62644	2.99338	3.96785	0.201622	0.201622	0.176256	1.71487	0.201622	0.0151763	0.272966	0.225316	0.298665	0.0151763	0.0151763	0.0132671	0.12908	0.0151763	1	0.0151763	0.272966	0.225316	0.298665	0.0151763	0.0151763	0.0132671	0.12908	0.0151763	0.0106722	0.1508	0.0450588	0.182025	0.205858	0.063685	0.231212	0.0736298	0.0370598	0.098015	1.76293	1.45518	1.9289	0.098015	0.098015	0.085684	0.833653	0.098015	0.103607	1.86351	1.5382	2.03895	0.103607	0.103607	0.0905724	0.881214	0.103607	0.0192832	0.0192832	0.0192832	0.0192832	0.0192832	0.0192832	0.0192832	0.0192832	0.1620974	0.1620974	0.0192832	0.0192832	0.0192832	0.0192832	0.0192832	0.0192832	0.0192832	0.0192832	0.0192832	0.0192832	0.0192832	0.1620974	0.1620974	0.0192832	0.0192832	0.0192832	0.0192832	0.0192832	0.0192832	0.0192832	0.0192832	0.0192832	0.0192832	0.0192832	0.1620974	0.1620974	0.0819205	0.0403814	0.00154754	0.0661395	0.0310753	0.029367	0.00405198	0.100916	0.0183582	0.039135	0.0495761	0.029719	0.0108434	0.142308	0.136593	0.112565	0.0804811	0.0250218	0.4450986	0.0192832	0.0192832	0.0192832	0.0192832	0.0192832	0.1620974	0.0192832	0.0192832	0.0192832	0.0192832	0.0192832	0.162097	0.2585134	3	0.0166289	0.246075	0.233714	0.0745926	0.0745926	0.0745926	0.176802	0.309193	0.0175868	0.0745926	0.0745926	0.627037	0.176802	0.309193	0.0175868	0.0166289	0.246075	0.233714	0.372963	0.627037
13000	-82.56995	-125.1373	42.56736	1.673511	0.2091578	0.2091578	0.2091578	0.2091578	1.67351	1.67351	0	1	1	0	0	0	33.93569	0.5	0.5	0	1	1	3.77063	3.77063	3.77063	3.77063	3.77063	3.77063	3.77063	3.77063	3.77063	1.88532	1.88532	1.88532	1.88532	1.88532	1.88532	1.88532	1.88532	1.88532	1.88532	1.88532	1.88532	1.88532	1.88532	1.88532	1.88532	1.88532	1.88532	3.82618	0.5	0.5	0	1	1	0.12541	0.295564	0.227651	0.0874337	0.045282	0.21866	0.209158	0.47984	1.13088	0.871035	0.209158	0.209158	0.334537	0.173257	0.209158	0.0546649	0.12541	0.295564	0.227651	0.0546649	0.0546649	0.0874337	0.045282	0.0546649	1	0.0546649	0.12541	0.295564	0.227651	0.0546649	0.0546649	0.0874337	0.045282	0.0546649	0.110686	0.0389812	0.0536729	0.198327	0.11478	0.0314312	0.111153	0.0459826	0.294986	0.104579	0.23992	0.56544	0.435517	0.104579	0.104579	0.167269	0.0866285	0.104579	0.104579	0.23992	0.56544	0.435517	0.104579	0.104579	0.167269	0.0866285	0.104579	0.00505957	0.00505957	0.00505957	0.00505957	0.00505957	0.00505957	0.00505957	0.00505957	0.1042652	0.1042652	0.00505957	0.00505957	0.00505957	0.00505957	0.00505957	0.00505957	0.00505957	0.00505957	0.00505957	0.00505957	0.00505957	0.1042652	0.1042652	0.00505957	0.00505957	0.00505957	0.00505957	0.00505957	0.00505957	0.00505957	0.00505957	0.00505957	0.00505957	0.00505957	0.1042652	0.1042652	0.155921	0.0348251	0.0178827	0.00291045	0.00365342	0.0891366	0.00131901	0.0717863	0.0441673	0.0135677	0.106199	0.0619922	0.00162438	0.139886	0.147532	0.00881867	0.0823109	0.0164666	0.5016765	0.00505957	0.00505957	0.00505957	0.00505957	0.00505957	0.1042652	0.00505957	0.00505957	0.00505957	0.00505957	0.00505957	0.104265	0.129563	3	0.0798819	0.134606	0.0129846	0.039051	0.039051	0.039051	0.0580498	0.634314	0.0801639	0.039051	0.039051	0.804745	0.0580498	0.634314	0.0801639	0.0798819	0.134606	0.0129846	0.195255	0.804745
14000	-82.07406	-123.4263	41.35223	0.3303498	0.4225997	0.1736731	0.2281598	0.3095547	0.33035	0.33035	0	0	1	1	0	0	36.55139	0.177595	0.822405	1.136212	0.4647	2.15193	4.06127	4.06127	4.06127	4.06127	4.06127	4.06127	4.06127	4.06127	4.06127	0.721261	0.721261	0.721261	0.721261	0.721261	0.721261	0.721261	0.721261	0.721261	3.34	3.34	3.34	3.34	3.34	3.34	3.34	3.34	3.34	2.989209	0.5	0.5	0	1	1	0.00225192	0.126168	0.0480772	0.0179704	0.227265	0.578268	0.309555	0.538028	0.317956	0.383136	0.4226	0.22816	0.161155	0.454947	0.173673	0.103557	0.17999	0.106368	0.128173	0.141375	0.0763278	0.0539122	0.152197	0.0581	2	0.144567	0.00225192	0.126168	0.0480772	0.144567	0.144567	0.0179704	0.227265	0.144567	0.103557	0.17999	0.106368	0.128173	0.141375	0.0763278	0.0539122	0.152197	0.0581	0.154777	0.269014	0.158978	0.191568	0.2113	0.11408	0.0805774	0.227474	0.0868366	0.154777	0.269014	0.158978	0.191568	0.2113	0.11408	0.0805774	0.227474	0.0868366	0.03684979	0.03684979	0.03684979	0.03684979	0.03684979	0.03684979	0.03684979	0.03684979	0.04313037	0.04313037	0.03684979	0.03684979	0.03684979	0.03684979	0.03684979	0.03684979	0.03684979	0.03684979	0.03684979	0.03684979	0.03684979	0.04313037	0.04313037	0.03684979	0.03684979	0.03684979	0.03684979	0.03684979	0.03684979	0.03684979	0.03684979	0.03684979	0.03684979	0.03684979	0.04313037	0.04313037	0.00225694	0.0789787	0.0600307	0.0017735	0.0749281	0.267325	0.0346015	0.0528868	0.0217375	0.00826753	0.00990777	0.0844845	0.00534354	0.0037298	0.106309	0.144016	0.0125369	0.0308863	0.4142987	0.03684979	0.03684979	0.03684979	0.03684979	0.03684979	0.04313037	0.0368498	0.0368498	0.0368498	0.0368498	0.0368498	0.0431304	0.2273793	3	0.0256539	0.389155	0.116666	0.162063	0.162063	0.162063	0.170552	0.231635	0.0663391	0.162063	0.162063	0.189685	0.170552	0.231635	0.0663391	0.0256539	0.389155	0.116666	0.810315	0.189685
15000	-83.40116	-125.2187	41.81757	0.3572979	0.2339968	0.2339968	0.2339968	0.2339968	0.357298	0.357298	1	1	0	0	0	0	36.50759	0.5	0.5	0	1	1	4.0564	4.0564	4.0564	4.0564	4.0564	4.0564	4.0564	4.0564	4.0564	2.0282	2.0282	2.0282	2.0282	2.0282	2.0282	2.0282	2.0282	2.0282	2.0282	2.0282	2.0282	2.0282	2.0282	2.0282	2.0282	2.0282	2.0282	10.27895	0.5	0.5	0	1	1	0.239555	0.258115	0.0417362	0.302467	0.067068	0.0910586	0.233997	2.46237	2.65316	0.429004	0.233997	0.233997	3.10904	0.689389	0.233997	0.0227647	0.239555	0.258115	0.0417362	0.0227647	0.0227647	0.302467	0.067068	0.0227647	1	0.0227647	0.239555	0.258115	0.0417362	0.0227647	0.0227647	0.302467	0.067068	0.0227647	0.0394355	0.172473	0.121152	0.0351147	0.0542685	0.0132356	0.257909	0.306318	9.4037e-05	0.116998	1.23119	1.32658	0.214502	0.116998	0.116998	1.55452	0.344695	0.116998	0.116998	1.23119	1.32658	0.214502	0.116998	0.116998	1.55452	0.344695	0.116998	0.03639308	0.03639308	0.0265519	0.0265519	0.0983428	0.0983428	0.0265519	0.0265519	0.006374933	0.006374933	0.0265519	0.0265519	0.04486669	0.03639308	0.03639308	0.04486669	0.04486669	0.0983428	0.0983428	0.04486669	0.04486669	0.006374933	0.006374933	0.04486669	0.03338678	0.03338678	0.03639308	0.03639308	0.03338678	0.03338678	0.0983428	0.0983428	0.03338678	0.03338678	0.006374933	0.006374933	0.00754104	0.0916346	0.00553832	0.0748874	0.0517994	0.0164772	0.0303993	0.0706592	0.00752293	0.0210522	0.210704	0.0165999	0.0178542	0.121927	0.0252772	0.0713944	0.127366	0.0313657	0.3634768	0.04486669	0.0983428	0.0265519	0.03639308	0.03338678	0.006374933	0.0265519	0.0448667	0.0333868	0.0363931	0.0983428	0.00637493	0.2459162	2	0.107971	0.182447	0.135765	0.0119895	0.0119895	0.0119895	0.14799	0.399904	0.0259232	0.0119895	0.0119895	0.940052	0.14799	0.399904	0.0259232	0.107971	0.182447	0.135765	0.0599476	0.940052
16000	-80.04028	-122.6252	42.58493	0.9675499	0.1682727	0.1263592	0.07307965	0.127318	0.96755	0.96755	0	0	1	1	0	0	26.4666	0.202707	0.797293	1.015183	0.504226	1.98324	2.94073	2.94073	2.94073	2.94073	2.94073	2.94073	2.94073	2.94073	2.94073	0.596107	0.596107	0.596107	0.596107	0.596107	0.596107	0.596107	0.596107	0.596107	2.34463	2.34463	2.34463	2.34463	2.34463	2.34463	2.34463	2.34463	2.34463	2.488581	0.5	0.5	0	1	1	0.15846	0.219162	0.271632	0.107248	0.0738562	0.169642	0.127318	0.336627	0.115346	0.75058	0.168273	0.0730797	0.16484	0.626159	0.126359	0.0511609	0.135269	0.0463502	0.30161	0.0676179	0.029366	0.0662384	0.251613	0.0507756	2	0.0424105	0.15846	0.219162	0.271632	0.0424105	0.0424105	0.107248	0.0738562	0.0424105	0.0511609	0.135269	0.0463502	0.30161	0.0676179	0.029366	0.0662384	0.251613	0.0507756	0.063659	0.168313	0.0576731	0.37529	0.0841364	0.0365398	0.0824198	0.31308	0.0631796	0.063659	0.168313	0.0576731	0.37529	0.0841364	0.0365398	0.0824198	0.31308	0.0631796	0.0187528	0.0187528	0.0187528	0.0187528	0.0187528	0.0187528	0.0187528	0.0187528	0.07308302	0.07308302	0.0187528	0.0187528	0.0187528	0.0187528	0.0187528	0.0187528	0.0187528	0.0187528	0.0187528	0.0187528	0.0187528	0.07308302	0.07308302	0.0187528	0.0187528	0.0187528	0.0187528	0.0187528	0.0187528	0.0187528	0.0187528	0.0187528	0.0187528	0.0187528	0.07308302	0.07308302	0.0219653	0.0111468	0.0535931	0.0290994	0.00695495	0.0991781	0.0742077	0.0201434	0.00960542	0.0623529	0.0856382	0.0888183	0.00829882	0.0863928	0.136172	0.0497757	0.034289	0.122369	0.4479068	0.0187528	0.0187528	0.0187528	0.0187528	0.0187528	0.07308302	0.0187528	0.0187528	0.0187528	0.0187528	0.0187528	0.073083	0.166847	3	0.137682	0.0230992	0.708457	0.112395	0.112395	0.112395	0.0954257	0.0162552	0.0190815	0.112395	0.112395	0.438024	0.0954257	0.0162552	0.0190815	0.137682	0.0230992	0.708457	0.561976	0.438024
17000	-84.49569	-124.0935	39.59778	1.406544	0.07966077	0.07966077	0.07966077	0.07966077	1.40654	1.40654	0	1	0	0	1	1	34.62939	0.5	0.5	0	1	1	3.84771	3.84771	3.84771	3.84771	3.84771	3.84771	3.84771	3.84771	3.84771	1.92386	1.92386	1.92386	1.92386	1.92386	1.92386	1.92386	1.92386	1.92386	1.92386	1.92386	1.92386	1.92386	1.92386	1.92386	1.92386	1.92386	1.92386	9.67384	0.405721	0.594279	0.2829414	0.826264	1.21027	0.0170282	0.283236	0.0408923	0.415284	0.210622	0.0329386	0.0796608	0.164728	2.73997	0.395586	0.0796608	0.0796608	4.01739	2.03752	0.0796608	0.00823466	0.0170282	0.283236	0.0408923	0.00823466	0.00823466	0.415284	0.210622	0.00823466	1	0.00823466	0.0170282	0.283236	0.0408923	0.00823466	0.00823466	0.415284	0.210622	0.00823466	0.0278106	0.0706798	0.327642	0.215692	0.127081	0.066251	0.0812576	0.0165621	0.067024	0.0323201	0.0668338	1.11167	0.160498	0.0323201	0.0323201	1.62994	0.826665	0.0323201	0.0473407	0.0978945	1.62831	0.235088	0.0473407	0.0473407	2.38745	1.21085	0.0473407	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.0573589	0.268526	0.0187791	0.0541009	0.026859	0.00874284	0.00522573	0.0240328	0.0318143	0.1046	0.0135251	0.0827689	0.0420638	0.193183	0.0158625	0.0101361	0.0270781	0.0153434	0.4856892	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.06547334	0.0654733	0.0654733	0.0654733	0.0654733	0.0654733	0.0654733	0.39284	1	0.0564703	0.147444	0.0851714	0.0233365	0.0233365	0.0233365	0.0822822	0.598682	0.0299498	0.0233365	0.0233365	0.883318	0.0822822	0.598682	0.0299498	0.0564703	0.147444	0.0851714	0.116682	0.883318
18000	-86.20575	-130.1819	43.97612	0.3978629	0.3164469	0.2886775	0.3083971	0.5142818	0.397863	0.397863	0	0	1	0	1	0	29.8709	0.5	0.5	0	1	1	3.31899	3.31899	3.31899	3.31899	3.31899	3.31899	3.31899	3.31899	3.31899	1.65949	1.65949	1.65949	1.65949	1.65949	1.65949	1.65949	1.65949	1.65949	1.65949	1.65949	1.65949	1.65949	1.65949	1.65949	1.65949	1.65949	1.65949	3.773091	0.226307	0.773693	0.9112692	0.540835	1.84899	0.18957	0.0243094	0.129431	0.492047	0.11156	0.053083	0.514282	0.244806	0.0419086	0.559975	0.316447	0.308397	1.08349	0.415112	0.288678	0.136303	0.064882	0.0111072	0.148413	0.0838694	0.0817359	0.287161	0.110019	0.0765096	2	0.0132708	0.18957	0.0243094	0.129431	0.0132708	0.0132708	0.492047	0.11156	0.0132708	0.136303	0.064882	0.0111072	0.148413	0.0838694	0.0817359	0.287161	0.110019	0.0765096	0.116386	0.0554012	0.00948421	0.126726	0.0716141	0.0697924	0.2452	0.0939427	0.0653297	0.397896	0.189404	0.0324244	0.433249	0.244833	0.238605	0.838286	0.321169	0.223348	0.00270892	0.00270892	0.00270892	0.00270892	0.00270892	0.00270892	0.00270892	0.00270892	0.04195481	0.04195481	0.00270892	0.00270892	0.00270892	0.00270892	0.00270892	0.00270892	0.00270892	0.00270892	0.00270892	0.00270892	0.00270892	0.04195481	0.04195481	0.00270892	0.00270892	0.00270892	0.00270892	0.00270892	0.00270892	0.00270892	0.00270892	0.00270892	0.00270892	0.00270892	0.04195481	0.04195481	0.0553204	0.0380779	0.135818	0.044766	0.0519797	0.041442	0.117694	0.0785879	0.0746922	0.0235558	0.0212499	0.035216	0.0118869	0.0528862	0.0494769	0.0872075	0.00742839	0.072714	0.5708359	0.00270892	0.00270892	0.00270892	0.00270892	0.00270892	0.04195481	0.00270892	0.00270892	0.00270892	0.00270892	0.00270892	0.0419548	0.05549941	3	0.187712	0.280183	0.139082	0.0488099	0.0488099	0.0488099	0.0269949	0.138941	0.227087	0.0488099	0.0488099	0.755951	0.0269949	0.138941	0.227087	0.187712	0.280183	0.139082	0.244049	0.755951
19000	-84.03497	-124.2665	40.23154	1.459908	0.168638	0.168638	0.168638	0.168638	1.45991	1.45991	0	1	0	1	0	1	34.58571	0.340261	0.659739	0.4908372	0.718159	1.39245	3.84286	3.84286	3.84286	3.84286	3.84286	3.84286	3.84286	3.84286	3.84286	1.30758	1.30758	1.30758	1.30758	1.30758	1.30758	1.30758	1.30758	1.30758	2.53528	2.53528	2.53528	2.53528	2.53528	2.53528	2.53528	2.53528	2.53528	8.760159	0.5	0.5	0	1	1	0.0164586	0.0345843	0.106746	0.350306	0.414903	0.0770022	0.168638	0.14418	0.302964	0.935115	0.168638	0.168638	3.06874	3.63461	0.168638	0.0192506	0.0164586	0.0345843	0.106746	0.0192506	0.0192506	0.350306	0.414903	0.0192506	1	0.0192506	0.0164586	0.0345843	0.106746	0.0192506	0.0192506	0.350306	0.414903	0.0192506	0.0699859	0.020419	0.00729722	0.0765115	0.037885	0.413988	0.129773	0.0666294	0.177511	0.084319	0.07209	0.151482	0.467558	0.084319	0.084319	1.53437	1.81731	0.084319	0.084319	0.07209	0.151482	0.467558	0.084319	0.084319	1.53437	1.81731	0.084319	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.0589172	0.0872503	0.0180801	0.0233323	0.0202778	0.0513267	0.0207613	0.0401815	0.0895701	0.026215	0.158295	0.045201	0.0119423	0.0854838	0.0522924	0.0481676	0.0624401	0.100265	0.3611261	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.04971817	0.0497182	0.0497182	0.0497182	0.0497182	0.0497182	0.0497182	0.298309	1	0.0123817	0.352272	0.0496926	0.0645994	0.0645994	0.0645994	0.0339149	0.371351	0.180388	0.0645994	0.0645994	0.677003	0.0339149	0.371351	0.180388	0.0123817	0.352272	0.0496926	0.322997	0.677003
