Iteration	end_1	end_2	end_3	end_4	end_5	end_6	end_7	end_8	end_9	end_10	end_11	end_12	end_13	end_14	end_15	end_16	end_17	end_18	end_19	end_20	end_21	end_22	end_23	end_24	end_25	end_26	end_27	end_28	end_29	end_30	end_31	end_32	end_33	end_34	end_35	end_36	end_37	end_38	end_39	end_40	end_41	end_42	end_43	end_44	end_45	end_46	end_47	end_48	end_49	end_50	end_51	end_52	end_53	end_54	end_55	end_56	end_57	end_58	end_59	end_60	end_61	end_62	end_63	end_64	end_65	end_66	end_67	end_68	end_69	end_70	end_71	end_72	end_73
85000	9	0	9	9	9	9	8	17	8	17	17	8	8	17	17	8	17	4	12	14	4	4	4	13	13	5	5	14	14	14	14	14	5	5	14	14	13	14	14	14	14	14	14	5	14	14	14	13	4	4	4	4	13	13	13	13	17	17	8	17	17	17	17	8	17	17	9	9	9	9	9	9	4
86000	0	0	9	9	9	0	17	8	17	8	17	17	17	8	17	17	17	13	12	5	13	13	13	4	13	5	14	5	5	5	14	5	5	5	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	11
87000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	13	12	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	14	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
88000	0	9	0	0	9	9	8	8	17	17	17	17	17	17	8	17	17	13	9	5	13	13	13	13	13	5	14	14	14	14	14	14	14	5	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	4	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	17
89000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	8	17	17	13	3	5	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	17
90000	9	9	0	9	9	9	17	17	17	8	17	17	8	8	17	17	17	4	3	5	13	13	13	13	13	14	14	5	5	14	5	14	14	5	14	14	13	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	4	4	4	4	17	17	8	17	17	17	17	17	17	17	9	9	9	9	9	11	4
91000	9	9	0	9	0	9	17	17	8	8	17	17	17	17	17	17	17	4	12	5	13	13	4	4	4	14	14	14	14	14	14	14	5	14	14	5	4	14	14	14	14	14	14	14	14	14	14	14	4	13	13	4	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
92000	9	0	9	0	9	9	8	8	17	8	17	17	17	17	17	17	17	13	12	14	13	4	13	13	13	14	14	14	5	5	5	14	5	14	5	5	4	5	14	14	5	14	14	14	14	14	14	14	13	13	13	4	5	5	5	14	17	17	17	17	17	17	17	8	8	8	9	9	9	9	9	17	14
93000	0	0	9	0	9	9	8	17	17	8	17	17	17	17	17	17	8	13	12	14	13	13	13	13	13	14	14	14	14	14	14	5	14	14	5	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
94000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	13	9	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	11
95000	0	0	0	9	0	0	17	8	8	8	17	17	17	17	8	17	17	13	0	5	4	4	13	13	13	5	5	5	14	5	5	14	5	14	5	14	4	5	5	5	5	5	5	5	5	5	5	4	13	4	4	13	13	13	4	13	17	17	17	17	17	17	17	17	17	17	0	0	0	0	0	8	13
96000	9	9	0	0	9	9	17	8	8	17	8	17	17	17	17	17	8	4	3	14	13	13	4	4	4	14	14	14	14	14	14	5	14	5	14	14	4	14	14	14	14	14	14	14	14	14	14	14	4	13	4	4	14	14	14	14	17	17	17	17	8	8	17	17	17	17	9	0	9	9	9	11	14
97000	9	9	9	9	9	9	17	17	17	8	17	17	17	17	17	17	17	13	3	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
98000	9	9	9	9	9	9	8	17	17	17	8	17	17	17	17	17	17	13	3	5	13	13	4	13	13	5	5	14	14	14	14	5	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	3	12	12	12	12	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	12	12
99000	0	0	0	0	9	9	17	8	8	17	8	8	8	8	17	8	17	13	12	14	13	4	4	13	13	14	14	14	5	14	14	5	5	14	14	5	13	5	5	5	14	14	14	14	14	14	14	14	4	13	13	13	5	5	5	5	8	8	8	8	8	8	8	17	8	8	9	9	9	0	0	8	5
100000	0	0	9	0	9	0	17	8	17	17	8	17	17	17	8	8	17	4	12	14	13	13	13	4	4	5	5	14	14	14	14	5	5	5	5	5	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
101000	9	0	0	0	0	9	8	8	8	17	17	8	17	17	8	17	8	13	12	5	13	13	13	13	4	5	5	5	5	14	14	5	5	14	5	5	4	5	14	14	14	14	5	5	5	5	5	5	13	13	13	13	5	5	14	5	17	17	17	17	8	8	8	8	8	8	0	0	0	0	9	11	2
102000	0	9	9	0	9	9	17	17	8	8	17	17	17	17	17	17	8	4	12	5	13	13	4	13	4	14	14	5	14	14	14	14	14	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	2
103000	0	9	9	9	0	9	8	8	17	8	8	8	8	17	8	8	8	4	12	14	13	13	13	4	13	5	5	14	5	5	5	14	14	14	14	14	13	14	5	5	5	5	5	5	5	5	14	14	13	13	13	13	14	14	14	14	8	8	8	8	8	8	8	17	8	8	9	9	9	9	9	17	5
104000	0	0	0	9	0	0	17	17	17	17	8	8	17	17	8	17	17	13	12	14	13	4	13	13	13	14	5	5	14	5	5	14	5	14	14	14	4	14	14	14	5	14	14	14	14	14	14	14	13	13	13	13	14	14	5	5	17	17	17	17	8	17	17	17	17	17	9	9	9	9	9	15	5
105000	9	9	9	9	9	9	17	17	17	8	17	17	17	17	8	17	17	13	3	5	13	13	13	4	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	17
106000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	4	3	14	4	13	13	4	4	14	14	14	14	5	5	14	14	14	5	14	13	14	14	14	5	14	14	14	14	14	14	14	13	13	13	13	13	13	12	12	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	9	12
107000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	3	3	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	6	3
108000	9	9	0	9	9	9	17	17	17	8	17	8	17	17	8	17	17	13	12	5	13	13	13	13	13	14	14	14	5	5	5	5	14	14	5	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	14	14
109000	0	9	9	9	9	9	17	17	8	8	17	17	8	17	17	17	17	4	12	14	13	13	13	13	13	5	14	14	5	14	14	5	5	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	5	5	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	5
110000	9	0	0	9	9	9	8	8	8	17	17	8	17	8	17	17	17	4	3	5	4	13	13	4	13	14	14	5	14	5	5	14	5	14	14	14	4	14	5	5	5	14	14	14	14	14	14	14	4	13	13	4	14	5	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	14	14
111000	9	9	0	0	9	9	17	8	8	17	8	17	17	8	8	17	17	4	3	14	13	4	13	4	4	5	5	14	14	5	5	5	5	14	5	5	13	5	5	5	5	5	5	5	5	5	5	5	4	13	13	4	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	0	0	9	9	17	14
112000	9	0	9	0	0	0	8	8	8	17	17	17	8	8	17	8	17	13	6	5	4	13	4	13	4	5	5	14	5	14	14	14	5	5	5	14	4	5	5	5	14	5	14	5	14	5	5	5	13	4	4	13	14	14	5	5	8	17	8	17	17	17	17	8	17	17	0	9	9	0	0	11	14
113000	9	9	0	9	9	9	17	17	8	17	8	17	17	17	17	17	17	4	3	14	13	4	4	4	4	14	14	5	14	14	14	5	5	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	4	4	4	4	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	5
114000	9	9	0	9	0	9	8	8	8	17	17	8	8	17	8	8	17	13	3	5	13	4	13	13	4	14	5	5	14	14	5	5	14	14	5	5	13	14	14	5	14	5	5	5	5	5	5	5	4	13	13	4	12	12	12	3	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	9	0
115000	9	0	0	9	9	0	17	8	17	17	17	17	17	17	17	17	8	4	3	5	13	13	13	4	13	14	5	14	14	5	14	5	5	14	14	14	4	14	14	14	5	14	14	14	14	14	14	14	4	13	13	13	12	12	12	3	8	17	8	17	8	17	17	8	17	17	9	9	9	9	9	12	12
116000	9	9	9	0	9	9	17	17	17	17	17	17	17	17	17	17	17	13	12	14	13	13	13	4	4	5	5	14	5	14	14	5	5	14	5	5	4	5	5	5	14	5	5	5	5	5	5	5	4	13	13	4	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	11
117000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	4	12	14	13	13	13	13	13	14	14	14	5	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	12	12	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	9	12
118000	0	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	4	3	5	13	13	13	4	4	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	4	13	13	4	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	5
119000	9	0	0	9	9	9	17	8	17	8	8	17	8	17	17	17	17	4	6	14	13	13	13	4	13	14	14	14	5	14	14	14	5	14	5	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
120000	0	9	9	9	9	9	8	8	17	17	17	17	17	17	17	8	17	13	3	14	4	4	4	4	4	14	14	14	14	14	14	14	14	14	5	5	13	5	14	14	14	14	14	14	14	14	14	14	4	4	4	4	4	3	3	3	17	17	17	17	17	17	17	8	17	17	9	9	9	9	9	15	6
121000	0	0	9	0	9	9	17	8	8	17	17	8	17	17	8	17	8	4	12	5	4	13	4	13	4	5	14	5	14	5	5	14	5	5	5	14	4	14	14	14	5	14	14	5	14	14	14	13	13	13	13	13	13	13	13	13	17	17	17	17	17	17	17	17	17	17	9	0	0	0	0	12	4
122000	9	9	0	0	9	9	17	17	17	17	17	17	17	8	17	17	17	13	3	5	13	13	13	13	13	14	14	14	14	5	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	0	9	9	9	17	17
123000	0	0	0	9	0	0	8	8	8	17	17	8	17	17	17	17	17	13	12	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	4	13	17	17	17	17	17	17	17	8	8	8	0	9	0	0	0	5	13
124000	9	9	9	0	9	9	8	17	17	17	17	17	17	8	17	17	8	4	12	14	13	13	13	13	13	14	14	14	14	14	14	14	14	5	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	5	5	8	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
125000	0	0	0	0	0	9	8	8	8	17	17	17	17	17	17	8	17	4	9	5	13	13	13	13	13	14	14	5	14	14	14	14	14	5	5	5	4	14	14	14	14	14	5	14	14	14	14	14	13	13	13	13	14	14	2	2	17	17	17	17	17	17	17	8	17	17	9	9	9	9	9	2	11
126000	9	0	9	0	9	0	8	17	17	17	17	17	17	17	17	17	17	4	12	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	14	5	5	5	5	4	4	4	4	3	3	3	3	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	9	12
127000	0	9	0	9	9	9	8	8	8	17	8	8	8	8	17	8	8	13	3	14	4	4	13	4	4	14	5	5	14	5	5	5	5	5	5	5	4	5	5	5	5	5	5	14	5	5	5	5	4	4	13	5	5	5	14	14	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	8	14
128000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	4	12	5	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	17
129000	0	0	9	9	9	9	8	8	17	8	8	8	17	8	8	8	8	13	3	14	13	13	4	4	13	5	5	5	14	5	5	5	5	5	14	14	4	5	5	5	5	5	5	5	5	5	5	5	4	13	4	4	14	14	5	5	8	17	17	17	8	8	17	8	17	17	9	9	9	9	0	11	5
130000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	13	15	5	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	17	17	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	17
131000	0	9	9	9	9	9	8	17	17	17	17	17	17	17	8	17	17	13	3	14	13	13	13	13	13	14	14	5	14	14	14	14	14	5	5	14	4	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	13	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	15	16
132000	9	9	9	9	0	9	8	8	17	17	17	17	17	17	17	8	8	4	12	5	13	13	4	4	4	14	14	5	14	14	14	5	5	14	5	14	13	14	5	14	14	14	14	14	14	14	14	14	4	13	13	4	13	13	13	13	8	17	8	17	17	17	17	17	17	17	9	9	9	9	9	13	13
133000	9	9	9	9	9	9	17	8	17	17	17	17	17	17	17	17	17	4	3	14	4	13	13	13	13	14	14	14	14	14	5	5	14	5	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	17
134000	0	9	9	9	9	9	17	8	17	8	17	17	17	17	17	17	17	4	12	5	13	13	13	4	4	14	14	14	14	14	14	5	5	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	4	13	13	4	14	14	14	5	17	17	17	17	17	17	17	8	17	17	9	9	9	9	9	17	17
135000	0	0	0	0	0	0	17	17	8	17	17	17	17	17	17	17	17	13	3	14	4	13	13	13	13	14	14	5	14	14	14	14	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	0	0	0	0	0	11	14
136000	0	9	9	9	9	9	17	17	17	17	17	17	17	8	17	8	17	13	3	5	13	13	13	4	13	14	14	14	14	14	14	14	14	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	8	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	17
137000	0	0	0	0	0	9	17	17	8	17	17	17	17	17	17	17	17	13	0	14	4	4	4	4	13	5	5	5	5	5	5	5	5	5	14	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	17	17	17	17	17	17	17	17	17	17	0	0	0	0	0	17	5
138000	9	9	0	9	0	0	17	17	8	17	17	17	17	17	17	17	17	4	3	14	13	13	13	13	4	14	14	14	14	14	14	5	14	5	5	5	13	14	14	14	14	14	14	14	14	14	14	14	4	13	13	13	14	14	14	11	17	17	17	17	17	17	17	17	17	17	0	9	9	9	9	11	2
139000	9	0	0	9	9	9	8	8	8	8	17	8	8	17	17	8	8	13	3	14	13	13	13	4	4	14	14	5	14	5	14	14	14	14	5	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
140000	0	0	0	0	0	9	17	17	17	17	17	17	17	17	8	17	17	13	3	5	13	13	13	13	13	5	5	14	14	14	14	14	14	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	4	14	14	14	5	17	17	17	17	17	17	17	17	17	17	0	0	0	0	0	11	5
141000	0	0	0	9	9	9	8	17	8	17	17	17	8	8	8	8	17	4	12	14	13	13	13	13	4	14	14	14	5	14	14	14	14	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	5	5	5	14	17	8	8	17	17	17	17	17	17	17	9	9	9	9	9	11	14
142000	9	9	0	0	0	9	8	8	17	8	17	17	17	17	17	17	17	13	3	5	4	13	13	13	13	5	14	5	14	14	14	14	14	14	5	5	13	14	14	14	14	14	14	14	14	14	14	13	13	4	13	4	4	4	13	13	17	17	17	17	17	17	17	17	17	17	9	0	9	9	9	17	16
143000	9	9	9	9	9	0	8	17	17	8	17	17	17	8	17	8	17	13	3	5	13	13	13	13	13	14	14	14	14	5	14	14	14	5	14	14	13	14	14	14	5	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	14	14
144000	0	9	9	9	0	0	17	17	17	17	17	8	17	17	8	17	17	4	12	5	4	4	4	13	13	14	14	14	14	5	14	14	5	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	4	4	4	4	14	14	14	14	17	17	17	17	17	17	17	17	17	17	0	9	9	9	9	17	14
145000	0	0	0	0	0	0	17	8	17	8	8	17	8	8	17	17	17	4	9	14	13	13	13	4	13	14	14	14	14	14	14	5	14	14	5	14	4	14	14	14	14	14	14	14	14	14	14	14	4	13	13	13	11	11	2	2	17	17	8	17	17	17	17	17	17	17	9	0	0	0	0	2	2
146000	9	0	9	9	0	0	8	8	8	8	17	17	17	17	8	8	8	13	3	5	4	4	4	13	13	14	5	5	14	5	5	14	14	14	14	14	4	14	14	14	5	14	14	14	14	14	14	14	13	4	4	13	14	14	14	14	8	8	17	17	17	8	17	17	17	17	9	9	9	9	9	14	14
147000	9	9	9	9	0	9	17	17	8	17	8	17	8	17	8	8	8	4	3	14	4	13	4	4	13	14	14	5	14	14	5	5	5	5	5	5	4	5	5	5	14	5	14	5	5	5	14	14	4	13	13	4	5	5	14	14	17	17	17	17	8	8	17	17	17	17	0	9	0	0	0	17	14
148000	0	0	0	9	0	9	8	8	17	17	17	8	17	17	8	8	8	4	12	5	4	13	13	13	4	14	14	5	14	14	14	14	5	5	14	5	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	4	14	14	14	14	17	17	17	17	17	17	17	8	17	17	9	9	9	9	9	17	5
149000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	13	3	14	13	13	13	13	13	5	5	5	14	14	14	14	5	5	5	14	13	14	14	14	14	14	14	5	14	14	14	14	13	13	13	4	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	2
150000	9	0	9	0	9	0	17	8	17	8	17	17	17	17	17	17	17	4	3	14	13	13	13	13	13	14	14	14	14	5	14	5	14	5	14	14	13	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	14	14	5	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
151000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	13	3	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
152000	0	9	9	9	9	9	8	17	8	17	8	8	17	17	17	8	17	4	15	5	13	13	13	13	13	14	5	14	5	14	14	5	5	14	14	5	13	14	14	14	14	14	14	5	14	14	14	14	13	13	13	13	14	14	14	5	17	17	17	17	8	17	17	17	17	17	9	9	9	9	9	8	8
153000	0	0	9	9	0	9	17	17	17	17	17	17	17	17	17	17	8	4	3	5	13	13	13	4	4	14	14	5	14	14	14	5	5	5	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	9	13
154000	9	9	9	0	9	0	8	8	17	17	17	8	8	17	17	17	17	13	3	5	13	13	13	13	4	14	5	5	5	5	14	5	14	14	5	5	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	4	5	5	5	8	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	17
155000	9	9	9	9	9	0	8	17	8	17	17	17	17	17	17	17	17	4	3	5	13	13	13	4	4	14	14	14	14	5	14	14	14	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	4	13	13	4	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	9	5
156000	9	9	9	9	9	9	17	17	17	8	8	8	17	17	17	17	17	4	0	14	4	4	4	13	13	5	5	5	14	5	5	5	14	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	13	4	4	4	4	4	13	12	17	17	17	17	8	17	17	17	17	17	9	9	9	9	9	15	3
157000	0	0	0	0	0	9	17	17	8	17	17	17	8	17	8	17	17	4	3	5	13	13	4	4	4	5	14	5	14	5	5	5	5	14	14	5	13	14	14	5	5	5	14	14	14	14	14	14	4	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	8	8	0	0	0	0	0	2	14
158000	0	9	9	9	0	9	8	17	8	17	17	17	17	17	8	17	17	4	6	14	13	13	13	13	13	14	14	5	5	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	13	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	9	9
159000	0	9	0	0	9	0	17	8	17	8	17	8	17	17	8	17	17	4	3	5	4	4	13	13	4	5	14	5	14	5	5	5	14	5	14	14	13	5	14	14	5	14	14	14	14	14	14	14	13	4	4	13	14	14	14	14	8	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	5
160000	9	9	9	9	9	9	8	17	8	17	8	8	8	8	8	8	8	13	3	5	13	4	13	4	13	14	14	14	14	14	14	14	14	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	4	13	13	14	14	14	5	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	2	2
161000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	13	12	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
162000	0	9	9	9	9	9	17	17	17	17	17	17	8	8	17	17	17	4	12	14	4	13	13	13	13	14	14	14	14	14	14	14	14	5	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	8	17	17	17	17	17	17	17	9	9	9	9	9	17	17
163000	9	9	9	0	0	9	17	8	8	17	17	17	17	17	8	17	17	4	12	5	4	4	13	13	13	14	14	14	14	14	14	5	14	5	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	4	4	4	14	14	5	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
164000	9	0	0	9	0	9	8	8	17	8	8	8	8	8	8	8	17	13	3	5	4	4	4	13	13	5	5	5	14	5	5	5	5	5	5	14	4	14	5	5	5	5	5	5	5	5	5	5	13	4	4	4	5	5	5	14	17	17	8	8	8	8	8	8	8	8	0	0	0	0	0	11	14
165000	9	0	9	9	9	9	17	17	17	8	8	8	17	17	8	17	8	4	12	5	13	13	13	4	13	14	14	5	5	5	5	5	5	14	14	5	4	5	5	5	5	5	5	14	5	5	5	5	4	13	13	13	14	14	14	5	8	8	17	8	8	8	17	17	17	17	9	9	9	0	0	8	5
166000	9	9	9	0	9	9	17	8	17	17	17	8	17	17	17	17	17	4	6	5	13	13	13	13	13	14	14	14	14	14	14	14	14	14	5	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	4	5	5	8	8	17	17	17	17	17	17	17	8	17	17	9	9	9	9	9	17	17
167000	0	0	9	9	9	9	8	8	17	17	17	17	17	17	17	17	17	4	3	5	13	13	13	4	4	14	14	14	14	14	14	14	14	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	4	13	13	13	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	5
168000	9	0	9	9	9	9	17	8	8	8	8	8	17	17	17	8	8	13	3	5	13	13	13	4	4	5	5	5	5	14	14	5	5	5	5	14	4	14	5	5	14	5	14	5	14	14	14	5	4	13	13	5	14	14	14	14	8	17	17	17	17	17	17	17	17	17	9	9	9	9	9	8	14
169000	9	9	9	9	9	0	17	17	17	17	17	17	17	17	8	17	17	13	3	14	13	13	13	13	13	5	14	14	5	14	14	14	14	5	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	17	8	17	17	17	17	17	17	17	17	9	9	9	9	9	14	13
170000	9	9	0	0	0	9	8	8	17	8	8	8	17	17	17	17	17	13	3	5	13	4	4	4	13	5	14	5	5	14	14	14	14	14	5	5	4	5	14	14	5	5	5	14	5	5	5	5	13	13	13	4	5	5	5	14	17	17	17	17	8	8	17	8	17	17	9	0	0	0	0	17	14
171000	0	0	0	0	0	9	17	17	8	17	8	17	17	17	17	8	8	13	12	5	13	13	13	13	13	5	5	5	5	5	5	5	5	5	5	14	4	5	5	5	5	5	5	5	5	5	5	5	4	13	13	13	14	14	5	2	17	17	17	17	17	17	17	17	17	17	0	0	0	0	0	2	2
172000	0	9	9	0	0	9	17	17	8	8	8	8	17	8	8	8	17	13	12	5	13	13	13	13	4	14	14	5	14	14	5	14	14	14	5	5	13	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	4	13	4	4	17	17	17	17	17	17	17	17	17	17	0	9	9	9	9	10	10
173000	9	9	9	9	0	0	17	8	17	8	8	8	17	17	8	17	8	4	12	5	4	4	4	13	13	5	5	14	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	13	4	4	4	5	5	5	14	8	8	17	8	8	8	8	8	8	8	0	9	9	9	9	8	14
174000	0	0	0	0	0	0	17	17	17	17	17	17	17	17	8	17	17	4	3	5	13	13	13	4	4	14	5	5	5	5	5	14	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	13	13	4	5	5	5	5	17	17	17	17	17	17	17	17	17	17	0	0	0	0	0	8	5
175000	9	9	9	9	9	0	8	17	17	8	17	17	8	17	17	8	17	13	3	5	13	13	4	4	4	14	14	14	5	14	14	14	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	13	4	13	13	13	13	13	13	4	17	17	17	17	17	17	17	8	17	17	9	0	9	9	9	9	10
