Iteration	end_1	end_2	end_3	end_4	end_5	end_6	end_7	end_8	end_9	end_10	end_11	end_12	end_13	end_14	end_15	end_16	end_17	end_18	end_19	end_20	end_21	end_22	end_23	end_24	end_25	end_26	end_27	end_28	end_29	end_30	end_31	end_32	end_33	end_34	end_35	end_36	end_37	end_38	end_39	end_40	end_41	end_42	end_43	end_44	end_45	end_46	end_47	end_48	end_49	end_50	end_51	end_52	end_53	end_54	end_55	end_56	end_57	end_58	end_59	end_60	end_61	end_62	end_63	end_64	end_65	end_66	end_67	end_68	end_69	end_70	end_71	end_72	end_73
267000	0	0	0	0	0	9	17	8	8	8	8	8	8	8	8	17	17	4	3	14	4	4	4	4	4	5	14	5	5	5	5	5	5	5	5	5	13	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	3	3	17	8	8	8	8	8	8	8	8	8	9	0	0	0	0	6	3
268000	0	0	0	0	0	0	17	17	17	17	17	17	17	17	17	17	17	13	3	14	13	13	13	13	13	14	14	5	14	14	14	14	14	5	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	0	0	0	0	0	14	14
269000	9	0	9	0	9	0	17	17	17	8	17	17	17	17	17	17	17	4	0	5	13	13	13	13	4	5	14	14	5	14	14	5	5	14	5	14	13	14	14	14	14	14	14	5	14	14	14	14	4	13	13	4	14	5	5	14	17	17	17	17	17	17	17	17	17	17	0	9	9	9	9	11	14
270000	9	9	0	9	9	0	8	17	17	17	8	8	17	8	8	8	17	13	12	5	4	13	4	13	4	5	14	5	5	14	14	14	14	14	5	5	13	5	5	5	14	5	14	5	5	5	5	5	13	13	4	5	14	5	14	5	8	8	17	8	8	8	8	17	17	17	0	0	0	0	0	6	14
271000	0	0	0	0	9	0	8	8	8	8	17	8	8	8	8	8	8	4	0	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	2
272000	9	9	0	0	0	9	17	8	17	17	8	8	8	8	17	8	8	13	12	14	4	4	4	4	13	5	5	5	14	5	5	14	5	5	5	5	13	5	5	5	5	5	5	5	5	5	5	14	13	4	4	12	5	5	14	5	8	8	8	8	8	8	8	17	8	8	0	0	0	0	0	2	14
273000	0	9	9	0	0	0	8	8	8	17	17	8	17	17	17	17	17	13	12	14	13	13	13	13	13	14	14	5	14	14	14	5	5	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	4	14	14	14	14	17	17	17	17	17	17	17	8	17	17	0	9	9	9	9	8	14
274000	0	9	9	0	0	0	17	17	17	8	17	17	17	17	17	17	17	13	0	14	4	13	13	13	13	14	14	14	14	5	14	5	5	5	14	14	13	14	5	5	5	5	14	14	14	14	14	14	4	4	13	4	5	5	5	14	17	17	17	17	17	17	17	17	17	17	0	0	0	0	0	8	14
275000	9	0	0	9	9	9	17	17	17	17	17	17	17	17	17	17	17	4	3	14	13	13	13	13	13	14	14	14	5	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
276000	9	9	9	9	9	0	17	8	17	17	17	17	8	8	17	17	17	4	12	5	4	4	13	4	4	14	14	5	14	5	14	5	5	14	5	5	4	14	14	14	14	14	14	14	14	14	14	14	4	4	13	4	13	13	13	13	17	17	8	17	17	17	17	17	17	17	9	9	9	9	9	9	13
277000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	14	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
278000	9	9	9	9	9	9	17	17	17	17	8	17	17	17	17	17	17	4	12	14	13	13	13	13	13	14	14	14	5	14	14	14	14	5	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
279000	0	9	0	0	0	0	8	17	8	17	17	17	17	8	17	17	17	4	9	5	13	13	13	13	13	14	5	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	5	13	13	13	4	5	5	5	5	17	17	17	17	17	17	17	17	17	17	0	0	0	0	0	17	5
280000	9	0	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	13	3	5	13	13	13	13	13	14	14	14	14	14	14	14	14	14	5	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	14	14
281000	0	0	9	0	9	9	17	17	8	17	17	17	17	17	8	17	17	4	15	5	13	13	13	13	13	5	5	14	14	14	14	14	14	14	5	14	13	14	14	14	14	14	14	5	14	14	14	13	13	13	13	13	13	13	16	7	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	15	7
282000	9	0	9	0	0	9	8	8	8	17	17	17	17	8	8	17	17	4	3	5	4	13	4	13	4	14	14	5	5	14	14	5	14	5	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	11
283000	0	9	9	9	9	9	17	17	17	8	17	17	17	17	17	17	17	13	12	5	13	13	13	13	13	14	14	5	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	17
284000	9	9	9	0	9	9	8	8	8	17	17	17	8	17	17	17	17	4	3	5	13	13	4	13	13	14	14	14	5	14	14	14	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	12	12	12	12	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	15	12
285000	9	0	0	9	9	0	17	8	8	17	17	8	8	8	17	8	17	13	12	14	4	13	13	13	4	14	14	14	14	5	5	14	5	14	14	14	4	14	5	5	5	5	14	14	14	14	14	5	13	4	13	13	14	14	14	14	17	17	8	17	17	17	17	17	17	17	0	0	0	9	9	17	17
286000	0	0	9	9	0	9	8	17	17	17	8	17	17	17	8	17	17	4	3	5	4	4	13	13	4	14	5	5	5	14	14	14	5	14	5	5	4	14	14	14	14	14	14	14	14	14	14	14	4	4	13	4	5	5	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
287000	9	9	9	9	9	9	17	17	8	17	17	17	17	17	17	17	17	4	12	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
288000	9	0	9	9	0	9	8	17	8	17	17	8	17	17	17	17	8	4	0	14	13	13	13	13	13	5	5	14	5	14	14	14	14	5	14	14	13	5	14	14	14	14	5	5	5	5	5	5	13	13	13	13	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	9	2
289000	9	9	9	0	0	9	8	8	8	17	17	17	17	17	8	17	17	4	3	5	13	13	13	13	13	14	14	5	5	14	14	14	5	5	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	4	4	4	13	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	10
290000	9	0	9	9	9	9	17	17	8	8	17	17	17	17	17	8	17	4	3	14	13	13	13	4	4	14	14	5	14	14	14	14	14	5	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	4	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	5
291000	9	9	9	0	9	9	17	17	17	8	17	17	17	17	17	17	17	13	3	5	13	13	13	4	13	14	14	14	14	14	14	14	14	14	5	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	14	14
292000	9	9	9	9	9	9	17	17	8	17	17	17	17	17	17	17	17	13	12	5	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
293000	9	9	9	9	9	9	8	17	8	17	8	8	17	8	8	8	8	4	3	14	13	13	13	4	4	14	14	14	5	14	14	5	14	14	14	5	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	5	14	8	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
294000	9	9	9	9	9	9	17	17	8	17	17	8	8	8	17	17	17	4	12	5	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	4	17	17	8	17	17	17	17	17	17	17	9	9	9	9	9	17	5
295000	0	9	9	9	9	9	8	8	8	8	8	8	8	8	8	8	8	13	9	14	4	4	4	13	13	14	14	5	14	14	14	14	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	4	4	13	13	13	13	13	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	15	13
296000	9	0	0	9	0	0	8	8	8	8	8	8	17	8	17	8	8	4	12	5	4	4	13	4	13	14	5	14	14	5	5	5	14	14	14	5	13	5	5	5	5	5	5	5	5	5	5	5	4	4	13	13	14	14	5	5	17	17	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
297000	9	0	9	0	0	0	8	8	17	17	17	17	17	17	17	17	17	4	12	5	13	13	13	13	13	14	14	14	5	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	0	0	0	0	0	17	14
298000	9	9	9	0	9	9	17	8	8	17	17	17	8	17	17	17	17	4	9	14	13	13	13	13	4	14	14	14	14	14	14	14	14	14	14	5	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	5	5	14	14	17	17	8	17	17	17	17	17	17	17	9	9	9	9	9	17	14
299000	9	0	9	9	9	0	17	17	17	8	8	8	17	17	17	17	17	4	12	5	4	4	4	13	13	5	14	14	5	14	14	14	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	4	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
300000	0	0	9	9	9	0	17	8	8	17	17	17	17	17	17	8	17	4	3	5	13	13	13	13	13	5	14	5	5	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	14	14
301000	0	0	9	9	9	9	17	17	17	8	8	17	17	17	17	17	8	4	12	5	4	13	13	4	13	14	5	14	5	14	14	5	14	5	5	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
302000	9	9	9	9	9	9	17	17	8	17	17	17	17	17	17	17	17	4	12	14	13	13	13	13	13	14	14	14	14	14	14	5	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
303000	9	9	9	9	9	9	17	17	17	8	17	17	17	17	17	17	17	4	12	5	4	4	4	4	4	5	5	5	14	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	13	4	4	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
304000	0	0	0	0	0	0	8	17	8	8	8	17	17	8	17	17	17	13	3	5	13	13	4	4	4	14	14	14	5	14	14	14	14	5	14	5	13	14	14	14	14	14	14	14	14	14	14	14	4	13	4	13	14	14	14	14	17	17	8	17	8	17	17	17	17	17	0	0	0	0	0	17	14
305000	0	9	9	9	0	9	8	17	8	8	8	17	17	17	17	17	8	4	12	14	13	13	13	13	4	5	5	5	14	14	14	14	14	5	14	14	4	14	14	14	14	14	14	5	14	14	14	14	13	13	13	13	4	4	13	4	17	17	17	17	17	17	17	17	8	8	9	9	9	9	9	8	4
306000	9	9	0	9	0	0	17	17	17	17	17	8	8	8	17	17	8	13	3	5	13	13	13	4	13	14	14	14	14	14	14	14	5	5	5	14	4	14	14	14	14	14	14	14	14	14	14	14	4	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	0	9	9	9	9	9	14
307000	9	9	9	0	0	9	17	8	17	17	17	17	17	17	17	17	17	13	3	5	13	13	13	4	13	14	14	14	5	14	14	14	14	5	14	14	13	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	13	17	17	17	17	17	17	17	17	17	17	0	0	0	0	0	9	13
308000	0	9	0	9	9	9	8	17	17	17	17	8	17	8	17	17	8	4	12	14	13	13	13	13	13	14	14	14	14	14	5	14	5	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	17
309000	9	9	9	9	9	9	17	17	17	17	8	17	17	17	17	17	17	13	3	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	14	14
310000	9	9	9	0	9	9	17	17	8	8	8	17	17	17	17	17	17	4	3	14	13	13	13	4	4	14	14	14	5	5	5	5	14	14	14	14	13	14	14	14	5	14	14	14	14	14	14	14	4	13	13	4	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	8	5
311000	0	9	9	9	9	9	17	17	17	8	17	17	17	8	8	17	17	4	0	14	13	13	13	4	13	14	14	14	5	14	14	5	14	5	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
312000	9	9	0	0	9	0	8	8	8	8	8	8	17	17	8	8	8	13	3	14	4	13	13	4	13	14	5	5	5	14	14	14	14	14	5	14	13	14	5	5	14	5	5	14	5	5	5	14	13	4	13	4	14	14	14	14	8	17	17	17	17	17	8	17	8	8	9	9	9	9	9	2	14
313000	9	9	9	0	9	0	17	17	17	17	8	17	8	17	8	17	17	4	12	14	4	4	4	13	13	14	5	14	14	5	5	14	14	5	5	14	4	14	14	14	5	14	14	14	14	14	14	13	13	4	4	4	4	4	4	4	17	17	17	17	8	17	17	17	17	17	9	9	9	9	9	8	4
314000	9	0	0	9	0	0	17	17	17	17	17	17	17	17	17	17	8	13	3	14	4	13	13	13	13	14	5	14	5	14	14	14	14	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	4	4	4	14	14	14	5	8	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	5
315000	0	9	9	0	9	9	17	17	17	17	17	17	17	17	17	17	17	13	3	5	13	13	4	13	4	14	5	14	14	14	5	14	14	14	5	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	4	4	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
316000	9	9	9	9	9	9	17	17	8	8	17	17	17	17	17	17	17	4	12	5	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
317000	0	9	9	9	9	9	8	8	17	17	17	17	17	17	17	17	17	4	3	14	4	4	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	4	13	13	14	14	14	14	17	17	17	17	17	17	17	8	8	8	9	9	9	9	9	5	5
318000	9	0	9	9	9	9	17	8	8	8	17	17	17	17	17	17	17	4	12	14	13	13	13	4	13	14	14	14	14	14	14	14	14	5	14	5	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
319000	0	9	9	9	0	9	17	8	17	8	8	8	8	8	17	8	8	4	12	14	4	13	13	4	4	14	14	5	5	5	5	5	14	14	5	14	13	14	5	5	5	5	5	14	5	5	5	5	4	13	13	4	14	5	5	5	8	17	8	8	8	8	8	8	8	8	0	9	9	0	0	8	5
320000	0	0	9	9	0	0	17	17	8	8	8	8	8	8	8	17	17	13	6	5	13	13	13	4	13	14	14	5	14	5	5	14	14	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	4	4	4	4	17	17	8	17	17	17	17	17	17	17	0	9	0	0	0	6	4
321000	0	9	9	9	9	0	17	17	17	17	17	8	17	17	17	17	8	4	6	5	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	12	12	12	12	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	12	12
322000	9	9	0	9	9	9	8	17	17	17	17	17	17	17	17	17	17	4	12	5	13	13	13	4	4	14	14	5	5	14	14	14	14	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	4	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
323000	9	9	0	0	0	9	17	8	17	8	17	8	17	17	8	17	17	4	3	14	13	13	13	4	4	14	14	14	14	14	5	5	5	14	5	5	4	14	14	14	14	14	14	14	14	14	14	14	4	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
324000	0	9	9	9	9	9	17	17	8	17	17	17	17	17	17	17	17	13	0	14	4	4	4	4	4	14	14	5	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	4	4	4	4	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	5
325000	9	9	9	9	0	0	17	17	17	17	17	17	8	17	17	17	17	4	3	5	13	13	13	13	13	14	14	5	5	14	14	14	14	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	4	4	4	4	17	17	17	17	17	17	17	17	17	17	0	9	9	9	9	11	4
326000	0	9	9	0	9	9	8	8	8	8	8	8	8	8	17	8	8	13	12	14	4	4	4	13	13	5	5	14	14	5	5	14	14	14	14	14	13	14	14	14	5	14	14	5	14	14	14	14	13	4	4	13	5	5	5	5	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	11	5
327000	9	9	9	0	9	9	8	8	17	17	8	17	17	17	8	17	17	13	3	5	4	4	4	13	13	5	14	14	5	5	5	5	14	14	14	5	13	14	14	14	5	14	14	14	14	14	14	14	13	4	4	13	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	8	5
328000	9	9	9	0	9	9	17	17	8	17	17	17	17	17	17	8	17	4	3	5	13	13	4	13	13	14	14	5	5	14	14	14	5	14	14	14	13	14	14	14	14	14	14	14	14	14	14	13	13	13	4	13	13	13	13	13	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	13
329000	9	9	0	0	9	0	8	8	17	17	17	17	8	8	17	8	8	4	3	5	13	4	4	4	4	14	5	5	5	5	14	5	5	14	14	14	4	14	14	14	14	14	5	14	14	14	14	13	4	13	13	13	13	13	13	4	8	8	17	17	17	17	17	8	17	17	9	9	9	9	9	11	5
330000	9	9	9	0	9	9	17	17	8	17	8	8	17	17	17	17	17	4	12	5	13	13	13	13	4	14	14	14	14	14	14	14	14	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	5	5	17	17	17	17	8	17	17	17	17	17	9	9	9	9	9	14	5
331000	0	9	9	9	9	0	8	17	17	17	17	17	17	17	17	17	17	4	3	5	13	13	13	13	13	14	14	14	14	14	14	5	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	11
332000	9	9	9	9	9	9	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	8	5
333000	0	9	9	9	9	9	17	8	17	17	17	17	17	17	17	17	17	4	3	5	13	13	13	13	4	14	14	5	14	14	14	14	14	14	5	14	4	14	14	14	14	14	14	14	14	14	14	14	4	13	13	13	4	4	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	8	8
334000	9	9	9	9	9	0	17	17	8	17	17	17	17	17	17	17	17	4	3	14	13	13	13	13	13	5	14	14	14	5	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	14	14
335000	9	0	0	0	9	9	17	17	17	8	17	17	17	17	17	17	17	13	3	14	13	13	4	13	13	14	14	14	14	14	14	14	14	14	5	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
336000	9	0	0	0	9	9	17	17	17	8	17	17	17	17	17	17	17	13	12	14	4	4	4	4	4	5	5	5	5	5	5	5	5	14	5	14	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	5	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	0	0	9	9	17	14
337000	0	9	0	9	9	0	17	8	8	8	17	8	17	8	8	8	17	4	12	14	13	13	13	4	4	14	14	5	14	14	14	5	14	14	14	14	4	14	5	5	14	5	14	14	14	14	14	14	4	13	4	13	14	14	14	14	17	17	8	17	8	8	17	8	8	8	9	9	9	0	0	8	5
338000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	13	12	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
339000	0	0	9	9	9	0	8	8	8	17	8	8	8	8	17	8	17	4	3	5	13	13	13	4	4	5	5	14	5	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	4	13	13	4	14	14	14	14	17	17	8	17	8	8	17	17	17	17	9	9	9	9	9	17	17
340000	9	0	9	9	9	9	17	8	17	17	8	17	17	17	17	8	17	13	3	5	4	4	4	13	13	14	14	14	5	14	14	14	14	14	14	5	4	14	14	14	14	14	14	14	14	14	14	5	4	4	4	4	5	5	5	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	5
341000	9	9	9	9	0	9	17	8	17	17	17	17	17	17	17	17	17	4	12	14	13	13	13	13	13	14	14	14	14	5	5	14	14	14	14	5	13	14	14	14	5	14	14	14	14	14	14	13	13	13	13	13	13	13	13	13	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	9	13
342000	0	0	9	9	9	9	8	8	8	17	17	17	17	17	8	17	17	4	3	5	13	13	13	4	13	14	14	14	5	14	14	14	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
343000	9	9	9	9	9	0	17	17	8	8	17	17	17	17	8	8	8	4	3	5	13	4	13	13	13	14	14	14	5	14	14	14	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	13	8	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	13
344000	9	9	9	0	9	9	17	17	17	17	17	17	8	8	17	17	17	4	3	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	4	17	17	8	17	17	17	17	17	17	17	9	9	9	9	9	17	4
345000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	17	17	4	15	14	13	13	13	4	4	5	5	5	14	14	14	5	5	5	5	14	13	5	5	5	14	5	5	5	5	5	5	5	4	13	13	13	5	5	5	5	17	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	8
346000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	5	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
347000	0	9	9	0	9	0	17	8	8	17	8	17	17	17	17	17	17	13	3	14	13	13	13	13	13	14	14	14	5	5	14	5	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	5	5	17	17	17	17	17	17	17	8	17	17	9	9	9	9	9	8	5
348000	9	0	0	0	9	9	17	8	17	17	17	17	17	17	17	17	17	13	12	5	13	13	13	4	4	5	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	4	13	13	13	14	14	14	14	17	17	17	17	17	17	17	8	17	17	9	0	9	9	9	17	5
349000	9	9	9	9	9	9	17	17	17	8	17	17	17	17	17	8	17	4	3	5	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
350000	0	9	9	9	0	0	17	17	17	8	17	8	17	17	17	17	17	4	12	14	13	13	4	4	4	14	14	14	14	14	14	5	14	14	5	14	13	14	14	14	14	14	14	14	14	14	14	14	4	13	4	4	5	5	5	5	17	17	17	17	17	17	17	17	17	17	0	9	9	9	9	17	14
351000	0	9	9	9	0	0	17	17	8	17	17	17	17	17	17	17	17	4	12	14	13	13	13	13	4	5	14	14	14	14	14	5	14	5	5	14	4	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	13	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	15	13
352000	9	0	0	9	9	9	17	8	8	8	17	17	17	17	17	17	8	4	3	14	13	13	13	4	13	14	14	5	14	14	14	14	14	5	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
353000	0	9	9	9	9	9	8	17	8	17	17	8	17	17	8	8	8	4	3	5	13	13	13	13	4	14	14	14	5	14	5	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	4	13	13	5	14	14	5	14	8	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
354000	0	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	13	12	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
355000	9	9	9	9	9	9	8	17	17	17	17	17	17	17	8	17	17	4	9	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
356000	0	0	0	0	0	0	8	8	17	8	8	8	8	8	8	8	8	4	12	5	13	13	13	13	13	5	5	5	5	5	5	5	5	5	14	5	4	5	5	5	5	5	5	5	5	5	5	5	13	13	13	13	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	2
357000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	13	12	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
