Iteration	avg_lambda[1]	avg_lambda[2]	avg_lambda[3]	avg_lambda[4]	avg_lambda[5]	avg_lambda[6]	avg_lambda[7]	avg_lambda[8]	avg_lambda[9]	avg_lambda[10]	avg_lambda[11]	avg_lambda[12]	avg_lambda[13]	avg_lambda[14]	avg_lambda[15]	avg_lambda[16]	avg_lambda[17]	avg_lambda[18]	avg_lambda[19]	avg_lambda[20]	avg_lambda[21]	avg_lambda[22]	avg_lambda[23]	avg_lambda[24]	avg_lambda[25]	avg_lambda[26]	avg_lambda[27]	avg_lambda[28]	avg_lambda[29]	avg_lambda[30]	avg_lambda[31]	avg_lambda[32]	avg_lambda[33]	avg_lambda[34]	avg_lambda[35]	avg_lambda[36]	avg_lambda[37]	avg_lambda[38]	avg_lambda[39]	avg_lambda[40]	avg_lambda[41]	avg_lambda[42]	avg_lambda[43]	avg_lambda[44]	avg_lambda[45]	avg_lambda[46]	avg_lambda[47]	avg_lambda[48]	avg_lambda[49]	avg_lambda[50]	avg_lambda[51]	avg_lambda[52]	avg_lambda[53]	avg_lambda[54]	avg_lambda[55]	avg_lambda[56]	avg_lambda[57]	avg_lambda[58]	avg_lambda[59]	avg_lambda[60]	avg_lambda[61]	avg_lambda[62]	avg_lambda[63]	avg_lambda[64]	avg_lambda[65]	avg_lambda[66]	avg_lambda[67]	avg_lambda[68]	avg_lambda[69]	avg_lambda[70]	avg_lambda[71]	avg_lambda[72]	avg_mu[1]	avg_mu[2]	avg_mu[3]	avg_mu[4]	avg_mu[5]	avg_mu[6]	avg_mu[7]	avg_mu[8]	avg_mu[9]	avg_mu[10]	avg_mu[11]	avg_mu[12]	avg_mu[13]	avg_mu[14]	avg_mu[15]	avg_mu[16]	avg_mu[17]	avg_mu[18]	avg_mu[19]	avg_mu[20]	avg_mu[21]	avg_mu[22]	avg_mu[23]	avg_mu[24]	avg_mu[25]	avg_mu[26]	avg_mu[27]	avg_mu[28]	avg_mu[29]	avg_mu[30]	avg_mu[31]	avg_mu[32]	avg_mu[33]	avg_mu[34]	avg_mu[35]	avg_mu[36]	avg_mu[37]	avg_mu[38]	avg_mu[39]	avg_mu[40]	avg_mu[41]	avg_mu[42]	avg_mu[43]	avg_mu[44]	avg_mu[45]	avg_mu[46]	avg_mu[47]	avg_mu[48]	avg_mu[49]	avg_mu[50]	avg_mu[51]	avg_mu[52]	avg_mu[53]	avg_mu[54]	avg_mu[55]	avg_mu[56]	avg_mu[57]	avg_mu[58]	avg_mu[59]	avg_mu[60]	avg_mu[61]	avg_mu[62]	avg_mu[63]	avg_mu[64]	avg_mu[65]	avg_mu[66]	avg_mu[67]	avg_mu[68]	avg_mu[69]	avg_mu[70]	avg_mu[71]	avg_mu[72]	num_shifts[1]	num_shifts[2]	num_shifts[3]	num_shifts[4]	num_shifts[5]	num_shifts[6]	num_shifts[7]	num_shifts[8]	num_shifts[9]	num_shifts[10]	num_shifts[11]	num_shifts[12]	num_shifts[13]	num_shifts[14]	num_shifts[15]	num_shifts[16]	num_shifts[17]	num_shifts[18]	num_shifts[19]	num_shifts[20]	num_shifts[21]	num_shifts[22]	num_shifts[23]	num_shifts[24]	num_shifts[25]	num_shifts[26]	num_shifts[27]	num_shifts[28]	num_shifts[29]	num_shifts[30]	num_shifts[31]	num_shifts[32]	num_shifts[33]	num_shifts[34]	num_shifts[35]	num_shifts[36]	num_shifts[37]	num_shifts[38]	num_shifts[39]	num_shifts[40]	num_shifts[41]	num_shifts[42]	num_shifts[43]	num_shifts[44]	num_shifts[45]	num_shifts[46]	num_shifts[47]	num_shifts[48]	num_shifts[49]	num_shifts[50]	num_shifts[51]	num_shifts[52]	num_shifts[53]	num_shifts[54]	num_shifts[55]	num_shifts[56]	num_shifts[57]	num_shifts[58]	num_shifts[59]	num_shifts[60]	num_shifts[61]	num_shifts[62]	num_shifts[63]	num_shifts[64]	num_shifts[65]	num_shifts[66]	num_shifts[67]	num_shifts[68]	num_shifts[69]	num_shifts[70]	num_shifts[71]	num_shifts[72]
310000	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	1.788158	-nan	0.04398314	0.04398314	0.04398314	0.04398314	0.04398314	0.1351877	0.1351877	0.1351877	0.1351877	0.1351877	0.1351877	0.1351877	0.1351877	0.1351877	0.1351877	0.1351877	0.4495279	1.147141	0.4377719	0.4495279	0.4495279	0.4495279	0.4495279	0.4495279	0.4267498	0.4267498	0.4267498	0.4267498	0.4267498	0.4267498	0.4267498	0.4267498	0.4267498	0.4267498	0.4267498	0.4495279	0.4267498	0.4267498	0.4267498	0.4267498	0.4267498	0.4267498	0.4267498	0.4267498	0.4267498	0.4474754	0.4495279	0.4495279	0.4495279	0.4495279	0.4495279	0.4495279	0.4495279	0.4495279	0.4495279	0.1351877	0.1351877	0.1351877	0.1351877	0.1351877	0.1351877	0.1351877	0.1351877	0.1351877	0.2445428	0.04398314	0.04398314	0.04398314	0.04398314	0.4191026	0.4495279	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
311000	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	1.659696	-nan	0.1895433	0.1895433	0.1895433	0.1895433	0.1895433	0.1713291	0.1713291	0.1713291	0.1713291	0.1713291	0.1713291	0.1713291	0.1713291	0.1713291	0.1713291	0.1713291	0.2212536	1.1306	0.2186972	0.2224419	0.2224419	0.2224419	0.2224419	0.2224419	0.2186972	0.2186972	0.2186972	0.2186972	0.2186972	0.2186972	0.2186972	0.2186972	0.2186972	0.2186972	0.2186972	0.221083	0.2186972	0.2186972	0.2186972	0.2186972	0.2186972	0.2186972	0.2186972	0.2186972	0.2186972	0.2186972	0.2186972	0.2224419	0.2224419	0.2224419	0.2212483	0.2186972	0.2186972	0.2186972	0.2186972	0.1713291	0.1713291	0.1713291	0.1713291	0.1713291	0.1713291	0.1713291	0.1713291	0.1713291	1.197057	0.1895433	0.1895433	0.1895433	0.1895433	0.3391221	0.5357885	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
312000	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	1.43243	-nan	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.211297	0.7094988	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.211297	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.1493619	0.1340861	0.1925515	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
313000	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	1.48278	-nan	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.09105213	0.2128161	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.09105213	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.1003455	0.09891329	0.09518867	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
314000	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	1.525594	-nan	0.04193122	0.04193122	0.04193122	0.04193122	0.04193122	0.04193122	0.04193122	0.04193122	0.04193122	0.04193122	0.04193122	0.04193122	0.04193122	0.04193122	0.04193122	0.04193122	0.6553385	0.464658	0.7102469	0.2230285	0.2230285	0.2230285	0.2230285	0.2230285	0.7102469	0.7102469	0.7102469	0.7102469	0.7102469	0.7102469	0.7102469	0.7102469	0.7102469	0.7102469	0.7102469	0.279135	0.7102469	0.7102469	0.7102469	0.7102469	0.7102469	0.7102469	0.7102469	0.7102469	0.7102469	0.7102469	0.7102469	0.2230285	0.2230285	0.2230285	0.4646022	0.7102469	0.7102469	0.7102469	0.7102469	0.04193122	0.04193122	0.04193122	0.04193122	0.04193122	0.04193122	0.04193122	0.04193122	0.04193122	0.2553466	0.04193122	0.04193122	0.04193122	0.04193122	0.4447603	0.7102469	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
315000	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	1.648346	-nan	0.1985168	0.1985168	0.1985168	0.1985168	0.1985168	0.1985168	0.1985168	0.1985168	0.1985168	0.1985168	0.1985168	0.1985168	0.1985168	0.1985168	0.1985168	0.1985168	0.9939298	0.9093251	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.9939298	0.1985168	0.1985168	0.1985168	0.1985168	0.1985168	0.1985168	0.1985168	0.1985168	0.1985168	0.2848094	0.1985168	0.1985168	0.1985168	0.1985168	0.2889687	0.4974034	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0
316000	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	1.772253	-nan	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.3468062	0.382126	0.4993159	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.5021939	0.4906096	0.3413027	0.5021939	0.3448041	0.3100969	0.3100969	0.3100969	0.3100969	0.3100969	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.5518432	0.7537446	0.3887718	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
317000	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	1.197862	-nan	0.104922	0.104922	0.104922	0.104922	0.104922	0.05679064	0.05679064	0.05679064	0.05679064	0.05679064	0.05679064	0.05679064	0.05679064	0.05679064	0.05679064	0.05679064	0.6336688	0.358291	0.05021431	1.248681	1.248681	1.248681	1.248681	1.248681	0.05021431	0.05021431	0.05021431	0.05021431	0.05021431	0.05021431	0.05021431	0.05021431	0.05021431	0.05021431	0.05021431	1.15412	0.05021431	0.05021431	0.05021431	0.05021431	0.05021431	0.05021431	0.05021431	0.05021431	0.05021431	0.05021431	0.05021431	1.248681	1.248681	1.248681	0.9995478	0.05021431	0.05021431	0.05021431	0.05021431	0.05679064	0.05679064	0.05679064	0.05679064	0.05679064	0.05679064	0.05679064	0.05679064	0.05679064	0.05679064	0.104922	0.104922	0.104922	0.104922	0.09259586	0.05027384	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
318000	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	1.606539	-nan	0.08164852	0.08164852	0.08164852	0.08164852	0.08164852	0.08164852	0.08164852	0.08164852	0.08164852	0.08164852	0.08164852	0.08164852	0.08164852	0.08164852	0.08164852	0.08164852	0.4400592	0.9063786	1.074156	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.4400592	0.08164852	0.08164852	0.08164852	0.08164852	0.08164852	0.08164852	0.08164852	0.08164852	0.08164852	0.3881951	0.08164852	0.08164852	0.08164852	0.08164852	0.4450475	0.4400592	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0
319000	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	1.843487	-nan	0.1057705	0.1057705	0.1057705	0.1057705	0.1057705	0.1182053	0.1182053	0.1182053	0.1182053	0.1182053	0.1182053	0.1182053	0.1182053	0.1182053	0.1182053	0.1182053	0.2458411	0.3507343	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.2458411	0.1182053	0.1182053	0.1182053	0.1182053	0.1182053	0.1182053	0.1182053	0.1182053	0.1182053	0.1182053	0.1057705	0.1057705	0.1057705	0.1057705	0.9616445	0.2351876	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
320000	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	1.136511	-nan	0.05341224	0.05341224	0.05341224	0.05341224	0.05341224	0.05341224	0.05341224	0.05341224	0.05341224	0.05341224	0.05341224	0.05341224	0.05341224	0.05341224	0.05341224	0.05341224	0.1043477	0.6885318	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.1043477	0.05341224	0.05341224	0.05341224	0.05341224	0.05341224	0.05341224	0.05341224	0.05341224	0.05341224	0.2479437	0.05341224	0.05341224	0.05341224	0.05341224	0.07608945	0.243087	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
321000	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	1.263855	-nan	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	1.039704	1.878437	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	0.1369267	1.56348	2.273156	1.872652	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	0.3061627	0.4019242	0.3061627	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
