Iteration	avg_lambda[1]	avg_lambda[2]	avg_lambda[3]	avg_lambda[4]	avg_lambda[5]	avg_lambda[6]	avg_lambda[7]	avg_lambda[8]	avg_lambda[9]	avg_lambda[10]	avg_lambda[11]	avg_lambda[12]	avg_lambda[13]	avg_lambda[14]	avg_lambda[15]	avg_lambda[16]	avg_lambda[17]	avg_lambda[18]	avg_lambda[19]	avg_lambda[20]	avg_lambda[21]	avg_lambda[22]	avg_lambda[23]	avg_lambda[24]	avg_lambda[25]	avg_lambda[26]	avg_lambda[27]	avg_lambda[28]	avg_lambda[29]	avg_lambda[30]	avg_lambda[31]	avg_lambda[32]	avg_lambda[33]	avg_lambda[34]	avg_lambda[35]	avg_lambda[36]	avg_lambda[37]	avg_lambda[38]	avg_lambda[39]	avg_lambda[40]	avg_lambda[41]	avg_lambda[42]	avg_lambda[43]	avg_lambda[44]	avg_lambda[45]	avg_lambda[46]	avg_lambda[47]	avg_lambda[48]	avg_lambda[49]	avg_lambda[50]	avg_lambda[51]	avg_lambda[52]	avg_lambda[53]	avg_lambda[54]	avg_lambda[55]	avg_lambda[56]	avg_lambda[57]	avg_lambda[58]	avg_lambda[59]	avg_lambda[60]	avg_lambda[61]	avg_lambda[62]	avg_lambda[63]	avg_lambda[64]	avg_lambda[65]	avg_lambda[66]	avg_lambda[67]	avg_lambda[68]	avg_lambda[69]	avg_lambda[70]	avg_lambda[71]	avg_lambda[72]	avg_mu[1]	avg_mu[2]	avg_mu[3]	avg_mu[4]	avg_mu[5]	avg_mu[6]	avg_mu[7]	avg_mu[8]	avg_mu[9]	avg_mu[10]	avg_mu[11]	avg_mu[12]	avg_mu[13]	avg_mu[14]	avg_mu[15]	avg_mu[16]	avg_mu[17]	avg_mu[18]	avg_mu[19]	avg_mu[20]	avg_mu[21]	avg_mu[22]	avg_mu[23]	avg_mu[24]	avg_mu[25]	avg_mu[26]	avg_mu[27]	avg_mu[28]	avg_mu[29]	avg_mu[30]	avg_mu[31]	avg_mu[32]	avg_mu[33]	avg_mu[34]	avg_mu[35]	avg_mu[36]	avg_mu[37]	avg_mu[38]	avg_mu[39]	avg_mu[40]	avg_mu[41]	avg_mu[42]	avg_mu[43]	avg_mu[44]	avg_mu[45]	avg_mu[46]	avg_mu[47]	avg_mu[48]	avg_mu[49]	avg_mu[50]	avg_mu[51]	avg_mu[52]	avg_mu[53]	avg_mu[54]	avg_mu[55]	avg_mu[56]	avg_mu[57]	avg_mu[58]	avg_mu[59]	avg_mu[60]	avg_mu[61]	avg_mu[62]	avg_mu[63]	avg_mu[64]	avg_mu[65]	avg_mu[66]	avg_mu[67]	avg_mu[68]	avg_mu[69]	avg_mu[70]	avg_mu[71]	avg_mu[72]	num_shifts[1]	num_shifts[2]	num_shifts[3]	num_shifts[4]	num_shifts[5]	num_shifts[6]	num_shifts[7]	num_shifts[8]	num_shifts[9]	num_shifts[10]	num_shifts[11]	num_shifts[12]	num_shifts[13]	num_shifts[14]	num_shifts[15]	num_shifts[16]	num_shifts[17]	num_shifts[18]	num_shifts[19]	num_shifts[20]	num_shifts[21]	num_shifts[22]	num_shifts[23]	num_shifts[24]	num_shifts[25]	num_shifts[26]	num_shifts[27]	num_shifts[28]	num_shifts[29]	num_shifts[30]	num_shifts[31]	num_shifts[32]	num_shifts[33]	num_shifts[34]	num_shifts[35]	num_shifts[36]	num_shifts[37]	num_shifts[38]	num_shifts[39]	num_shifts[40]	num_shifts[41]	num_shifts[42]	num_shifts[43]	num_shifts[44]	num_shifts[45]	num_shifts[46]	num_shifts[47]	num_shifts[48]	num_shifts[49]	num_shifts[50]	num_shifts[51]	num_shifts[52]	num_shifts[53]	num_shifts[54]	num_shifts[55]	num_shifts[56]	num_shifts[57]	num_shifts[58]	num_shifts[59]	num_shifts[60]	num_shifts[61]	num_shifts[62]	num_shifts[63]	num_shifts[64]	num_shifts[65]	num_shifts[66]	num_shifts[67]	num_shifts[68]	num_shifts[69]	num_shifts[70]	num_shifts[71]	num_shifts[72]
460000	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	1.462532	-nan	0.1064097	0.1064097	0.1064097	0.1064097	0.1064097	0.2586057	0.2586057	0.2586057	0.2586057	0.2586057	0.2586057	0.2586057	0.2586057	0.2586057	0.2586057	0.2586057	0.7749058	0.7732827	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.7749058	0.2586057	0.2586057	0.2586057	0.2586057	0.2586057	0.2586057	0.2586057	0.2586057	0.2586057	0.2586057	0.1064097	0.1064097	0.1064097	0.1064097	0.4300475	0.4802397	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
461000	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	1.273185	-nan	0.2375291	0.2375291	0.2375291	0.2375291	0.2375291	0.2375291	0.2375291	0.2375291	0.2375291	0.2375291	0.2375291	0.2375291	0.2375291	0.2375291	0.2375291	0.2375291	0.1831454	0.7451768	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.1831454	0.2375291	0.2375291	0.2375291	0.2375291	0.2375291	0.2375291	0.2375291	0.2375291	0.2375291	0.3229074	0.2375291	0.2375291	0.2375291	0.2375291	0.4944301	0.6153609	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
462000	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	1.536011	-nan	0.006996147	0.006996147	0.006996147	0.006996147	0.006996147	0.1087857	0.1087857	0.1087857	0.1087857	0.1087857	0.1087857	0.1087857	0.1087857	0.1087857	0.1087857	0.1087857	0.3419612	1.244394	0.3794288	0.3160346	0.3160346	0.3160346	0.3160346	0.3160346	0.3794288	0.3794288	0.3794288	0.3794288	0.3794288	0.3794288	0.3794288	0.3794288	0.3794288	0.3794288	0.3794288	0.3471517	0.3794288	0.3794288	0.3794288	0.3794288	0.3794288	0.3794288	0.3794288	0.3794288	0.3794288	0.3794288	0.3794288	0.3160346	0.3160346	0.3160346	0.3360348	0.3794288	0.3794288	0.3794288	0.3794288	0.1087857	0.1087857	0.1087857	0.1087857	0.1087857	0.1087857	0.1087857	0.1087857	0.1087857	0.1087857	0.006996147	0.006996147	0.006996147	0.006996147	0.8843062	0.3441187	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
463000	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	1.137191	-nan	0.1139211	0.1139211	0.1139211	0.1139211	0.1139211	0.1139211	0.1139211	0.1139211	0.1139211	0.1139211	0.1139211	0.1139211	0.1139211	0.1139211	0.1139211	0.1139211	0.2874769	0.5362756	0.5884815	0.1587877	0.1587877	0.1587877	0.1587877	0.1587877	0.9447263	0.9447263	0.9447263	0.9447263	0.9447263	0.9447263	0.9447263	0.9447263	0.9447263	0.9447263	0.9447263	0.7935407	0.9447263	0.9447263	0.9447263	0.9447263	0.9447263	0.9447263	0.9447263	0.9447263	0.9447263	0.9447263	0.5629708	0.1587877	0.1587877	0.1587877	0.2656748	0.5362756	0.5362756	0.5362756	0.5362756	0.1139211	0.1139211	0.1139211	0.1139211	0.1139211	0.1139211	0.1139211	0.1139211	0.1139211	0.1528475	0.1139211	0.1139211	0.1139211	0.1139211	0.4407472	0.6202493	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
464000	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	1.501335	-nan	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.556719	1.911121	0.3738406	0.5699217	0.5699217	0.5699217	0.5699217	0.5699217	0.3738406	0.3738406	0.3738406	0.3738406	0.3738406	0.3738406	0.3738406	0.3738406	0.3738406	0.3738406	0.3738406	0.4437202	0.3738406	0.3738406	0.3738406	0.3738406	0.3738406	0.3738406	0.3738406	0.3738406	0.3738406	0.3738406	0.3738406	0.5699217	0.5699217	0.5699217	0.4043371	0.3738406	0.3738406	0.3738406	0.3738406	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.5159206	0.8193238	0.4185101	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
465000	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	1.432003	-nan	0.3950483	0.3950483	0.3950483	0.3950483	0.3950483	0.3950483	0.3950483	0.3950483	0.3950483	0.3950483	0.3950483	0.3950483	0.3950483	0.3950483	0.3950483	0.3950483	0.2817077	0.520071	0.2832704	0.07203504	0.07203504	0.07203504	0.07203504	0.07203504	0.2832704	0.2832704	0.2832704	0.2832704	0.2832704	0.2832704	0.2832704	0.2832704	0.2832704	0.2832704	0.2832704	0.2229461	0.2832704	0.2832704	0.2832704	0.2832704	0.2832704	0.2832704	0.2832704	0.2832704	0.2832704	0.2832704	0.2832704	0.07203504	0.07203504	0.07203504	0.1636458	0.2832704	0.2832704	0.2832704	0.2832704	0.3950483	0.3950483	0.3950483	0.3950483	0.3950483	0.3950483	0.3950483	0.3950483	0.3950483	0.3595676	0.3950483	0.3950483	0.3950483	0.3950483	2.530453	0.2832704	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
466000	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	-nan	0.1073732	0.1073732	0.1073732	0.1073732	0.1073732	0.1073732	0.1073732	0.1073732	0.1073732	0.1073732	0.1073732	0.1073732	0.1073732	0.1073732	0.1073732	0.1073732	0.5858518	0.04449496	0.3214754	0.6972152	0.6972152	0.6972152	0.6972152	0.6972152	0.03539031	0.03539031	0.03539031	0.03539031	0.03539031	0.03539031	0.03539031	0.03539031	0.03539031	0.03539031	0.03539031	0.6972152	0.03539031	0.03539031	0.03539031	0.03539031	0.03539031	0.03539031	0.03539031	0.03539031	0.03539031	0.3250268	0.6972152	0.6972152	0.6972152	0.6972152	0.6972152	0.6972152	0.6016566	0.00250749	0.00250749	0.1073732	0.1073732	0.1073732	0.1073732	0.1073732	0.1073732	0.1073732	0.1073732	0.1073732	0.1501559	0.1073732	0.1073732	0.1073732	0.1073732	0.1487012	0.1201901	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
467000	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	1.539857	-nan	0.1855433	0.1855433	0.1855433	0.1855433	0.1855433	0.1855433	0.1855433	0.1855433	0.1855433	0.1855433	0.1855433	0.1855433	0.1855433	0.1855433	0.1855433	0.1855433	0.5652548	0.8272232	0.8812281	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.2788981	0.4439904	0.2788981	0.2788981	0.2788981	0.7708241	0.9046824	0.9046824	0.9046824	0.9046824	0.1855433	0.1855433	0.1855433	0.1855433	0.1855433	0.1855433	0.1855433	0.1855433	0.1855433	1.972295	0.1855433	0.1855433	0.1855433	0.1855433	0.2748098	0.9046824	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
468000	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	1.728055	-nan	0.6172452	0.6172452	0.6172452	0.6172452	0.6172452	0.6172452	0.6172452	0.6172452	0.6172452	0.6172452	0.6172452	0.6172452	0.6172452	0.6172452	0.6172452	0.6172452	0.805098	0.3494851	0.3057234	1.690958	1.690958	1.690958	1.690958	1.690958	0.3057234	0.3057234	0.3057234	0.3057234	0.3057234	0.3057234	0.3057234	0.3057234	0.3057234	0.3057234	0.3057234	0.7690138	0.3057234	0.3057234	0.3057234	0.3057234	0.3057234	0.3057234	0.3057234	0.3057234	0.3057234	0.3057234	0.3057234	1.690958	1.690958	1.690958	0.9812252	0.3057234	0.3057234	0.3057234	0.2496759	0.6172452	0.6172452	0.6172452	0.6172452	0.6172452	0.6172452	0.6172452	0.6172452	0.6172452	0.4662583	0.6172452	0.6172452	0.6172452	0.6172452	0.3818755	0.1901475	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
469000	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	1.808881	-nan	0.05826214	0.05826214	0.05826214	0.05826214	0.05826214	0.603226	0.603226	0.603226	0.603226	0.603226	0.603226	0.603226	0.603226	0.603226	0.603226	0.603226	0.2239148	0.3055664	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.2239148	0.603226	0.603226	0.603226	0.603226	0.603226	0.603226	0.603226	0.603226	0.603226	0.7769311	0.05826214	0.05826214	0.05826214	0.05826214	1.022955	0.5683585	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0
470000	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	1.639846	-nan	0.1772062	0.1772062	0.1772062	0.1772062	0.1772062	0.1772062	0.1772062	0.1772062	0.1772062	0.1772062	0.1772062	0.1772062	0.1772062	0.1772062	0.1772062	0.1772062	0.04143898	0.4082519	0.002847333	0.05043087	0.05043087	0.05043087	0.05043087	0.05043087	0.002847333	0.002847333	0.002847333	0.002847333	0.002847333	0.002847333	0.002847333	0.002847333	0.002847333	0.002847333	0.002847333	0.01360384	0.002847333	0.002847333	0.002847333	0.002847333	0.002847333	0.002847333	0.002847333	0.002847333	0.002847333	0.002847333	0.002847333	0.05043087	0.05043087	0.05043087	0.03466456	0.002847333	0.002847333	0.002847333	0.002847333	0.1772062	0.1772062	0.1772062	0.1772062	0.1772062	0.1772062	0.1772062	0.1772062	0.1772062	0.9482361	0.1772062	0.1772062	0.1772062	0.1772062	0.9545175	1.177457	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
471000	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	1.538703	-nan	0.5806615	0.5806615	0.5806615	0.5806615	0.5806615	0.05121366	0.05121366	0.05121366	0.05121366	0.05121366	0.05121366	0.05121366	0.05121366	0.05121366	0.05121366	0.05121366	0.4278646	0.4641251	0.6459673	0.2388846	0.2388846	0.2388846	0.2388846	0.2388846	0.6459673	0.6459673	0.6459673	0.6459673	0.6459673	0.6459673	0.6459673	0.6459673	0.6459673	0.6459673	0.6459673	0.400306	0.6459673	0.6459673	0.6459673	0.6459673	0.6459673	0.6459673	0.6459673	0.6459673	0.6459673	0.6459673	0.6459673	0.2388846	0.2388846	0.2388846	0.4364996	0.6459673	0.6459673	0.6459673	0.6459673	0.05121366	0.05121366	0.05121366	0.05121366	0.05121366	0.05121366	0.05121366	0.05121366	0.05121366	0.0829805	0.5806615	0.5806615	0.5806615	0.5806615	0.5641341	0.5882083	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
